name,value
"Kalimantan Timur",-11.19
"Nangro Aceh Darussalam",-24.2
Banten,-7.32
"Kalimantan Selatan",-15.3
"Sulawesi Selatan",6.39
"Nusa Tenggara Barat",-30.01
"Sulawesi Tengah",-26.99
"Papua Barat",-9.42
"Kalimantan Barat",-9.38
Gorontalo,-20.43
"Sumatera Utara",-13.34
Jambi,-12.15
"Jawa Barat",-7.1
"Jawa Tengah",5.84
"Bangka Belitung",-19.96
"Jawa Timur",-2.21
"DKI Jakarta",-3.65
"Sulawesi Utara",2.16
"Kepulauan Riau",-12.38
"Sulawesi Barat",-26.7
"Maluku Utara",-45.63
"Sulawesi Tenggara",-30.85
Bengkulu,-16.68
Bali,-6.14
Yogyakarta,5.85
"Nusa Tenggara Timur",-30.74
Maluku,-6.28
"Sumatera Selatan",-8.42
"Kalimantan Tengah",-12.93
Papua,-1.83
Riau,-12.06
"Sumatera Barat",-18.84
Lampung,-6.8
