name,value
"Kalimantan Timur",-6.06
"Nangro Aceh Darussalam",-16.9
Banten,1.81
"Kalimantan Selatan",5.93
"Sulawesi Selatan",10.32
"Nusa Tenggara Barat",-0.66
"Sulawesi Tengah",0.6
"Papua Barat",3.96
"Kalimantan Barat",-12.61
Gorontalo,-30.77
"Sumatera Utara",-2.72
Jambi,-3.46
"Jawa Barat",1.54
"Jawa Tengah",10.86
"Bangka Belitung",5.28
"Jawa Timur",5.09
"DKI Jakarta",4.35
"Sulawesi Utara",-6.83
"Kepulauan Riau",-5.2
"Sulawesi Barat",-8.66
"Maluku Utara",0.21
"Sulawesi Tenggara",0.21
Bengkulu,-11.47
Bali,12.22
Yogyakarta,9.58
"Nusa Tenggara Timur",3.03
Maluku,3.62
"Sumatera Selatan",4.25
"Kalimantan Tengah",-9.76
Papua,5.65
Riau,-0.57
"Sumatera Barat",-1.84
Lampung,3.96
