name,value
"Kalimantan Timur",-21.6
"Nangro Aceh Darussalam",-29.97
Banten,-8.59
"Kalimantan Selatan",-14.64
"Sulawesi Selatan",-1.51
"Nusa Tenggara Barat",-28.33
"Sulawesi Tengah",-30.15
"Papua Barat",-11.85
"Kalimantan Barat",-22.5
Gorontalo,-29.8
"Sumatera Utara",-17.2
Jambi,-18.68
"Jawa Barat",-10.81
"Jawa Tengah",-0.4
"Bangka Belitung",-18.25
"Jawa Timur",-9.63
"DKI Jakarta",-9.96
"Sulawesi Utara",-20.93
"Kepulauan Riau",-23.83
"Sulawesi Barat",-22.94
"Maluku Utara",-10.45
"Sulawesi Tenggara",-26.29
Bengkulu,-30.88
Bali,-8.99
Yogyakarta,-0.89
"Nusa Tenggara Timur",-22.8
Maluku,-12.08
"Sumatera Selatan",-12.61
"Kalimantan Tengah",-26.03
Papua,-6.1
Riau,-20.14
"Sumatera Barat",-20.4
Lampung,-10.64
