,pidlink,year,age,sex,single,year_of_schooling,tobacco_habit,lfpr,urban,attended_kindergarten,hh_work_size,change_pce,pce_t,pce_t1,rich_pce,per_change_pce_t,increase_desil_pce_t_relative,change_asset,asset_t,asset_t1,rich_asset,per_change_asset_t,increase_desil_asset_t_relative,NEET,tk01,main_activity
7823,042170007,2007,16.0,1,1,10,1.0,0.5906902086677368,0.0,0,3.0,0.18574441588831514,0.3369627375714292,0.15121832168311405,0,1.228319517244427,1,0.15265518589411814,0.16594612156663277,0.01329093567251462,0,11.485661330060148,1,0,1,Employed
7824,034130003,2007,19.0,1,1,11,0.0,0.50103591160221,1.0,0,2.0,0.3939609899612635,0.5817673456101189,0.18780635564885537,0,2.0976978579886767,4,0.1049904314507375,0.49849144693690145,0.39350101548616395,0,0.2668110813412351,-2,0,2,Education
7825,142090009,2014,17.0,0,1,11,0.0,0.6210367388022144,1.0,0,5.0,-0.21695258030667514,0.443924979133212,0.6608775594398871,0,-0.32827953863428005,-4,1.0947756786434244,1.5651679242214813,0.47039224557805687,0,2.327367614868042,2,0,2,Education
7826,237120006,2014,16.0,1,1,10,1.0,0.6655865197666883,1.0,1,1.0,-0.057143708485937805,0.39460346469410934,0.45174717318004715,0,-0.1264948889080547,-3,-0.29889599286189394,1.061751490699057,1.360647483560951,0,-0.21967188156601233,-2,0,2,Education
7827,277132103,2014,15.0,1,1,9,0.0,0.6181102362204725,1.0,0,2.0,1.0675364765379063,1.6121587856699753,0.544622309132069,0,1.9601409245228558,3,0.398552933356086,1.0835401406120762,0.6849872072559902,0,0.5818399659647084,-1,0,2,Education
7828,293080005,2014,16.0,1,1,10,0.0,0.7154377880184332,0.0,0,1.0,-0.6057787317034691,1.5695824926372726,2.1753612243407416,1,-0.27847270831402016,0,2.0683979735075093,3.404553589329708,1.3361556158221988,0,1.5480217640927458,1,0,2,Education
7829,143190007,2007,18.0,0,1,11,0.0,0.4843802485723883,0.0,1,2.0,0.019691779898918682,0.9671469010928291,0.9474551211939104,0,0.020783865597881417,-1,0.4385441281043777,1.259057025540275,0.8205128974358974,0,0.5344756060201223,0,1,4,Housekeep
7830,009070006,2007,19.0,1,1,9,1.0,0.774293059125964,0.0,0,2.0,0.2684630805875602,0.6370736848314242,0.36861060424386405,0,0.7283107905651878,1,-0.00037691612067364266,0.15620938557667277,0.15658630169734641,0,-0.0024070823347124883,-1,1,5,Other
7831,143100003,2007,16.0,1,1,9,0.0,0.4843802485723883,0.0,0,1.0,0.17180346333652513,0.43070944816224627,0.25890598482572114,0,0.6635747082176264,1,0.37475042032139444,0.508083881859856,0.13333346153846154,0,2.810625449885987,1,1,5,Other
7832,141240008,2007,19.0,1,1,11,0.0,0.5438489646772229,0.0,0,3.0,0.09310274343033942,0.2586716543910015,0.16556891096066206,0,0.562320201843086,0,0.4550072246235351,0.47167396821327867,0.01666674358974359,0,27.300307475992987,3,0,2,Education
7833,009033105,2014,16.0,0,1,10,0.0,0.8568102444703143,0.0,0,3.0,0.48982816810528423,0.7057007703023847,0.21587260219710042,0,2.2690613033795337,5,0.06983100070483855,0.43431945423256574,0.3644884535277272,0,0.19158631783524085,-1,0,2,Education
7834,257050007,2014,16.0,0,1,10,0.0,0.6594533029612756,1.0,1,2.0,0.3749791433511742,0.7753885709755536,0.40040942762437937,0,0.9364892969077114,2,-0.3996403648035626,0.7371687688695069,1.1368091336730695,0,-0.35154570188252343,-3,0,2,Education
7835,288060006,2014,15.0,0,1,9,0.0,0.5738916256157636,0.0,0,2.0,1.159758529782245,1.3946129095487372,0.23485437976649215,0,4.93820268940845,7,0.31064206688800244,0.40809746753770465,0.09745540064970223,0,3.18753055056012,2,0,2,Education
7836,010180005,2007,21.0,1,0,11,1.0,0.774293059125964,0.0,0,2.0,0.5843783228621426,0.9948891207298138,0.41051079786767125,0,1.4235394681396853,3,-0.021977678428132613,0.1822442723249154,0.20422195075304803,0,-0.10761663154764765,-2,1,4,Housekeep
7837,047030005,2007,23.0,0,1,9,0.0,0.6421538461538462,0.0,0,2.0,0.3309056995508568,0.4723742375982298,0.14146853804737294,0,2.3390762647172325,3,0.026760920424592195,0.07674859850507208,0.04998767808047989,0,0.535350339367779,-1,1,4,Housekeep
7838,065110003,2007,16.0,0,1,10,0.0,0.5840534171249018,1.0,1,2.0,0.12164307642863029,0.3633514723307743,0.24170839590214402,0,0.5032637611722749,1,0.11921297609869604,0.14557056703174823,0.02635759093305219,0,4.522908652823957,1,1,4,Housekeep
7839,115100004,2007,19.0,0,1,9,0.0,0.5513784461152882,0.0,1,2.0,0.39988980978309446,0.8008789399223988,0.4009891301393043,0,0.9972584784135472,2,0.9083855431790555,1.2954370327403972,0.3870514895613418,0,2.346937210365884,2,1,4,Housekeep
7840,150040003,2007,17.0,0,1,11,0.0,0.44010025062656644,1.0,0,1.0,0.46584630122042886,0.6385934170951877,0.17274711587475883,0,2.6966951017472622,5,0.08755217346863642,0.6755216388568498,0.5879694653882134,0,0.14890598682846418,-1,1,4,Housekeep
7841,271210003,2007,18.0,0,1,11,0.0,0.7270822420115244,0.0,0,3.0,-0.28574243322820153,0.022677194271024603,0.30841962749922613,0,-0.9264729211467532,-3,-0.13245503221180388,0.32904890745501286,0.46150393966681674,0,-0.28700737052738906,-3,1,4,Housekeep
7842,003240009,2007,18.0,1,1,10,1.0,0.553483060525314,0.0,0,1.0,-0.2960171006781884,0.5181905537879269,0.8142076544661153,0,-0.3635646251352059,-4,0.18159111208965478,0.6665818600990224,0.48499074800936764,0,0.37442180667361374,-1,1,5,Other
7843,030160003,2007,16.0,1,1,9,0.0,0.6153086419753087,0.0,0,1.0,0.4538414471029921,0.6740538527523612,0.22021240564936903,0,2.0609258854635852,4,-0.11969959373559731,0.007870982552800734,0.12757057628839805,0,-0.9383009563662482,-2,1,5,Other
7844,044030010,2007,19.0,1,1,10,1.0,0.5052669814747548,1.0,0,1.0,-0.6058995770917452,0.6617144226922791,1.2676139997840243,1,-0.477984289535283,-4,-0.641208992647739,0.057222825534079355,0.6984318181818183,0,-0.9180695609157044,-7,1,5,Other
7845,050080008,2007,24.0,1,1,10,1.0,0.6772228989037758,1.0,0,1.0,0.021453013730945547,0.495083074042578,0.47363006031163246,0,0.04529487363371783,-2,-0.8532040728214307,0.1303154114954222,0.9835194843168529,0,-0.8675009355956598,-7,1,5,Other
7846,281130006,2007,17.0,1,1,9,1.0,0.648424543946932,1.0,0,4.0,-0.7936873386937796,0.42318995654316705,1.2168772952369467,1,-0.6522328436896633,-7,-0.7649219478963738,0.46026807905780426,1.225190026954178,0,-0.6243292314400971,-5,1,5,Other
7847,289110004,2007,18.0,1,1,11,1.0,0.5705196182396607,0.0,0,2.0,0.001211106354055358,0.25951994101499054,0.2583088346609352,0,0.0046885982651158516,-2,0.20141034261234303,0.2504061044937737,0.04899576188143067,0,4.110770705020454,0,1,5,Other
7848,012140008,2007,24.0,1,1,10,1.0,0.6317733990147784,1.0,0,2.0,0.20634601234462357,0.5701781258989069,0.36383211355428335,0,0.5671462321696267,0,0.31280209857927077,0.9448990705701866,0.6320969719909159,0,0.4948640990859962,0,1,3,Unemployed
7849,024080008,2007,17.0,0,1,10,0.0,0.49971214738054115,1.0,1,3.0,0.04404080154237572,0.47770533354357764,0.4336645320012019,0,0.10155499998845573,-2,0.8654212075796734,1.3485956762976221,0.4831744687179487,0,1.7911153498569061,2,1,3,Unemployed
7850,034200007,2007,22.0,1,1,12,0.0,0.50103591160221,1.0,0,2.0,0.35627775319904986,1.0315055332136298,0.67522778001458,0,0.5276408402381739,0,0.796857870762101,1.0888102190738553,0.29195234831175426,0,2.7294107253119115,2,1,3,Unemployed
7851,113100003,2007,17.0,1,1,10,1.0,0.5380056304637724,1.0,0,1.0,0.1047502360352992,0.720258349182307,0.6155081131470078,0,0.17018498017796344,-1,-0.1754003390006652,0.6316812803692906,0.8070816193699558,0,-0.21732664304459146,-3,1,3,Unemployed
7852,114050005,2007,17.0,1,1,9,1.0,0.5380056304637724,1.0,0,2.0,-0.03594297682494396,0.32725609693165775,0.3631990737566017,0,-0.09896219297362853,-3,-0.23924432045087163,0.45068030855199226,0.6899246290028639,0,-0.34676877791222976,-4,1,3,Unemployed
7853,124060006,2007,18.0,1,1,11,0.0,0.4854707477721813,1.0,0,1.0,0.3441760603178667,0.6087957726597653,0.26461971234189857,0,1.3006440724762725,3,0.3656370989886788,0.3937008267716535,0.028063727782974748,0,13.028814340570166,3,1,3,Unemployed
7854,137051103,2007,17.0,1,1,9,0.0,0.5062402496099844,0.0,0,1.0,-0.13148989636172376,0.31653716443555185,0.4480270607972756,0,-0.29348650531897363,-4,0.24275446575452767,0.2889084913955533,0.04615402564102564,0,5.259659637116178,1,1,3,Unemployed
7855,157100008,2007,16.0,1,1,9,0.0,0.49259497746297487,1.0,0,2.0,0.028402766771368854,0.2057543961623494,0.17735162939098054,0,0.16014945489310128,0,-0.32588100943847537,0.007217913385826772,0.33309892282430215,0,-0.9783310215337022,-4,1,3,Unemployed
7856,243120002,2007,18.0,1,1,10,1.0,0.7286135693215339,1.0,1,2.0,0.10452489486492367,0.29725462033973266,0.192729725474809,0,0.542339250509573,0,-0.1475136578044775,0.07207449875507797,0.21958815655955546,0,-0.6717741981884605,-3,1,3,Unemployed
7857,262020003,2007,15.0,0,1,10,0.0,0.570801317233809,1.0,1,2.0,0.32642313958426766,0.653557583351116,0.32713444376684836,0,0.997825651819508,2,-0.3291687906579675,0.03793633029843197,0.36710512095639947,0,-0.8966608523476914,-4,1,3,Unemployed
7858,005060006,2007,17.0,1,1,10,1.0,0.5352512155591572,1.0,0,5.0,0.020467856995642852,0.44868239663410264,0.4282145396384598,0,0.04779813645030316,-2,-0.7947717751839299,0.0858493436597532,0.8806211188436831,0,-0.902512735814831,-7,0,1,Employed
7859,027300003,2007,21.0,1,1,9,1.0,0.5523710265763419,0.0,0,2.0,0.3046078695318891,0.5964634314295109,0.29185556189762174,0,1.0436938996514333,2,0.500433113150954,0.6273690105868514,0.12693589743589742,0,3.9424081229950927,2,0,1,Employed
7860,033070004,2007,19.0,1,1,10,1.0,0.50103591160221,0.0,0,3.0,0.37027531031441,0.7450478826925914,0.37477257237818135,0,0.9880000234936266,2,0.018840388681425457,0.4706874432638068,0.45184705458238134,0,0.04169638485048585,-2,0,1,Employed
7861,040260007,2007,20.0,1,1,11,1.0,0.5664516129032258,0.0,1,2.0,1.082186496845805,1.4775853763897089,0.39539887954390385,0,2.736948820123408,5,-0.28216611555261417,0.1062574183392365,0.3884235338918507,0,-0.7264392883855952,-5,0,1,Employed
