level_0	hhid07	pid07	panel	tk01	tk02	tk03	tk04	tk01a	tk01b	tk01c	tk01d	tk25a9x	age	marstat	sex	link	hhsize	nonfood	food	total	kabid	nmkab2014	pce	sc05	sc21x	ar02b_07	hhid00	pid00	dl06	dl05a	dl07a	dl30	dl42	index	dl2type	dl16j	dl10	dl16c2	dl16e	dl11d	dl11e	dl11f	sw01	sw03b	kk01	kk02a	kk02c	nonfood00	food00	total00	pce00	change
0	0012200	6	3	1				1	3	3	3	2	22	1	1	001220006	8	209629.86	409927.45	619557.31	1201	NIAS	504394.34	2	11	3	0012200	6	13	9	1	1	3	3	4	180	13			6			3	2	2	0	3	118847.96	325604.98	444452.94	426438.2	175104.37
1	0012200	6	3	1				1	3	3	3	2	22	1	1	001220006	8	209629.86	409927.45	619557.31	1201	NIAS	504394.34	2	11	3	0012200	6	13	9	1	1	3	3	4	180	13			6			3	2	2	0	3	124626.91	341437.45	466064.36	447173.65	153492.96
5	0012200	6	3	1				1	3	3	3	2	22	1	1	001220006	8	209629.86	409927.45	619557.31	1201	NIAS BARAT	504394.34	2	11	3	0012200	6	13	9	1	1	3	3	4	180	13			6			3	2	2	0	3	118847.96	325604.98	444452.94	426438.2	175104.37
6	0012200	6	3	1				1	3	3	3	2	22	1	1	001220006	8	209629.86	409927.45	619557.31	1201	NIAS BARAT	504394.34	2	11	3	0012200	6	13	9	1	1	3	3	4	180	13			6			3	2	2	0	3	124626.91	341437.45	466064.36	447173.65	153492.96
10	0012200	6	3	1				1	3	3	3	2	22	1	1	001220006	8	209629.86	409927.45	619557.31	1201	GUNUNGSITOLI	504394.34	2	11	3	0012200	6	13	9	1	1	3	3	4	180	13			6			3	2	2	0	3	118847.96	325604.98	444452.94	426438.2	175104.37
11	0012200	6	3	1				1	3	3	3	2	22	1	1	001220006	8	209629.86	409927.45	619557.31	1201	GUNUNGSITOLI	504394.34	2	11	3	0012200	6	13	9	1	1	3	3	4	180	13			6			3	2	2	0	3	124626.91	341437.45	466064.36	447173.65	153492.96
15	0012200	6	3	1				1	3	3	3	2	22	1	1	001220006	8	209629.86	409927.45	619557.31	1201	NIAS UTARA	504394.34	2	11	3	0012200	6	13	9	1	1	3	3	4	180	13			6			3	2	2	0	3	118847.96	325604.98	444452.94	426438.2	175104.37
16	0012200	6	3	1				1	3	3	3	2	22	1	1	001220006	8	209629.86	409927.45	619557.31	1201	NIAS UTARA	504394.34	2	11	3	0012200	6	13	9	1	1	3	3	4	180	13			6			3	2	2	0	3	124626.91	341437.45	466064.36	447173.65	153492.96
20	0012200	7	3	1				1	3	1	3		20	1	3	001220007	8	209629.86	409927.45	619557.31	1201	NIAS	504394.34	2	11	3	0012200	7	2	7	3	3		4	1	30	2					2003	3	2	2	0	2	118847.96	325604.98	444452.94	426438.2	175104.37
21	0012200	7	3	1				1	3	1	3		20	1	3	001220007	8	209629.86	409927.45	619557.31	1201	NIAS	504394.34	2	11	3	0012200	7	2	7	3	3		4	1	30	2					2003	3	2	2	0	2	124626.91	341437.45	466064.36	447173.65	153492.96
25	0012200	7	3	1				1	3	1	3		20	1	3	001220007	8	209629.86	409927.45	619557.31	1201	NIAS BARAT	504394.34	2	11	3	0012200	7	2	7	3	3		4	1	30	2					2003	3	2	2	0	2	118847.96	325604.98	444452.94	426438.2	175104.37
26	0012200	7	3	1				1	3	1	3		20	1	3	001220007	8	209629.86	409927.45	619557.31	1201	NIAS BARAT	504394.34	2	11	3	0012200	7	2	7	3	3		4	1	30	2					2003	3	2	2	0	2	124626.91	341437.45	466064.36	447173.65	153492.96
30	0012200	7	3	1				1	3	1	3		20	1	3	001220007	8	209629.86	409927.45	619557.31	1201	GUNUNGSITOLI	504394.34	2	11	3	0012200	7	2	7	3	3		4	1	30	2					2003	3	2	2	0	2	118847.96	325604.98	444452.94	426438.2	175104.37
31	0012200	7	3	1				1	3	1	3		20	1	3	001220007	8	209629.86	409927.45	619557.31	1201	GUNUNGSITOLI	504394.34	2	11	3	0012200	7	2	7	3	3		4	1	30	2					2003	3	2	2	0	2	124626.91	341437.45	466064.36	447173.65	153492.96
35	0012200	7	3	1				1	3	1	3		20	1	3	001220007	8	209629.86	409927.45	619557.31	1201	NIAS UTARA	504394.34	2	11	3	0012200	7	2	7	3	3		4	1	30	2					2003	3	2	2	0	2	118847.96	325604.98	444452.94	426438.2	175104.37
36	0012200	7	3	1				1	3	1	3		20	1	3	001220007	8	209629.86	409927.45	619557.31	1201	NIAS UTARA	504394.34	2	11	3	0012200	7	2	7	3	3		4	1	30	2					2003	3	2	2	0	2	124626.91	341437.45	466064.36	447173.65	153492.96
40	0012200	9	3	3	1			1	1	1	3		15	1	1	001220009	8	209629.86	409927.45	619557.31	1201	NIAS	504394.34	2	11	3	0012200	9	3	7	1	1	3	6	2	30	3			6			3	2	2	7	4	118847.96	325604.98	444452.94	426438.2	175104.37
41	0012200	9	3	3	1			1	1	1	3		15	1	1	001220009	8	209629.86	409927.45	619557.31	1201	NIAS	504394.34	2	11	3	0012200	9	3	7	1	1	3	6	2	30	3			6			3	2	2	7	4	124626.91	341437.45	466064.36	447173.65	153492.96
45	0012200	9	3	3	1			1	1	1	3		15	1	1	001220009	8	209629.86	409927.45	619557.31	1201	NIAS BARAT	504394.34	2	11	3	0012200	9	3	7	1	1	3	6	2	30	3			6			3	2	2	7	4	118847.96	325604.98	444452.94	426438.2	175104.37
46	0012200	9	3	3	1			1	1	1	3		15	1	1	001220009	8	209629.86	409927.45	619557.31	1201	NIAS BARAT	504394.34	2	11	3	0012200	9	3	7	1	1	3	6	2	30	3			6			3	2	2	7	4	124626.91	341437.45	466064.36	447173.65	153492.96
50	0012200	9	3	3	1			1	1	1	3		15	1	1	001220009	8	209629.86	409927.45	619557.31	1201	GUNUNGSITOLI	504394.34	2	11	3	0012200	9	3	7	1	1	3	6	2	30	3			6			3	2	2	7	4	118847.96	325604.98	444452.94	426438.2	175104.37
51	0012200	9	3	3	1			1	1	1	3		15	1	1	001220009	8	209629.86	409927.45	619557.31	1201	GUNUNGSITOLI	504394.34	2	11	3	0012200	9	3	7	1	1	3	6	2	30	3			6			3	2	2	7	4	124626.91	341437.45	466064.36	447173.65	153492.96
55	0012200	9	3	3	1			1	1	1	3		15	1	1	001220009	8	209629.86	409927.45	619557.31	1201	NIAS UTARA	504394.34	2	11	3	0012200	9	3	7	1	1	3	6	2	30	3			6			3	2	2	7	4	118847.96	325604.98	444452.94	426438.2	175104.37
56	0012200	9	3	3	1			1	1	1	3		15	1	1	001220009	8	209629.86	409927.45	619557.31	1201	NIAS UTARA	504394.34	2	11	3	0012200	9	3	7	1	1	3	6	2	30	3			6			3	2	2	7	4	124626.91	341437.45	466064.36	447173.65	153492.96
60	0020300	3	3										21	1	3		3	127424.43	141198.71	268623.14	1214	NIAS SELATAN	253812.11	2	96	3	0020300	3																				15170.439	124147.81	139318.25	139318.25	129304.9
61	0020300	3	3										21	1	3		3	127424.43	141198.71	268623.14	1214	NIAS SELATAN	253812.11	2	96	3	0020300	3																				15908.098	130184.46	146092.56	146092.56	122530.58
65	0020442	3	3	3	3	3	3	3	1	1	3		17	1	3	002040004	3	384417.36	398290.38	782707.74	1214	NIAS SELATAN	782707.8	1	96	13	0020400	4	5	7	1	1	3	16	3	15	5			6			3	2	2	0	3	6816.6613	26095.685	32912.347	32912.345	749795.39
66	0020442	3	3	3	3	3	3	3	1	1	3		17	1	3	002040004	3	384417.36	398290.38	782707.74	1214	NIAS SELATAN	782707.8	1	96	13	0020400	4	5	7	1	1	3	16	3	15	5			6			3	2	2	0	3	7148.1197	27364.581	34512.702	34512.7	748195.04
70	0021100	5	3	3	3	3	3	3	1	3	3		17	1	1	002110005	2	613389.21	1058990.3	1672379.5	1214	NIAS SELATAN	1362193.7	2	96	3	0021100	5	3	6	1	1	3	19	2	30	3			6			3	2	3	7	4	36358.314	57338.019	93696.337	93696.337	1578683.2
71	0021100	5	3	3	3	3	3	3	1	3	3		17	1	1	002110005	2	613389.21	1058990.3	1672379.5	1214	NIAS SELATAN	1362193.7	2	96	3	0021100	5	3	6	1	1	3	19	2	30	3			6			3	2	3	7	4	38126.228	60126.066	98252.298	98252.298	1574127.2
75	0021800	6	3	1				1	3	1	3		19	2	1	002180006	8	295387.94	317009.43	612397.37	1214	NIAS SELATAN	612397.37	2	96	3	0021800	6	2	8	3	3		23	1	5	2			3	E		4	1	2	0	3	7913.7389	32664.911	40578.651	40578.651	571818.72
76	0021800	6	3	1				1	3	1	3		19	2	1	002180006	8	295387.94	317009.43	612397.37	1214	NIAS SELATAN	612397.37	2	96	3	0021800	6	2	8	3	3		23	1	5	2			3	E		4	1	2	0	3	8298.5425	34253.234	42551.778	42551.778	569845.59
80	0021800	8	3	3	1			3	3	3	3		15	1	3	002180008	8	295387.94	317009.43	612397.37	1214	NIAS SELATAN	612397.37	2	96	3	0021800	8	3	7	1	1	3	25	2	60	3			6			3	1	3	2	3	7913.7389	32664.911	40578.651	40578.651	571818.72
81	0021800	8	3	3	1			3	3	3	3		15	1	3	002180008	8	295387.94	317009.43	612397.37	1214	NIAS SELATAN	612397.37	2	96	3	0021800	8	3	7	1	1	3	25	2	60	3			6			3	1	3	2	3	8298.5425	34253.234	42551.778	42551.778	569845.59
85	0021800	12	3										18	2	3		8	295387.94	317009.43	612397.37	1214	NIAS SELATAN	612397.37	2	96	5	0021800																					7913.7389	32664.911	40578.651	40578.651	571818.72
86	0021800	12	3										18	2	3		8	295387.94	317009.43	612397.37	1214	NIAS SELATAN	612397.37	2	96	5	0021800																					8298.5425	34253.234	42551.778	42551.778	569845.59
91	0021841	2	3	4	3	3	3	3	3	1	3		17	2	3	002180007	3	767494.69	1206607.1	1974101.8	1214	NIAS SELATAN	1974101.8	2	96	5	0021800	7	2	7	3	3		26	1	10	2						2	1	3	2	2	7913.7389	32664.911	40578.651	40578.651	1933523.1
92	0021841	2	3	4	3	3	3	3	3	1	3		17	2	3	002180007	3	767494.69	1206607.1	1974101.8	1214	NIAS SELATAN	1974101.8	2	96	5	0021800	7	2	7	3	3		26	1	10	2						2	1	3	2	2	8298.5425	34253.234	42551.778	42551.778	1931550
96	0021900	4	3	4	1			1	3	1	3		15	1	3	002190004	7	28419.087	93599.81	122018.9	1214	NIAS SELATAN	122018.9	2	96	3	0021900																2	1	2	0	2	60577.672	258782.22	319359.89	319359.89	-197340.99
97	0021900	4	3	4	1			1	3	1	3		15	1	3	002190004	7	28419.087	93599.81	122018.9	1214	NIAS SELATAN	122018.9	2	96	3	0021900																2	1	2	0	2	63523.247	271365.44	334888.68	334888.68	-212869.79
101	0022500	4	3	1				1	3	1	1	2	21	1	1	002250004	4	1610755	125153.4	1735908.4	1214	NIAS SELATAN	1524321.9	2	96	3	0022500	4	5	7	3	1	3	31	3	5	5	3				2007	4	1	2	0	4	157819.42	375487.89	533307.3	484517.31	1202601
102	0022500	4	3	1				1	3	1	1	2	21	1	1	002250004	4	1610755	125153.4	1735908.4	1214	NIAS SELATAN	1524321.9	2	96	3	0022500	4	5	7	3	1	3	31	3	5	5	3				2007	4	1	2	0	4	165493.35	393745.89	559239.24	508076.84	1176669.1
106	0022600	5	1										24	1	3		4	166518.56	174664.64	341183.2	1214	NIAS SELATAN	341183.19	2	96	3	0022600	5																				6492.323	11839.709	18332.031	18332.032	322851.17
107	0022600	5	1										24	1	3		4	166518.56	174664.64	341183.2	1214	NIAS SELATAN	341183.19	2	96	3	0022600	5																				6808.0106	12415.412	19223.422	19223.423	321959.77
111	0022600	8	3	95	3	3	3	3	3	3	3		16	1	1	002260008	4	166518.56	174664.64	341183.2	1214	NIAS SELATAN	341183.19	2	96	3	0022600	8	2	8	3	3		35	1	2	2	5				2005	2	1	3	7	3	6492.323	11839.709	18332.031	18332.032	322851.17
112	0022600	8	3	95	3	3	3	3	3	3	3		16	1	1	002260008	4	166518.56	174664.64	341183.2	1214	NIAS SELATAN	341183.19	2	96	3	0022600	8	2	8	3	3		35	1	2	2	5				2005	2	1	3	7	3	6808.0106	12415.412	19223.422	19223.423	321959.77
116	0020900	4	3										19	2	3		7	194586.56	423255.43	617841.99	1307	AGAM	505400.31	2	11	3	0020900	4																				52784.123	558305.8	611089.94	611089.98	6752.0517
117	0020900	10	3										23	2	1		7	194586.56	423255.43	617841.99	1307	AGAM	505400.31	2	11	5	0020900																					52784.123	558305.8	611089.94	611089.98	6752.0517
118	0300300	6	3	4	3	3	3	3	3	1	3		18	1	1	030030006	6	318274.75	225771.42	544046.18	1307	AGAM	454951.75	2	11	3	0300300	6	74	6	1	1	3	2000	3	45	74			6			3	2	2	0	2	80390.541	218096.8	298487.34	298487.36	245558.83
119	0301200	3	3	3	3	3	3	3	1	1	3		20	1	1	030120003	5	194203.95	190205.08	384409.03	1307	AGAM	342977.4	2	11	3	0301200	3	5	7	1	1	3	2020	3	20	5			6			1	2	2	0	2	41338.751	124626.75	165965.51	165965.51	218443.53
120	0301200	5	3	3	3	3	3	3	1	1	3		15	1	1	030120005	5	194203.95	190205.08	384409.03	1307	AGAM	342977.4	2	11	3	0301200	5	73	7	1	1	3	2022	2	30	73			6			3	2	2	0	2	41338.751	124626.75	165965.51	165965.51	218443.53
121	0301641	3	3	95	3	3	3	3	3	3	3		16	1	1	030160003	4	318485.18	568739.34	887224.52	1307	AGAM	674053.85	2	11	3	0301600	3	5	6	3	1	3	2028	3	15	5			3	K	2008	2	2	2	0	3	88389.611	135771.93	224161.55	220212.4	663062.97
122	0302000	3	3	3	3	3	3	3	1	3	3		15	1	1	030200003	5	128853.47	241138.67	369992.14	1307	AGAM	363170.71	2	11	3	0302000	3	2	6	1	1	3	2035	1	15	2			6			3	1	2	0	2	134729.63	197579.77	332309.4	332309.4	37682.745
123	0302100	6	3	3	3	3	3	3	1	3	3		19	1	1	030210006	6	346721.18	332546.24	679267.42	1307	AGAM	679267.47	2	11	3	0302100	6	74	5	1	1	1	2038	3	40	74			6			3	2	2	0	2	76868.678	207213.56	284082.23	284082.25	395185.19
124	0302100	7	3	3	3	3	3	3	1	1	3		16	1	3	030210007	6	346721.18	332546.24	679267.42	1307	AGAM	679267.47	2	11	3	0302100	7	73	7	1	1	3	2040	2	30	73			6			4	2	2	0	4	76868.678	207213.56	284082.23	284082.25	395185.19
125	0302800	6	1	1				1	3	1	3		24	1	3	030280006	4	116096.03	516441.48	632537.5	1307	AGAM	556561.27	2	11	3	0302800	6	2	7	3	3											1	1	2	3	2	299695.31	317931.84	617627.17	607472.31	14910.328
126	0302800	7	3	1				1	3	3	3		20	1	1	030280007	4	116096.03	516441.48	632537.5	1307	AGAM	556561.27	2	11	3	0302800	7	2	7	3	3		2047	1	20	2			3	K	1998	3	2	2	0	3	299695.31	317931.84	617627.17	607472.31	14910.328
127	0302900	2	1	1				1	3	1	3		23	2	3	030290002	5	336339.58	287297.21	623636.79	1307	AGAM	477675.05	2	11	3	0302900	2	3	7	3	3		2049	2	15	3			3	D	2001	3	2	2	0	3	110513.46	343096.84	453610.29	437743.28	170026.5
128	0310200	4	3	1				1	3	3	3		19	1	1	031020004	6	1010210.3	396213.22	1406423.6	1307	AGAM	987370.13	1	96	3	0310200	4	5	7	3	3		2052	3	20	5			3	K	2005	3	2	2	0	2	355060.53	1065063.6	1420124.1	1417101.9	-13700.521
129	0310200	8	3	3	3	3	3	3	1	1	3		17	1	3	031020008	6	1010210.3	396213.22	1406423.6	1307	AGAM	987370.13	1	96	13	0310200	8	5	7	1	1	3	2055	3	10	5			6			3	2	2	0	3	355060.53	1065063.6	1420124.1	1417101.9	-13700.521
130	0310300	5	3	2	3	3	3	3	3	3	1		20	1	3	031030005	5	238434.13	194184.27	432618.39	1307	AGAM	432618.39	1	96	9	0310300	5	5	6	3	3		2065	3	30	5	3	21.08			2005	3	2	2	0	3	124487.72	239824.02	364311.73	364311.73	68306.661
131	0310700	2	3	3	3	3	3	3	1	3	3		16	1	1	031070002	6	342384.89	258647.08	601031.96	1307	AGAM	601031.95	1	96	3	0310700	2	5	7	1	1	3	2070	3	20	5			6			3	3	2	3	2	509350.96	170517.06	679867.99	675636.74	-78836.023
132	0311300	3	3	3	1			1	1	1	3		18	1	1	031130003	5	390222.57	357785.65	748008.22	1307	AGAM	721771.86	1	11	3	0311300	3	6	6	1	1	1	2076	3	30	6			6			3	3	2	0	3	94325.366	273848.83	368174.19	367811.51	379834.03
133	0311300	4	3	3	1			1	1	3	3		15	1	1	031130004	5	390222.57	357785.65	748008.22	1307	AGAM	721771.86	1	11	3	0311300	4	3	6	1	1	3	2078	2	10	3			6			4	3	2	0	3	94325.366	273848.83	368174.19	367811.51	379834.03
134	0311900	8	3	3	3	3	3	3	1	3	3		15	1	3	031190008	8	330387.21	353223.8	683611.01	1307	AGAM	680058.13	1	96	10	0311900	8	3	7	1	1	3	2081	2	15	3			6			4	2	3	3	2	157513.19	222894.53	380407.7	380407.66	303203.31
135	0311900	15	3	3	3	3	3	3	1	3	3		17	1	3	031190015	8	330387.21	353223.8	683611.01	1307	AGAM	680058.13	1	96	10	0311900		6	6	1	1	3	2084	3	15	6			6			3	2	2	2	4	157513.19	222894.53	380407.7	380407.66	303203.31
136	0312200	4	3	3	3	3	3	3	1	1	3		20	1	3	031220004	5	807315.58	632917.93	1440233.5	1307	AGAM	1117525.9	1	96	3	0312200	4	61	6	1	1	1	2088	4	60	61			6			4	3	2	0	4	181401.79	226966.45	408368.24	398848.06	1031865.3
137	0312200	5	3	3	3	3	3	3	1	1	3		18	1	1	031220005	5	807315.58	632917.93	1440233.5	1307	AGAM	1117525.9	1	96	3	0312200	5	74	7	1	1	3	2091	3	30	74			6			4	3	1	0	2	181401.79	226966.45	408368.24	398848.06	1031865.3
138	0312700	3	3	2	1			1	3	1	1		19	1	1	031270003	6	146286.09	223071.26	369357.35	1307	AGAM	369357.33	1	96	3	0312700	3	5	6	3	3		2101	3	15	5	3	21.45			2006	3	3	2	0	3	125031.73	168395.41	293427.15	293427.13	75930.205
139	0312700	4	3	3	1			1	1	3	3		18	1	1	031270004	6	146286.09	223071.26	369357.35	1307	AGAM	369357.33	1	96	3	0312700	4	6	6	1	3		2104	3	15	6			6			4	2	2	0	2	125031.73	168395.41	293427.15	293427.13	75930.205
140	0312800	4	3	1				1	3	1	3		20	1	1	031280004	3	372811.81	292185.93	664997.74	1307	AGAM	542561.2	1	96	3	0312800	4	6	7	3	3		2107	3	30	6	3	25.4			2006	2	2	2	2	4	116738.59	266776.68	383515.29	381822.8	281482.46
141	0312800	5	3	1				1	3	1	3	1	18	1	1	031280005	3	372811.81	292185.93	664997.74	1307	AGAM	542561.2	1	96	3	0312800	5	6	6	3	1	3	2110	3	15	6	4	33.73			2004	3	2	3	1	4	116738.59	266776.68	383515.29	381822.8	281482.46
142	0312900	6	1	1				1	3	3	3		23	1	3	031290006	7	472848.46	222834.41	695682.87	1307	AGAM	695682.88	1	96	3	0312900	6	61	6	3	1	3	2113	4	15	61					2007	4	3	3	0	2	143657.44	137898.79	281556.23	281556.23	414126.63
143	0313000	5	3	1				1	3	1	3		19	1	3	031300005	8	859651.72	466417.42	1326069.1	1307	AGAM	962585.76	1	96	3	0313000	5	60	5	3	1	3	2119	4	30	60					2007	4	2	3	14	3	899279.48	649064.88	1548344.4	1276339.2	-222275.3
144	0313000	6	3	3	1			1	1	3	3		16	1	3	031300006	8	859651.72	466417.42	1326069.1	1307	AGAM	962585.76	1	96	3	0313000	6	5	6	1	1	3	2122	3	25	5			6			4	2	2	7	2	899279.48	649064.88	1548344.4	1276339.2	-222275.3
145	0320300	7	3	1				1	3	3	3		21	1	1	032030007	5	1013992.8	836765.93	1850758.7	1307	AGAM	1709956.7	2	96	3	0320300	7	6	6	3	3		2125	3	30	6	3				2005	3	3	2	2	2	368145.47	279702.97	647848.44	571686.98	1202910.3
146	0320700	6	1	95	1			3	3	3	3		22	1	1	032070006	4	90690.453	393477.53	484167.99	1307	AGAM	481325.68	2	96	3	0320700	6	6	7	3	3		2135	3	30	6	6	62.25			2004	4	2	3	0	2	151040.87	160066.01	311106.88	311106.88	173061.11
147	0320700	7	3	1				1	3	3	3		19	1	1	032070007	4	90690.453	393477.53	484167.99	1307	AGAM	481325.68	2	96	3	0320700	7	6	6	3	3		2138	3	30	6	3				2006	1	2	2	3	4	151040.87	160066.01	311106.88	311106.88	173061.11
148	0320831	3	3	3	3	3	3	3	1	3	3		15	1	3	032080007	6	1652327.7	1839426	3491753.8	1307	AGAM	2923298.9	2	96	3	0320831	3	73	6	1	1	3	2142	2	15	73			6			4	3	2	3	4	710099.88	837733.8	1547833.7	1547833.7	1943920.1
149	0321300	5	3	3	3	3	3	3	1	1	3		16	1	1	032130005	5	1483733.4	519567.97	2003301.4	1307	AGAM	1421728	2	96	4	0321300	5	3	7	1	1	3	2153	2	30	3			6			4	2	2	0	3	244761.24	357054.46	601815.7	591660.84	1401485.7
150	0321900	3	3	1				1	3	3	3		24	1	1	032190003	3	668772.86	540032.36	1208805.2	1307	AGAM	1173823.4	2	96	3	0321900	3	61	7	3	3		2183	4	30	61			3	K	2004	4	2	2	0	3	444641.92	217455.08	662096.98	645172.2	546708.24
151	0322011	8	3	3	1			1	1	3	3		17	1	1	032200008	5	196313.79	467270.09	663583.88	1307	AGAM	640845.67	2	96	3	0322011	8	3	7	1	1	3	2193	2	10	3			6			3	3	3	2	4	210609.97	221488.82	432098.8	432098.76	231485.07
152	0322531	3	3	2	1			1	3	1	1		22	1	3	032250003	4	547621.78	326719.58	874341.36	1307	AGAM	596399.63	2	96	3	0322531	3	60	6	3	1	1	2205	4	30	61					2008	3	3	2	0	2	224723.91	253025.3	477749.19	477749.19	396592.17
153	0322700	4	3	1				1	3	3	3	1	21	1	1	032270004	2	717674.58	462438.24	1180112.8	1307	AGAM	731995.28	2	96	3	0322700	4	74	7	3	3		2208	3	10	74	3	22.17			2005	3	2	3	4	4	224253.2	309405.94	533659.16	525725.68	646453.66
154	0322811	3	3	3	1			1	1	3	3		17	1	3	032281103	7	322278.13	229980.7	552258.83	1307	AGAM	540389.98	2	13	4	0322811	3	6	6	1	1	3	2221	3	30	6			6			3	2	2	3	4	106128.89	253942.05	360070.93	356544.97	192187.91
155	0441211	3	3	3	3	3	3	3	1	3	3		17	1	3	044120005	2	528225.99	386549.47	914775.46	1307	AGAM	914775.51	1	12	3	0441211	3	3	7	1	1	3	3282	2	10	3			6			3	2	2	0	3	167079.21	141639.17	308718.39	308718.39	606057.08
156	0030100	7	3	1				1	3	3	3		19	1	3	003010007	5	214971.86	188032.67	403004.53	1277	PADANGSIDIMPUAN	401988.9	2	11	3	0030100	7	3	7	3	3		39	2	15	3	3	20.27			2006	3	1	1	0	3	87961.413	113661.2	201622.62	201622.62	201381.9
160	0030100	8	3	3	3	3	3	3	1	3	3		16	1	3	003010008	5	214971.86	188032.67	403004.53	1277	PADANGSIDIMPUAN	401988.9	2	11	3	0030100	8	5	7	1	1	3	42	3	15	5			6			3	1	3	0	4	87961.413	113661.2	201622.62	201622.62	201381.9
164	0030200	3	1										22	2	1		10	152304.18	123998.14	276302.31	1277	PADANGSIDIMPUAN	231710.46	2	11	3	0030200	3																				32167.251	108016.2	140183.46	140183.46	136118.86
168	0030200	4	3										20	1	1		10	152304.18	123998.14	276302.31	1277	PADANGSIDIMPUAN	231710.46	2	11	3	0030200	4																				32167.251	108016.2	140183.46	140183.46	136118.86
172	0030200	6	3										15	1	1		10	152304.18	123998.14	276302.31	1277	PADANGSIDIMPUAN	231710.46	2	11	3	0030200	6																				32167.251	108016.2	140183.46	140183.46	136118.86
176	0030200	10	3										21	2	3		10	152304.18	123998.14	276302.31	1277	PADANGSIDIMPUAN	231710.46	2	11	5	0030200																					32167.251	108016.2	140183.46	140183.46	136118.86
180	0030241	2	3	1				1	1	1	3		17	1	3	003020005	5	125089.93	533511.06	658600.99	1277	PADANGSIDIMPUAN	628132.54	2	11	13	0030200	5	6	7	1	1	1	46	3	120	6			6			4	1	1	0	2	32167.251	108016.2	140183.46	140183.46	518417.53
184	0030400	3	3	3	1			1	1	1	3		18	1	3	003040003	7	206810.67	62006.927	268817.6	1277	PADANGSIDIMPUAN	264888.14	2	11	3	0030400	3	6	6	1	1	3	49	3	15	6			6			4	2	3	3	2	115311.7	218768.79	334080.5	334080.54	-65262.905
188	0030400	4	3	3	3	3	3	3	1	3	3		16	1	3	003040004	7	206810.67	62006.927	268817.6	1277	PADANGSIDIMPUAN	264888.14	2	11	3	0030400	4	5	6	1	1	3	52	3	15	5			6			3	1	1	0	3	115311.7	218768.79	334080.5	334080.54	-65262.905
192	0030500	6	1	1				1	3	3	3	1	23	1	1	003050006	7	257349.6	271132.95	528482.55	1277	PADANGSIDIMPUAN	523404.49	2	11	3	0030500	6	5	6	3	3		56	3	15	5	10	56.94			2002	4	2	2	0	2	74877.333	212389.87	287267.2	287267.18	241215.36
196	0030500	7	3	95	1			1	3	3	3		19	1	3	003050007	7	257349.6	271132.95	528482.55	1277	PADANGSIDIMPUAN	523404.49	2	11	3	0030500	7	5	6	3	1	3	59	3	15	5	3	24.13			2006	3	1	2	0	3	74877.333	212389.87	287267.2	287267.18	241215.36
200	0030500	8	3	3	3	3	3	3	1	3	3		17	1	3	003050008	7	257349.6	271132.95	528482.55	1277	PADANGSIDIMPUAN	523404.49	2	11	3	0030500	8	5	7	1	1	1	62	3	30	5			6			3	1	2	0	3	74877.333	212389.87	287267.2	287267.18	241215.36
204	0030800	4	1	1				1	3	3	3		23	1	3	003080004	8	215931.93	190893.32	406825.26	1277	PADANGSIDIMPUAN	361598.64	2	11	3	0030800	4	74	7	3	3		63	3	30	74	10	79.27			2003	3	2	2	0	3	163495.32	187299.95	350795.26	350209.82	56029.99
208	0030800	6	3	2	1			1	3	3	1		20	1	1	003080006	8	215931.93	190893.32	406825.26	1277	PADANGSIDIMPUAN	361598.64	2	11	3	0030800	6	73	7	3	3		65	2	15	73			3	K	2002	3	2	2	3	2	163495.32	187299.95	350795.26	350209.82	56029.99
212	0030800	7	3	3	1			1	1	3	3		17	1	3	003080007	8	215931.93	190893.32	406825.26	1277	PADANGSIDIMPUAN	361598.64	2	11	3	0030800	7	5	7	1	1	3	68	3	25	5			6			3	2	2	7	4	163495.32	187299.95	350795.26	350209.82	56029.99
216	0030900	14	3	1				1	3	3	1		17	1	3	003090014	7	885395.68	333454.24	1218849.9	1277	PADANGSIDIMPUAN	537662.42	2	11	10	0030900		2	7	3	3		69	1	15	2	5				2004	3	3	2	0	3	2180119.9	1338732.9	3518852.8	3487626.8	-2300002.8
220	0030900	15	3										23	1	1		7	885395.68	333454.24	1218849.9	1277	PADANGSIDIMPUAN	537662.42	2	11	13	0030900																					2180119.9	1338732.9	3518852.8	3487626.8	-2300002.8
224	0030900	16	3										24	1	1		7	885395.68	333454.24	1218849.9	1277	PADANGSIDIMPUAN	537662.42	2	11	13	0030900																					2180119.9	1338732.9	3518852.8	3487626.8	-2300002.8
228	0030900	17	3										20	1	1		7	885395.68	333454.24	1218849.9	1277	PADANGSIDIMPUAN	537662.42	2	11	13	0030900																					2180119.9	1338732.9	3518852.8	3487626.8	-2300002.8
232	0030900	18	3										19	1	1		7	885395.68	333454.24	1218849.9	1277	PADANGSIDIMPUAN	537662.42	2	11	13	0030900																					2180119.9	1338732.9	3518852.8	3487626.8	-2300002.8
236	0031100	3	3										19	1	3		5	229914.09	204756.47	434670.56	1277	PADANGSIDIMPUAN	434670.56	2	11	3	0031100	3																				47853.237	100045.53	147898.77	147898.79	286771.79
