level_0	hhid07	pid07	panel	tk01	tk02	tk03	tk04	tk01a	tk01b	tk01c	tk01d	tk25a9x	age	marstat	sex	link	hhsize	nonfood	food	total	kabid	nmkab2014	pce	sc05	sc21x	ar02b_07	hhid00	pid00	dl06	dl05a	dl07a	dl30	dl42	index	dl2type	dl16j	dl10	dl16c2	dl16e	dl11d	dl11e	dl11f	sw01	sw03b	kk01	kk02a	kk02c	nonfood00	food00	total00	pce00	change
6424	2921300	4	3	1				1	3	3	3		17	1	1	292130004	6	46922.938	59044.697	105967.64	5206	BIMA	105967.63	2	11	3	2921300	4	3	7	3	3		18005	2	5	3			3	K	2003	1	2	1	0	2	34573.97	92053.384	126627.35	126627.35	-20659.717
6426	2921300	5	3	3	3	3	3	3	1	3	3		15	1	3	292130005	6	46922.938	59044.697	105967.64	5206	BIMA	105967.63	2	11	3	2921300	5	3	6	1	1	3	18007	2	15	3			6			2	1	2	0	2	34573.97	92053.384	126627.35	126627.35	-20659.717
6428	2921400	5	1	1				1	3	1	3		23	1	3	292140005	3	35079.408	133925.89	169005.3	5206	BIMA	169005.3	2	11	3	2921400	5	2	7	3	3											2	2	1	0	3	30826.391	145302.55	176128.95	176128.95	-7123.6492
6430	2921500	8	3	1				1	3	3	3		18	1	1	292150008	5	62353.365	193557.12	255910.48	5206	BIMA	218236.79	2	11	3	2921500	8	3	6	3	3		18012	2	10	3			3	K	2002	3	3	1	0	3	66271.637	138004.24	204275.88	203969.66	51634.603
6432	2921541	3	3	3	3	3	3	3	1	3	3		15	1	3	292150009	4	68184.895	607065.51	675250.4	5206	BIMA	638591.85	2	11	9	2921500	9	3	8	1	1	3	18014	2	5	3			6			2	3	1	0	3	66271.637	138004.24	204275.88	203969.66	470974.52
6434	2921700	5	3	3	3	3	3	3	1	3	3		15	1	1	292170005	5	60458.401	85634.362	146092.76	5206	BIMA	146092.77	2	11	10	2921700	5	3	7	1	1	3	18024	2	5	3			6			2	1	1	0	1	92479.177	157820.24	250299.41	247373.3	-104206.65
6436	2922000	3	1	1				1	3	3	3		23	1	1	292200003	7	106221.16	200344.19	306565.35	5206	BIMA	306565.36	2	11	3	2922000	3	5	7	3	3		18029	3	10	5	7	46.98			2003	2	2	2	0	2	117560.26	483014.87	600575.12	575785.73	-294009.78
6438	2922000	4	3	1				1	3	3	3		19	1	1	292200004	7	106221.16	200344.19	306565.35	5206	BIMA	306565.36	2	11	3	2922000	4	4	6	3	3		18031	2	15	3	3	18.98			2004	2	2	2	0	2	117560.26	483014.87	600575.12	575785.73	-294009.78
6440	2922000	5	3	3	3	3	3	3	1	3	3		17	1	1	292200005	7	106221.16	200344.19	306565.35	5206	BIMA	306565.36	2	11	3	2922000	5	6	8	1	1	3	18034	3	10	6			6			2	2	2	0	3	117560.26	483014.87	600575.12	575785.73	-294009.78
6442	2922000	6	3	3	3	3	3	3	1	3	3		15	1	1	292200006	7	106221.16	200344.19	306565.35	5206	BIMA	306565.36	2	11	3	2922000	6	3	7	1	1	3	18036	2	10	3			6			2	2	2	0	2	117560.26	483014.87	600575.12	575785.73	-294009.78
6444	2922200	5	3	1				1	3	3	3		18	1	3	292220005	4	82961.11	368051.8	451012.91	5206	BIMA	451012.88	2	11	3	2922200	5	2	6	3	3		18041	1	2	2	98				2003	3	3	1	0	3	42769.069	123673.02	166442.1	166442.1	284570.81
6446	2922300	3	3	3	3	3	3	3	1	3	3		16	1	3	292230003	6	63917.463	135392.23	199309.69	5206	BIMA	199309.69	2	11	3	2922300	3	5	7	1	1	3	18048	3	25	5			6			2	2	1	0	1	61452.719	187898.09	249350.81	240858.23	-50041.114
6448	2922400	7	3	1				1	3	3	3		18	1	3	292240007	5	70835.589	157895.69	228731.28	5206	BIMA	228731.28	2	11	3	2922400	7	2	7	3	3		18049	1	5	2					2002	3	3	2	0	2	76079.262	120311.39	196390.65	196390.65	32340.623
6450	2922400	8	3	3	3	3	3	3	1	3	3		15	1	3	292240008	5	70835.589	157895.69	228731.28	5206	BIMA	228731.28	2	11	3	2922400	8	6	7	1	1	3	18052	3	10	6			6			3	2	2	0	2	76079.262	120311.39	196390.65	196390.65	32340.623
6452	2922600	3	1	1				1	3	3	3		22	1	3	292260003	6	125142.87	248789.33	373932.2	5206	BIMA	366111.73	2	11	3	2922600	3	3	7	3	3		18062	2	7	3	3	18.98			2001	3	3	2	0	3	101492.33	248142.24	349634.56	333200.64	24297.641
6454	2922600	4	3	1				1	3	3	3		19	1	3	292260004	6	125142.87	248789.33	373932.2	5206	BIMA	366111.73	2	11	3	2922600	4	3	7	3	3		18064	2	7	3	3	19.98			2004	2	3	2	0	2	101492.33	248142.24	349634.56	333200.64	24297.641
6456	2922600	5	3	3	3	3	3	3	1	3	3		16	1	1	292260005	6	125142.87	248789.33	373932.2	5206	BIMA	366111.73	2	11	3	2922600	5	6	7	1	1	3	18067	3	10	6			6			3	3	2	0	2	101492.33	248142.24	349634.56	333200.64	24297.641
6458	2922900	5	1	1				1	3	1	3		22	1	1	292290005	5	137430.07	381835.41	519265.48	5206	BIMA	513400.11	2	11	3	2922900	5	3	7	3	3		18068	2	7	3	3	22.2			2001	3	2	2	0	3	121902.04	153264.34	275166.39	269858.53	244099.08
6460	2922900	6	3	3	1			1	1	3	3		15	1	1	292290006	5	137430.07	381835.41	519265.48	5206	BIMA	513400.11	2	11	3	2922900	6	3	7	1	1	3	18070	2	5	3			6			3	2	2	0	3	121902.04	153264.34	275166.39	269858.53	244099.08
6462	2924100	4	3	3	3	3	3	3	1	3	3		18	1	1	292410004	3	165865.82	270002.4	435868.23	5206	BIMA	432108.36	2	11	10	2924100	4	5	6	1	1	3	18077	3	15	5			6			2	2	2	1	2	39740.869	115888.19	155629.06	152090.48	280239.17
6464	2924200	7	3	1				1	3	3	3		17	1	1	292420007	5	104335.86	138891.9	243227.76	5206	BIMA	216156.84	2	11	3	2924200	7	17	13	3	3		18078	1	10	17			3	K	2006	2	2	2	0	3	26743.425	82271.759	109015.19	109015.19	134212.57
6466	2924244	3	3	3	3	3	3	3	1	3	3		19	1	3	292420006	3	104839.68	281928.65	386768.33	5206	BIMA	386768.37	2	12	17	2924200	6	5	7	1	1	3	18092	3	10	5			6			3	2	2	0	2	26743.425	82271.759	109015.19	109015.19	277753.15
6468	2924300	6	3	4	3	3	3	3	3	1	3		20	2	3	292430006	4	43821.06	269073.73	312894.79	5206	BIMA	310074.91	2	11	10	2924300	6	5	7	3	3		18095	3	15	5	8	46.998			2006	2	2	2	0	2	45035.11	115817.41	160852.52	160852.52	152042.27
6470	2924300	8	3	1				1	3	3	3		21	2	1	292430008	4	43821.06	269073.73	312894.79	5206	BIMA	310074.91	2	11	16	2924300		74	7	3	3		18098	3	15	74	7	41.998			2005	3	2	2	0	2	45035.11	115817.41	160852.52	160852.52	152042.27
6472	2910500	6	3	3	3	3	3	3	1	3	3		20	1	3	291050006	6	419975.33	135881.01	555856.34	5272	BIMA	415613.88	1	11	3	2910500	6	61	7	1	1	3	17850	4	30	61			6			2	3	2	0	2	153390.22	264950.47	418340.7	394931.67	137515.64
6474	2910800	3	3	3	3	3	3	3	1	3	3		17	1	1	291080003	5	150677.9	194143.65	344821.56	5272	BIMA	336700.29	1	11	3	2910800	3	74	6	1	1	3	17854	3	5	74			6			3	2	3	2	3	146227.34	341401.31	487628.65	449657.03	-142807.1
6476	2910900	5	3	3	3	3	3	3	1	3	3		20	1	3	291090005	4	259993.69	204554.69	464548.37	5272	BIMA	430709.72	1	11	13	2910900	5	61	6	1	1	3	17862	4	10	61			6			3	2	2	1	4	599848.96	381528.7	981377.69	684545.95	-516829.32
6478	2911000	6	1	3	3	3	3	3	1	3	3		23	1	3	291100006	8	212511	102277.34	314788.34	5272	BIMA	263677.88	1	11	3	2911000	6	61	7	1	1	3	17865	4	15	61			6			3	3	2	0	3	110339.23	222399.16	332738.39	307657.3	-17950.055
6480	2911100	8	1	1				1	3	3	3		23	1	1	291110008	4	121452.58	308371.69	429824.27	5272	BIMA	429824.29	1	11	8	2911100	8	2	7	3	3											2	2	2	0	2	142874.64	297164.07	440038.74	438522.17	-10214.469
6482	2911100	10	3	3	3	3	3	3	1	3	3		16	1	1	291110010	4	121452.58	308371.69	429824.27	5272	BIMA	429824.29	1	11	3	2911100	10	5	6	1	1	3	17869	3	5	5			6			2	2	2	7	4	142874.64	297164.07	440038.74	438522.17	-10214.469
6484	2911200	8	3	3	3	3	3	3	1	3	3		17	1	3	291120008	5	188503.88	242943.51	431447.39	5272	BIMA	425582.02	1	11	3	2911200	8	6	6	1	1	3	17876	3	10	6			6			4	3	2	0	3	79005.39	154458.59	233463.99	225808.43	197983.4
6486	2911300	7	3	1				1	3	1	3		22	1	3	291130007	2	313402.36	304119.29	617521.66	5272	BIMA	617521.66	1	11	3	2911300	7	5	6	3	3		17880	3	30	6	5	32.67			2003	3	2	2	1	3	120651.64	429936.31	550587.95	550587.95	66933.71
6488	2911800	4	3	3	3	3	3	3	1	1	3		16	1	3	291180004	4	91110.586	113641.49	204752.08	5272	BIMA	204752.09	1	11	8	2911800	4	5	6	1	1	1	17890	3	30	5			6			1	1	2	0	2	53980.892	126326.97	180307.87	129434.1	24444.21
6490	2911900	3	3	1				1	3	3	3		20	1	3	291190003	5	188797.15	204114.78	392911.93	5272	BIMA	336063	1	11	3	2911900	3	5	6	3	3		17893	3	10	5	98				2005	2	2	2	0	2	133084.27	118789.82	251874.08	227355.88	141037.85
6492	2911900	4	3	3	3	3	3	3	1	3	3		16	1	3	291190004	5	188797.15	204114.78	392911.93	5272	BIMA	336063	1	11	3	2911900	4	5	5	1	1	3	17896	3	10	5			6			3	2	1	0	1	133084.27	118789.82	251874.08	227355.88	141037.85
6494	2912000	4	3	3	3	3	3	3	1	3	3		15	1	1	291200004	5	667332.18	454507.31	1121839.5	5272	BIMA	819547.49	1	11	3	2912000	4	73	7	1	1	3	17899	2	10	73			6			3	2	1	0	1	99352.177	243365.21	342717.38	293041.25	779122.11
6496	2914100	4	1	1				1	3	1	3		23	1	3	291410004	6	180892.06	246834.21	427726.27	5272	BIMA	405167.16	1	11	3	2914100	4	6	5	3	3		17904	3	10	6	4	16.37			2001	2	3	2	3	3	148796.88	259907.98	408704.87	373251.13	19021.4
6498	2914100	5	3	1				1	3	1	3		20	1	3	291410005	6	180892.06	246834.21	427726.27	5272	BIMA	405167.16	1	11	3	2914100	5	6	6	3	3		17907	3	30	6	98				2005	2	2	2	3	3	148796.88	259907.98	408704.87	373251.13	19021.4
6500	2914100	6	3	3	3	3	3	3	1	3	3		15	1	3	291410006	6	180892.06	246834.21	427726.27	5272	BIMA	405167.16	1	11	3	2914100	6	6	6	1	1	3	17910	3	15	6			6			2	2	1	0	1	148796.88	259907.98	408704.87	373251.13	19021.4
6502	2914300	8	1	1				1	3	3	3	1	24	1	1	291430008	7	196989.33	203276.87	400266.2	5272	BIMA	361593.42	1	11	3	2914300	8	5	6	3	3		17916	3	37	5	98				2001	2	2	3	2	3	255529.88	239716.02	495245.9	394447.69	-94979.7
6504	2914300	9	1	95	3	3	3	3	3	3	3		24	1	1	291430009	7	196989.33	203276.87	400266.2	5272	BIMA	361593.42	1	11	3	2914300	9	61	7	3	1	3	17917	4	15	61					2007	3	2	1	0	1	255529.88	239716.02	495245.9	394447.69	-94979.7
6506	2914300	10	3	1				1	3	3	3		22	1	3	291430010	7	196989.33	203276.87	400266.2	5272	BIMA	361593.42	1	11	3	2914300	10	60	6	3	1	3	17921	4	15	60					2006	3	2	1	0	1	255529.88	239716.02	495245.9	394447.69	-94979.7
6508	2930300	4	3	4	3	3	3	3	3	1	3		20	1	3	293030004	2	393184.72	712285.57	1105470.3	6301	TANAH LAUT	1042631.3	2	96	3	2930300	4	5	6	3	3		18105	3	30	5	3	19.32			2006	2	2	2	0	2	108939.81	105546.03	214485.84	204684.32	890984.45
6509	2930700	5	1	95	3	3	3	3	3	3	3		23	1	1	293070005	3	126633.45	270200.35	396833.8	6301	TANAH LAUT	343181.8	2	12	3	2930700	5	5	6	3	3		18108	3	15	5	10	69.18			2003	3	2	2	0	2	82434.864	157257.2	239692.06	212982.92	157141.74
6510	2930900	3	3	1				1	3	3	3		21	1	1	293090003	3	445862.92	523011.56	968874.48	6301	TANAH LAUT	822470.65	2	96	3	2930900	3	74	6	3	3		18120	3	35	74	3	18.83			2005	3	2	2	0	3	88744.592	162141.65	250886.23	245985.47	717988.25
6511	2931000	5	3	1				1	3	3	3		17	1	1	293100005	4	718696.26	354279.67	1072975.9	6301	TANAH LAUT	1072975.9	2	96	3	2931000	5	5	6	3	1	3	18125	3	25	5			3	E	2006	3	2	2	0	3	60483.538	257600.25	318083.8	318083.8	754892.12
6512	2931000	6	3	3	1			1	1	3	3		15	1	3	293100006	4	718696.26	354279.67	1072975.9	6301	TANAH LAUT	1072975.9	2	96	3	2931000	6	5	6	1	1	3	18128	3	20	5			6			4	2	2	0	3	60483.538	257600.25	318083.8	318083.8	754892.12
6513	2931100	8	3	4	3	3	3	3	3	1	3		16	2	3	293110008	8	91295.695	179074.61	270370.31	6301	TANAH LAUT	250250.82	2	1	3	2931100	8	73	6	3	3		18133	2	30	73			1		2005	3	2	2	7	3	52543.628	215640.24	268183.87	266550.27	2186.4428
6514	2931100	13	3	1				1	3	3	3		24	2	1	293110013	8	91295.695	179074.61	270370.31	6301	TANAH LAUT	250250.82	2	1	5	2931100		5	5	3	3		18136	3	60	5			3	C	1999	3	2	2	2	3	52543.628	215640.24	268183.87	266550.27	2186.4428
6515	2931200	3	1	1				1	3	3	3		23	1	1	293120003	4	629974.76	877816.73	1507791.5	6301	TANAH LAUT	1320928.2	2	12	3	2931200	3	3	8	3	3		18144	2	60	3	9	54.74			2002	4	2	2	0	3	100812.71	116376.71	217189.41	207142.86	1290602.1
6516	2931200	4	3	1				1	3	3	3		18	1	1	293120004	4	629974.76	877816.73	1507791.5	6301	TANAH LAUT	1320928.2	2	12	3	2931200	4	12	7	3	1	3	18146	2	30	12	3				2007	2	1	2	0	3	100812.71	116376.71	217189.41	207142.86	1290602.1
6517	2931300	3	1	95	3	1		3	3	3	3		23	1	1	293130003	3	149178.32	380267.82	529446.14	6301	TANAH LAUT	529446.15	2	14	3	2931300	3	3	5	3	3											1	1	2	0	2	26377.491	113032.43	139409.92	139409.92	390036.22
6520	2931700	3	1	1				1	3	3	3		24	1	1	293170003	4	318935.48	827655.79	1146591.3	6301	TANAH LAUT	997762.02	2	96	3	2931731	1	6	7	3	3		18149	3	10	6			3	K	2001	2	2	2	0	2	30629.748	134056.19	164685.93	164685.93	981905.34
6521	2931700	4	3	1				1	3	3	3		22	1	1	293170004	4	318935.48	827655.79	1146591.3	6301	TANAH LAUT	997762.02	2	96	3	2931700	4	3	5	3	3		18151	2	30	3	6				2002	3	3	2	0	3	206607.85	190731.44	397339.27	312112.02	749252
6522	2931800	4	3	1				1	3	3	3		20	2	3	293180004	5	618159.37	400542.4	1018701.8	6301	TANAH LAUT	880852.87	2	96	3	2931800	4	6	6	3	3		18157	3	40	6	3	22.6			2006	3	3	2	0	3	237380.54	415441.45	652822	616832.08	365879.78
6525	2932141	4	3	1				1	3	3	3	2	22	2	1	293210003	4	940633.68	568968.55	1509602.2	6301	TANAH LAUT	1321801.8	2	96	5	2932131	5	2	7	3	3		18166	1	30	2			3	C	1997	4	2	2	0	3	35598.575	219002.7	254601.28	254601.28	1255001
6526	2932900	5	3	3	3	3	3	3	1	3	3		16	1	1	293290005	5	92097.72	282850.47	374948.19	6301	TANAH LAUT	361498.46	2	96	9	2932900	5	5	5	1	1	3	18181	3	15	5			6			3	2	2	0	2	117863.27	364739.03	482602.3	420525.99	-107654.12
6527	2933000	6	3	3	3	3	3	3	1	3	3		16	1	1	293300006	6	383685.38	254578.8	638264.18	6301	TANAH LAUT	628470.86	2	1	3	2933000	6	74	7	1	1	3	18187	3	15	74			6			3	2	2	0	3	135383.47	478295.99	613679.48	606600.63	24584.706
6528	2934200	5	3	1				1	3	3	3		19	1	1	293420005	6	58980.465	188891.83	247872.29	6301	TANAH LAUT	247872.3	2	96	3	2934200	5	3	4	3	3		18194	2	30	3	3				2002	4	2	2	0	4	128389.7	350404.27	478793.95	459803.59	-230921.66
6529	2934200	8	3	1				1	3	3	3		18	1	1	293420008	6	58980.465	188891.83	247872.29	6301	TANAH LAUT	247872.3	2	96	3	2934200		2	7	3	3		18195	1	30	2			3	K	2002	4	2	3	3	2	128389.7	350404.27	478793.95	459803.59	-230921.66
6530	2931131	3	1	1				1	3	1	3		24	1	3	293113103	4	172583.15	107949.83	280532.97	6271	PALANGKA RAYA	280532.97	1	11	3	2931131	3	6	6	3	3		18143	3	30	6	6	32.39			2001	3	2	2	0	3	146671.87	150286.57	296958.44	296958.46	-16425.462
6531	2931131	7	3	1				1	3	1	3		21	1	3	293110004	4	172583.15	107949.83	280532.97	6271	PALANGKA RAYA	280532.97	1	11	3	2931100	4	6	6	3	3		18142	3	30	6	4	26.67			2006	2	2	2	0	2	52543.628	215640.24	268183.87	266550.27	12349.108
6532	2934100	3	3	3	3	3	3	3	1	1	3		15	1	3	293410003	4	546826.08	512716.63	1059542.7	6305	TAPIN	1023162.3	2	96	3	2934100	3	3	6	1	1	1	18192	2	15	3			6			3	2	2	3	3	225210.33	261918.36	487128.69	487128.65	572414.02
6533	2991100	5	1	4	1			1	3	1	3		22	2	3	299110005	7	125703.2	221977.58	347680.78	6305	TAPIN	309882.9	2	1	3	2991100	5	2	6	3	3											3	2	2	0	3	153361.11	309948.54	463309.66	458408.9	-115628.88
6535	2940200	5	3	1				1	3	3	3		17	1	1	294020005	6	113157.08	280885.57	394042.65	6302	KOTA BARU	379613.62	1	96	3	2940200	5	72	12	3	3		18197	1	10	72			3	V	2004	3	2	2	3	3	33714.359	118824.38	152538.74	152538.75	241503.91
6536	2940200	5	3	1				1	3	3	3		17	1	1	294020005	6	113157.08	280885.57	394042.65	6302	KOTA BARU	379613.62	1	96	3	2940200	5	72	12	3	3		18197	1	10	72			3	V	2004	3	2	2	3	3	32161.235	113350.48	145511.72	145511.73	248530.93
6537	2940200	6	3	1				1	3	1	3		15	1	3	294020006	6	113157.08	280885.57	394042.65	6302	KOTA BARU	379613.62	1	96	3	2940200	6	2	8	3	3		18198	1	30	72			3	C	2004	2	2	2	2	2	33714.359	118824.38	152538.74	152538.75	241503.91
6538	2940200	6	3	1				1	3	1	3		15	1	3	294020006	6	113157.08	280885.57	394042.65	6302	KOTA BARU	379613.62	1	96	3	2940200	6	2	8	3	3		18198	1	30	72			3	C	2004	2	2	2	2	2	32161.235	113350.48	145511.72	145511.73	248530.93
6539	2940300	3	3	4	1			3	3	1	3		15	1	3	294030003	3	267122.48	231057.24	498179.72	6302	KOTA BARU	498179.73	1	96	3	2940300	3	2	6	3	3		18202	1	30	2	7	37.71			2005	3	2	2	0	4	137040.84	538299.55	675340.35	666777.99	-177160.63
6540	2940300	3	3	4	1			3	3	1	3		15	1	3	294030003	3	267122.48	231057.24	498179.72	6302	KOTA BARU	498179.73	1	96	3	2940300	3	2	6	3	3		18202	1	30	2	7	37.71			2005	3	2	2	0	4	130727.76	513501.63	644229.36	636061.44	-146049.64
6541	2940600	9	3	1				1	3	3	3		19	1	1	294060009	5	53720.475	220822.23	274542.71	6302	KOTA BARU	270502.57	1	96	3	2940600	9	2	7	3	3		18205	1	6	2	5				2001	3	3	2	0	3	461016.21	281060.02	742076.24	732051.12	-467533.53
6542	2940600	9	3	1				1	3	3	3		19	1	1	294060009	5	53720.475	220822.23	274542.71	6302	KOTA BARU	270502.57	1	96	3	2940600	9	2	7	3	3		18205	1	6	2	5				2001	3	3	2	0	3	439778.51	268112.38	707890.91	698327.62	-433348.2
6543	2940600	10	3	1				1	3	3	3		16	1	1	294060010	5	53720.475	220822.23	274542.71	6302	KOTA BARU	270502.57	1	96	3	2940600	10	72	7	3	3		18206	1	5	72	5	22.29			2004	2	1	2	3	3	461016.21	281060.02	742076.24	732051.12	-467533.53
6544	2940600	10	3	1				1	3	3	3		16	1	1	294060010	5	53720.475	220822.23	274542.71	6302	KOTA BARU	270502.57	1	96	3	2940600	10	72	7	3	3		18206	1	5	72	5	22.29			2004	2	1	2	3	3	439778.51	268112.38	707890.91	698327.62	-433348.2
6545	2940631	4	3	1				1	3	3	3		23	4	3	294060004	7	33710.074	139096.07	172806.15	6302	KOTA BARU	168683.57	1	1	3	2940631	4	2	7	3	3		18208	1	15	2			3	C	1992	2	3	3	0	3	5137.4261	0	5137.4261		167668.72
6546	2940631	4	3	1				1	3	3	3		23	4	3	294060004	7	33710.074	139096.07	172806.15	6302	KOTA BARU	168683.57	1	1	3	2940631	4	2	7	3	3		18208	1	15	2			3	C	1992	2	3	3	0	3	4900.7596	0	4900.7596		167905.39
6547	2940900	4	3	4	1			1	3	1	3		21	2	3	294090004	6	289801.99	254432.31	544234.3	6302	KOTA BARU	524995.55	1	96	3	2940900	4	72	6	3	3		18209	1	5	72			3	M	1999	3	2	2	3	4	173468.4	426877.29	600345.69	584719.37	-56111.395
6548	2940900	4	3	4	1			1	3	1	3		21	2	3	294090004	6	289801.99	254432.31	544234.3	6302	KOTA BARU	524995.55	1	96	3	2940900	4	72	6	3	3		18209	1	5	72			3	M	1999	3	2	2	3	4	165477.21	407212.27	572689.48	557783.02	-28455.185
6549	2941000	5	3	1				1	3	3	3		20	1	1	294100005	5	321989.88	427099.98	749089.86	6302	KOTA BARU	596807.82	1	96	3	2941000	5	3	7	3	3		18214	2	30	3			3	K	2003	5	2	2	7	2	612913.24	311272.96	924186.2	694836.89	-175096.34
6550	2941000	5	3	1				1	3	3	3		20	1	1	294100005	5	321989.88	427099.98	749089.86	6302	KOTA BARU	596807.82	1	96	3	2941000	5	3	7	3	3		18214	2	30	3			3	K	2003	5	2	2	7	2	584678.08	296933.5	881611.58	662827.74	-132521.73
6551	2941100	3	3	3	3	3	3	3	1	1	3		17	1	3	294110003	6	588483.4	521177.41	1109660.8	6302	KOTA BARU	1104851.1	1	96	3	2941100	3	5	7	1	1	3	18217	3	60	5			6			3	2	3	4	4	62539.599	289408.33	351947.93	351947.93	757712.87
6552	2941100	3	3	3	3	3	3	3	1	1	3		17	1	3	294110003	6	588483.4	521177.41	1109660.8	6302	KOTA BARU	1104851.1	1	96	3	2941100	3	5	7	1	1	3	18217	3	60	5			6			3	2	3	4	4	59658.579	276076.12	335734.69	335734.69	773926.11
6553	2941500	8	1	4	3	3	3	3	3	1	3		22	2	3	294150008	9	53523.156	107801.06	161324.22	6302	KOTA BARU	158117.77	1	96	3	2941500	8	2	7	3	3											2	2	2	2	3	72851.552	243399.79	316251.34	298983.93	-154927.13
6554	2941500	8	1	4	3	3	3	3	3	1	3		22	2	3	294150008	9	53523.156	107801.06	161324.22	6302	KOTA BARU	158117.77	1	96	3	2941500	8	2	7	3	3											2	2	2	2	3	69495.49	232187.06	301682.55	285210.6	-140358.33
6555	2941600	7	3	4	3	3	3	3	3	1	3		17	1	3	294160007	5	139406.86	321825.61	461232.47	6302	KOTA BARU	461232.48	1	96	3	2941600	7	2	8	3	3		18222	1	5	2	7	46.33			2004	3	2	2	3	3	172246.48	369923.22	542169.68	482143.91	-80937.213
6556	2941600	7	3	4	3	3	3	3	3	1	3		17	1	3	294160007	5	139406.86	321825.61	461232.47	6302	KOTA BARU	461232.48	1	96	3	2941600	7	2	8	3	3		18222	1	5	2	7	46.33			2004	3	2	2	3	3	164311.58	352881.91	517193.47	459932.92	-55961.006
6557	2941700	8	3	1				1	3	1	3		20	1	3	294170008	4	78083.377	261887.32	339970.7	6302	KOTA BARU	332756.16	1	96	3	2941700	8	2	7	3	3		18224	1	5	2	5	26.25			2000	3	3	2	0	2	65181.094	191083.72	256264.81	256264.83	83705.886
6558	2941700	8	3	1				1	3	1	3		20	1	3	294170008	4	78083.377	261887.32	339970.7	6302	KOTA BARU	332756.16	1	96	3	2941700	8	2	7	3	3		18224	1	5	2	5	26.25			2000	3	3	2	0	2	62178.388	182281.04	244459.42	244459.44	95511.273
6559	2941700	9	3	3	3	3	3	3	1	3	3		15	1	1	294170009	4	78083.377	261887.32	339970.7	6302	KOTA BARU	332756.16	1	96	3	2941700	9	73	7	1	1	1	18226	2	15	73			6			3	2	2	0	3	65181.094	191083.72	256264.81	256264.83	83705.886
6560	2941700	9	3	3	3	3	3	3	1	3	3		15	1	1	294170009	4	78083.377	261887.32	339970.7	6302	KOTA BARU	332756.16	1	96	3	2941700	9	73	7	1	1	1	18226	2	15	73			6			3	2	2	0	3	62178.388	182281.04	244459.42	244459.44	95511.273
6561	2941741	3	1	1				1	3	3	3		23	2	1	294170007	6	76584.976	120626.89	197211.86	6302	KOTA BARU	176855.79	1	96	5	2941700	7	2	10	3	3		18227	1	5	2	5				2001	3	2	2	2	3	65181.094	191083.72	256264.81	256264.83	-59052.948
6562	2941741	3	1	1				1	3	3	3		23	2	1	294170007	6	76584.976	120626.89	197211.86	6302	KOTA BARU	176855.79	1	96	5	2941700	7	2	10	3	3		18227	1	5	2	5				2001	3	2	2	2	3	62178.388	182281.04	244459.42	244459.44	-47247.561
6564	2941900	3	3	3	3	3	3	3	1	3	3		19	1	1	294190003	5	227757.06	437488.9	665245.96	6302	KOTA BARU	660717.44	1	96	3	2941900	3	5	6	1	1	3	18231	3	20	5			6			4	2	2	0	3	103592.53	356910.44	460502.99	423807.07	204742.97
6565	2941900	3	3	3	3	3	3	3	1	3	3		19	1	1	294190003	5	227757.06	437488.9	665245.96	6302	KOTA BARU	660717.44	1	96	3	2941900	3	5	6	1	1	3	18231	3	20	5			6			4	2	2	0	3	98820.314	340468.6	439288.93	404283.49	225957.03
6566	2944200	6	1	4	3	3	3	3	3	1	3		23	2	3	294420006	5	383146.86	259953.83	643100.69	6302	KOTA BARU	637329.06	1	96	3	2944235	6	3	7	3	3		18234	2	20	3	3				2000	3	2	2	1	3	548713.4	815928.92	1364642.2	1359741.5	-721541.56
6567	2944200	13	3	3	3	3	3	3	1	3	3		17	1	3	294420013	5	383146.86	259953.83	643100.69	6302	KOTA BARU	637329.06	1	96	4	2944200	13	5	6	1	1	1	18237	3	15	5			6			4	2	2	2	2	736364.39	547440.92	1283805.3	1098322.8	-640704.62
6568	2944200	13	3	3	3	3	3	3	1	3	3		17	1	3	294420013	5	383146.86	259953.83	643100.69	6302	KOTA BARU	637329.06	1	96	4	2944200	13	5	6	1	1	1	18237	3	15	5			6			4	2	2	2	2	702442.19	522221.88	1224664.1	1047726.2	-581563.38
6569	2944231	9	3	3	3	3	3	3	1	3	3		19	1	1	294420007	5	131615.16	142905.35	274520.51	6302	KOTA BARU	250093.23	1	96	4	2944200	7	15	7	1	3		18240	3	15	15			6			2	1	3	0	3	736364.39	547440.92	1283805.3	1098322.8	-1009284.8
6570	2944231	9	3	3	3	3	3	3	1	3	3		19	1	1	294420007	5	131615.16	142905.35	274520.51	6302	KOTA BARU	250093.23	1	96	4	2944200	7	15	7	1	3		18240	3	15	15			6			2	1	3	0	3	702442.19	522221.88	1224664.1	1047726.2	-950143.56
6571	2944300	3	3	3	3	3	3	3	1	3	3		17	1	1	294430003	5	461973.9	458266.74	920240.64	6302	KOTA BARU	767070.71	2	12	3	2944300	3	5	6	1	1	3	18243	3	60	5			6			3	2	2	0	2	915746.21	507160.33	1422906.5	863141.13	-502665.86
6572	2944300	3	3	3	3	3	3	3	1	3	3		17	1	1	294430003	5	461973.9	458266.74	920240.64	6302	KOTA BARU	767070.71	2	12	3	2944300	3	5	6	1	1	3	18243	3	60	5			6			3	2	2	0	2	873560.4	483796.9	1357357.3	823378.69	-437116.63
