name,value
Riau,2.34
"Sumatera Barat",1.23
"Sulawesi Selatan",-4.33
"Sulawesi Tengah",-6.57
"Nusa Tenggara Barat",0.72
"Papua Barat",-0.85
Banten,-13.07
"Kalimantan Selatan",-13.07
"DKI Jakarta",-16.71
"Kepulauan Riau",-6.52
"Sulawesi Utara",-11.67
"Kalimantan Barat",-17.86
Gorontalo,-2.29
"Nangro Aceh Darussalam",-0.67
"Kalimantan Timur",-16.15
Lampung,-18.15
"Sumatera Selatan",-1.38
Papua,-1.02
"Kalimantan Tengah",-21.99
Maluku,-1.72
Yogyakarta,-6.87
Bali,-8.73
"Nusa Tenggara Timur",-2.38
Bengkulu,-10.66
"Sulawesi Tenggara",-2.25
"Jawa Barat",-18.86
"Jawa Tengah",-16.85
Jambi,-1.36
"Sumatera Utara",0.18
"Bangka Belitung",-9.26
"Jawa Timur",-22.44
"Sulawesi Barat",-1.69
"Maluku Utara",-0.9
