name,value
Riau,-15.05
"Sumatera Barat",-21.08
"Sulawesi Selatan",-1.81
"Sulawesi Tengah",-9
"Nusa Tenggara Barat",-49.23
"Papua Barat",-0.52
Banten,-23.91
"Kalimantan Selatan",-31.73
"DKI Jakarta",-18.13
"Kepulauan Riau",-18.71
"Sulawesi Utara",-1.93
"Kalimantan Barat",-14.82
Gorontalo,-12.14
"Nangro Aceh Darussalam",-14.62
"Kalimantan Timur",-12.12
Lampung,-12.42
"Sumatera Selatan",-15.61
Papua,-0.51
"Kalimantan Tengah",-9.32
Maluku,-0.36
Yogyakarta,-7.21
Bali,-29.91
"Nusa Tenggara Timur",-3.02
Bengkulu,-11.97
"Sulawesi Tenggara",-7.78
"Jawa Barat",-18.19
"Jawa Tengah",-8.03
Jambi,-13.93
"Sumatera Utara",-22.76
"Bangka Belitung",-37.7
"Jawa Timur",-11.78
"Sulawesi Barat",-10.22
"Maluku Utara",-0.43
