name,value
Riau,-6.45
"Sumatera Barat",-6.81
"Sulawesi Selatan",-0.48
"Sulawesi Tengah",-0.16
"Nusa Tenggara Barat",0.23
"Papua Barat",-0.04
Banten,-10.85
"Kalimantan Selatan",-4.86
"DKI Jakarta",-4.89
"Kepulauan Riau",-8.81
"Sulawesi Utara",-24.88
"Kalimantan Barat",-27.16
Gorontalo,-16.54
"Nangro Aceh Darussalam",-13.51
"Kalimantan Timur",-7.71
Lampung,-11.06
"Sumatera Selatan",-6.81
Papua,0.03
"Kalimantan Tengah",-7.05
Maluku,-0.08
Yogyakarta,-5.85
Bali,-2.12
"Nusa Tenggara Timur",-0.04
Bengkulu,-19.73
"Sulawesi Tenggara",-0.03
"Jawa Barat",-13.31
"Jawa Tengah",-5.5
Jambi,-9.13
"Sumatera Utara",-1.28
"Bangka Belitung",0.21
"Jawa Timur",-0.99
"Sulawesi Barat",-5.38
"Maluku Utara",-0.23
