index,level_0,Scparfundraise,Scparinkind,Scsizeinkind,Pcont,Pcont_physical,Scrapbs,Screcrapbs,Scdistrapbs,Spinviterapbs,Spparentsrapbs,Pmtgrapbs,Prapbs,data_x,parent_input,School_management,bhs_score_,data_y,math_score_,nilai_bhs_indonesia,nilai_matematika,num_student,C1,grade4_student,grade4_do,grade456_student,grade456_do,data_x,dropoutrate_4,dropoutrate,index_id3,Anak_kerja,Jarak_sekolah,Biaya_kesokla,Waktu_tempuhsekolah,Incomertperbulan,Jumlah_anggotart,incomepercap_bulan,Perankomite_baseps_score,School_cont_p_score,School_cont_sp_score,School_cont_sc_score,School_cont_tc_score,School_condi_score,year_schooling_parent_wali,Usia_ortu,data_y,biayasekolah,nss,kabupaten,kecamatan,nama_sekolah,felect,pelect,atrain,alink,agrant,treat
205_endline,234,0.0,0,2,0.0,0,0,1,0,1,0,0.0,0.0,endline,0.1,0.28571428600000004,43.55555556,endline,28.66666667,392,258,30,101031000000.0,32,0,135,0,endline,0.0,0.0,205,0.0,700.0,,6.666666667,1594555.667,4.333333333,367974.3847,3,1.0555555559999998,2.0,2.5,2.333333333,1.9722222219999999,10,44.0,endline,26666.67,101000000000.0,,,SDN Jatibatur  03,0.0,0.0,0.0,0.0,1.0,Grant
206_baseline,235,10000.0,0,2,0.0,0,0,0,0,0,0,0.0,1.6666666669999999,baseline,0.10005263199999999,0.05952381,32.16666667,baseline,49.5,193,297,20,101031000000.0,22,0,69,0,baseline,0.0,0.0,206,0.0,33732.66667,,339.3333333,288888.8889,6.333333333,45614.03508,2.333333333,2.388888889,2.333333333,3.0,2.5,2.555555556,5,21.0,baseline,49733.33333,101000000000.0,SRAGEN,GEMOLONG,SDN KALORAN 2,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
206_endline,236,0.0,0,2,0.0,0,0,0,0,0,0,0.333333333,1.0,endline,0.1,0.083333333,44.56140351,endline,31.05263158,254,177,19,101031000000.0,22,0,66,0,endline,0.0,0.0,206,0.0,1000.0,,16.66666667,408333.3333,6.333333333,64473.68421,2.555555556,2.0,2.0,2.666666667,2.333333333,2.25,5.714285714,41.66666667,endline,6666.6669999999995,101000000000.0,SRAGEN,GEMOLONG,SDN KALORAN 2,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
207_baseline,237,0.0,0,2,0.0,0,0,1,0,1,0,0.0,2.333333333,baseline,0.1,0.369047619,31.9047619,baseline,50.47619048,134,212,14,101031000000.0,15,0,52,2,baseline,0.0,0.038461537999999997,207,0.0,366.6666667,,7.666666667,83333.3333,5.0,16666.66666,2.888888889,1.888888889,2.5,3.0,2.0,2.347222222,4.333333333,12.44444444,baseline,10566.66667,101000000000.0,,,SDN Kragilan 01,1.0,0.0,1.0,0.0,1.0,"Grant, Election, Training"
207_endline,238,0.0,0,2,0.0,0,0,1,0,1,0,0.0,2.0,endline,0.1,0.35714285700000004,34.76190476,endline,24.04761905,146,101,14,101031000000.0,20,0,51,0,endline,0.0,0.0,207,0.666666667,1000.0,,15.0,126966.6667,4.333333333,29300.000010000003,2.888888889,3.0,2.0,2.833333333,2.333333333,2.541666667,7.333333333,36.33333333,endline,206833.3,101000000000.0,,,SDN Kragilan 01,1.0,0.0,1.0,0.0,1.0,"Grant, Election, Training"
208_baseline,239,100000.0,0,2,0.0,0,0,0,1,1,1,0.0,2.333333333,baseline,0.10052631599999999,0.511904762,35.33333333,baseline,51.16666667,212,307,20,101031000000.0,21,0,69,0,baseline,0.0,0.0,208,0.0,566.6666667000001,,5.333333333,223333.3333,4.666666667,47857.14286,2.666666667,2.055555556,2.833333333,2.333333333,2.333333333,2.388888889,3.5,30.5,baseline,181250.0,101000000000.0,SRAGEN,GEMOLONG,SDN KWANGEN 1,0.0,0.0,1.0,0.0,1.0,"Grant, Training"
208_endline,240,0.0,0,2,0.0,0,0,0,0,1,0,0.0,1.333333333,endline,0.1,0.19047619,35.23809524,endline,26.66666667,222,168,21,101031000000.0,17,0,62,0,endline,0.0,0.0,208,0.0,1000.0,,11.66666667,455000.0,4.333333333,105000.0,2.888888889,2.333333333,2.0,2.666666667,2.833333333,2.458333333,7,47.83333333,endline,160000.0,101000000000.0,SRAGEN,GEMOLONG,SDN KWANGEN 1,0.0,0.0,1.0,0.0,1.0,"Grant, Training"
209_baseline,241,0.0,0,2,0.0,0,0,1,1,1,0,0.0,2.0,baseline,0.1,0.5,37.5308642,baseline,53.82716049,304,436,27,101031000000.0,27,0,95,0,baseline,0.0,0.0,209,0.0,33549.33333,,5.0,733333.3333,5.0,146666.6667,2.888888889,2.222222222,2.666666667,2.666666667,2.666666667,2.555555556,7.5,37.5,baseline,4000.0,101000000000.0,SRAGEN,GEMOLONG,SDN NGANTI,1.0,0.0,1.0,0.0,1.0,"Grant, Election, Training"
209_endline,242,0.0,0,2,0.0,0,0,0,0,0,0,0.0,0.666666667,endline,0.1,0.023809524,41.72839506,endline,28.02469136,338,227,27,101031000000.0,22,0,74,0,endline,0.0,0.0,209,0.0,500.0,,6.666666667,1384444.333,5.0,276888.8666,2.666666667,1.7777777780000001,2.0,2.833333333,2.333333333,2.236111111,6.833333333,39.6,endline,55000.0,101000000000.0,SRAGEN,GEMOLONG,SDN NGANTI,1.0,0.0,1.0,0.0,1.0,"Grant, Election, Training"
20_baseline,243,0.0,0,2,0.0,0,0,0,0,1,1,0.0,1.333333333,baseline,0.1,0.333333333,33.0,baseline,44.11111111,297,397,30,101033000000.0,60,2,167,5,baseline,0.033333333,0.02994012,20,0.0,1866.6666670000002,,10.0,533333.3333,9.666666667000001,55172.41379,2.555555556,1.9444444440000002,2.333333333,3.0,2.5,2.444444444,5,25.0,baseline,22650.0,101000000000.0,BREBES,BREBES,SD PAGEJUGAN 01,0.0,0.0,1.0,1.0,1.0,"Grant, BPD Link, Training"
20_endline,244,4500000.0,0,2,0.0,0,0,0,0,0,1,0.0,1.333333333,endline,0.10004500000000001,0.19047619,50.0,endline,31.29251701,735,460,49,101033000000.0,59,0,147,0,endline,0.0,0.0,20,0.0,266.6666667,,15.0,1261000.0,4.333333333,291000.0,2.666666667,2.444444444,2.0,2.8,2.833333333,2.519444444,7.5,38.8,endline,51666.67,101000000000.0,BREBES,BREBES,SD PAGEJUGAN 01,0.0,0.0,1.0,1.0,1.0,"Grant, BPD Link, Training"
210_baseline,245,0.0,0,2,0.0,0,0,0,0,1,0,0.0,0.666666667,baseline,0.1,0.166666667,51.11111111,baseline,69.86111111,368,503,24,101031000000.0,27,0,82,0,baseline,0.0,0.0,210,0.0,300.0,,9.333333332999999,2044444.4430000002,6.0,340740.7406,2.888888889,2.388888889,2.5,3.0,2.5,2.597222222,7.5,37.83333333,baseline,82500.0,101000000000.0,,,,0.0,0.0,0.0,0.0,0.0,Control
210_endline,246,0.0,0,2,0.0,0,0,0,0,1,0,0.333333333,0.666666667,endline,0.1,0.214285714,37.90123457,endline,27.65432099,307,224,27,101031000000.0,16,0,71,0,endline,0.0,0.0,210,0.333333333,433.33333330000005,,7.5,1713000.0,4.0,428250.0,1.888888889,2.777777778,2.0,3.0,2.333333333,2.527777778,9.285714286,39.33333333,endline,13333.33,101000000000.0,,,,0.0,0.0,0.0,0.0,0.0,Control
211_baseline,247,0.0,0,2,0.0,0,0,0,1,1,0,0.0,1.0,baseline,0.1,0.321428571,36.66666667,baseline,50.12820513,286,391,26,101031000000.0,26,0,78,0,baseline,0.0,0.0,211,0.333333333,1200.0,,6.666666667,327777.7777,4.666666667,70238.09521,2.888888889,2.166666667,2.833333333,2.666666667,2.666666667,2.583333334,4.333333333,45.77777778,baseline,6133.333333,101000000000.0,,,SDN PURWOREJO 02,0.0,0.0,0.0,0.0,1.0,Grant
211_endline,248,0.0,0,2,0.0,0,0,0,0,0,0,0.0,0.857142857,endline,0.1,0.030612245,31.97530864,endline,26.04938272,259,211,27,101031000000.0,22,0,78,0,endline,0.0,0.0,211,0.0,500.0,,10.0,450000.0,4.5,100000.0,3,1.6666666669999999,2.0,2.8,2.833333333,2.325,8,41.0,endline,41333.33,101000000000.0,,,SDN PURWOREJO 02,0.0,0.0,0.0,0.0,1.0,Grant
212_baseline,249,0.0,0,2,0.0,0,0,0,1,1,0,0.0,0.666666667,baseline,0.1,0.30952381,39.58333333,baseline,58.64583333,380,563,32,101031000000.0,32,0,119,0,baseline,0.0,0.0,212,0.0,1000.0,2000.0,7.666666667,374999.9997,4.0,93749.99992,2.777777778,2.777777778,2.5,2.666666667,2.5,2.611111111,3,46.44444444,baseline,24000.0,101000000000.0,SRAGEN,GEMOLONG,SDN GEMOLONG 3,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
212_endline,250,80000.0,0,2,0.0,0,1,0,0,1,0,0.333333333,1.0,endline,0.1000008,0.369047619,40.49019608,endline,25.49019608,413,260,34,101031000000.0,40,0,127,0,endline,0.0,0.0,212,0.333333333,766.6666667000001,,15.0,185666.6667,4.666666667,39785.714289999996,2.888888889,2.722222222,2.0,3.0,2.666666667,2.597222222,5.714285714,47.28571429,endline,20500.0,101000000000.0,SRAGEN,GEMOLONG,SDN GEMOLONG 3,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
213_baseline,251,0.0,0,2,0.0,1,0,0,0,1,0,0.0,2.666666667,baseline,0.3,0.23809523800000001,37.91666667,baseline,58.33333333,182,280,16,101031000000.0,16,0,62,0,baseline,0.0,0.0,213,0.0,700.0,,6.666666667,315833.3333,4.666666667,67678.57143,2.888888889,2.555555556,2.333333333,2.5,2.833333333,2.555555556,6.5,39.5,baseline,35666.66667,101000000000.0,,,,0.0,0.0,0.0,0.0,0.0,Control
213_endline,252,0.0,0,2,0.0,0,0,0,0,0,1,0.0,2.0,endline,0.1,0.214285714,36.875,endline,23.95833333,177,115,16,101031000000.0,20,0,57,0,endline,0.0,0.0,213,0.0,433.33333330000005,,11.66666667,658233.3333,4.666666667,141050.0,2.714285714,2.833333333,2.0,2.5,2.5,2.458333333,3,39.33333333,endline,45666.67,101000000000.0,,,,0.0,0.0,0.0,0.0,0.0,Control
214_baseline,253,10000.0,0,2,0.0,0,0,0,1,1,1,0.666666667,3.333333333,baseline,0.10005263199999999,0.642857143,39.65986395,baseline,59.86394558,583,880,49,101031000000.0,50,0,150,0,baseline,0.0,0.0,214,0.0,1000.0,1000.0,15.0,190555.5555,4.666666667,40833.33333,2.555555556,2.9444444439999997,2.166666667,2.666666667,2.833333333,2.652777778,6,34.33333333,baseline,39233.33333,101000000000.0,,,,0.0,0.0,0.0,0.0,0.0,Control
214_endline,254,10000.0,1,3,7500.0,0,0,0,1,0,1,0.666666667,0.666666667,endline,0.35015009999999996,0.404761905,53.91304348,endline,34.49275362,744,476,46,101031000000.0,39,0,146,0,endline,0.0,0.0,214,0.0,1500.0,2000.0,15.0,816666.6667,4.666666667,175000.0,2.888888889,2.9444444439999997,2.0,2.833333333,2.666666667,2.611111111,6.6,38.66666667,endline,10666.67,101000000000.0,,,,0.0,0.0,0.0,0.0,0.0,Control
215_baseline,255,0.0,1,3,0.0,0,0,0,0,0,1,0.0,0.0,baseline,0.35,0.14285714300000002,29.48717949,baseline,45.25641026,230,353,26,101031000000.0,27,0,75,0,baseline,0.0,0.0,215,0.0,34666.0,,346.0,450000.0,4.0,112500.0,2.666666667,2.722222222,2.5,1.8333333330000001,2.5,2.388888889,4,12.83333333,baseline,79000.0,101000000000.0,SRAGEN,Kalijambe,SD WN REJ 2,0.0,0.0,1.0,1.0,1.0,"Grant, Election, BPD Link, Training"
215_endline,256,0.0,0,2,0.0,0,0,0,0,0,0,1.0,1.333333333,endline,0.1,0.19047619,34.44444444,endline,24.32098765,279,197,27,101031000000.0,30,0,79,0,endline,0.0,0.0,215,0.0,600.0,,5.0,270000.0,5.0,54000.0,3,2.5,2.0,2.166666667,2.833333333,2.375,6.571428571,35.0,endline,8333.333,101000000000.0,SRAGEN,Kalijambe,SD WN REJ 2,0.0,0.0,1.0,1.0,1.0,"Grant, Election, BPD Link, Training"
216_baseline,257,0.0,0,2,0.0,0,0,0,1,1,0,0.0,0.0,baseline,0.1,0.28571428600000004,32.98850575,baseline,41.03448276,287,357,29,101031000000.0,29,0,76,0,baseline,0.0,0.0,216,0.0,516.6666667,,341.0,367083.3333,5.333333333,68828.125,2.777777778,2.277777778,2.833333333,2.833333333,3.5,2.861111111,6.5,37.33333333,baseline,7000.0,101000000000.0,SRAGEN,Kalijambe,SDN DONOYUDAN,0.0,0.0,1.0,0.0,1.0,Grant
216_endline,258,0.0,1,3,30000.0,0,0,0,1,1,1,0.0,1.0,endline,0.3506,0.46428571399999996,32.69230769,endline,31.66666667,255,247,26,101031000000.0,15,0,66,0,endline,0.0,0.0,216,0.0,416.6666667,,9.333333332999999,315400.0,5.333333333,59137.5,0,1.7222222219999999,2.0,2.5,2.666666667,2.222222222,5.857142857,40.66666667,endline,30500.0,101000000000.0,SRAGEN,Kalijambe,SDN DONOYUDAN,0.0,0.0,1.0,0.0,1.0,Grant
217_baseline,259,25000.0,0,2,0.0,0,0,0,0,0,0,0.0,1.6666666669999999,baseline,0.100131579,0.05952381,19.824561399999997,baseline,23.15789474,113,132,19,101013000000.0,22,0,76,0,baseline,0.0,0.0,217,0.0,300.0,,11.66666667,82777.77777,7.333333333,11287.87879,#DIV/0!,2.777777778,2.666666667,2.333333333,2.5,2.569444445,6.833333333,39.83333333,baseline,28000.0,101000000000.0,SRAGEN,Kalijambe,SDN JETIS KRP 1,0.0,0.0,1.0,0.0,1.0,"Grant, Training"
217_endline,260,0.0,0,2,0.0,0,0,0,0,1,0,0.666666667,0.25,endline,0.1,0.24702381,40.0,endline,31.15942029,276,215,23,101013000000.0,27,0,66,0,endline,0.0,0.0,217,0.0,666.6666667000001,,11.66666667,250555.3333,7.666666667,32681.13043,2.25,2.444444444,2.0,3.0,2.666666667,2.527777778,7.8,38.42857143,endline,2000.0,101000000000.0,SRAGEN,Kalijambe,SDN JETIS KRP 1,0.0,0.0,1.0,0.0,1.0,"Grant, Training"
218_baseline,261,0.0,0,2,0.0,0,0,0,1,1,0,0.0,0.666666667,baseline,0.1,0.30952381,36.43410853,baseline,53.79844961,470,694,43,101031000000.0,43,0,129,0,baseline,0.0,0.0,218,0.0,503.33333330000005,,5.666666667,714111.1109999999,4.0,178527.7778,1.888888889,2.277777778,2.666666667,2.166666667,2.666666667,2.444444445,11.5,35.33333333,baseline,0.0,101000000000.0,SRAGEN,Kalijambe,SDN KALIMACAN,0.0,0.0,1.0,0.0,1.0,Grant
219_baseline,262,1700000.0,1,3,0.0,0,0,0,1,1,1,0.666666667,3.0,baseline,0.358947368,0.6309523810000001,27.69230769,baseline,33.84615385,216,264,26,101031000000.0,58,0,167,0,baseline,0.0,0.0,219,0.0,233.33333330000002,,6.0,592500.0,5.333333333,111093.75,2.888888889,2.777777778,2.666666667,2.833333333,3.5,2.944444445,9.666666667,37.16666667,baseline,1099333.3329999999,101000000000.0,SRAGEN,Kalijambe,SD N KARANGJATI,0.0,0.0,1.0,0.0,1.0,Grant
219_endline,263,5000.0,0,2,0.0,0,0,0,0,1,0,0.0,1.333333333,endline,0.10000005,0.19047619,49.01234568,endline,26.79012346,397,217,27,101031000000.0,37,0,145,0,endline,0.0,0.0,219,0.5,1000.0,,10.0,615000.0,5.0,123000.0,2.888888889,2.916666667,2.0,3.0,2.5,2.604166667,9.857142857,42.16666667,endline,357166.7,101000000000.0,SRAGEN,Kalijambe,SD N KARANGJATI,0.0,0.0,1.0,0.0,1.0,Grant
21_baseline,264,0.0,0,2,0.0,0,0,0,1,0,0,0.666666667,2.333333333,baseline,0.1,0.321428571,36.14035088,baseline,49.912280700000004,412,569,38,101033000000.0,38,0,107,15,baseline,0.0,0.140186916,21,0.333333333,400.0,,11.66666667,2022222.22,5.666666667,356862.7447,2.777777778,2.666666667,2.666666667,2.333333333,2.833333333,2.625,7,41.16666667,baseline,5000.0,101000000000.0,BREBES,BREBES,SD WANGANDALEM02,0.0,0.0,1.0,1.0,1.0,"Grant, BPD Link, Training"
21_endline,265,1600000.0,0,2,0.0,0,0,0,1,1,1,0.666666667,1.333333333,endline,0.100016,0.571428571,32.45614035,endline,29.8245614,370,340,38,101033000000.0,29,0,102,0,endline,0.0,0.0,21,0.0,1000.0,,6.666666667,5088888.666999999,6.666666667,763333.3,3,2.611111111,2.0,2.833333333,2.833333333,2.569444444,7,43.66666667,endline,23333.33,101000000000.0,BREBES,BREBES,SD WANGANDALEM02,0.0,0.0,1.0,1.0,1.0,"Grant, BPD Link, Training"
220_baseline,266,6000000.0,1,3,0.0,0,0,0,1,1,0,1.0,2.0,baseline,0.38157894700000006,0.5,36.96969697,baseline,48.18181818,244,318,22,101031000000.0,22,0,73,0,baseline,0.0,0.0,220,0.0,1000.0,,11.66666667,863500.0,5.0,172700.0,2.777777778,2.166666667,2.666666667,3.0,3.0,2.7083333339999998,8.833333333,34.66666667,baseline,102500.0,101000000000.0,SRAGEN,Kalijambe,SDN KEDEN 3,0.0,0.0,1.0,1.0,1.0,"Grant, BPD Link"
220_endline,267,37500.0,0,2,0.0,0,0,0,1,1,1,0.0,1.0,endline,0.100000375,0.46428571399999996,45.74074074,endline,37.96296296,247,205,18,101031000000.0,23,0,69,0,endline,0.0,0.0,220,0.333333333,500.0,,10.0,900000.0,5.0,180000.0,2.888888889,2.722222222,2.0,2.666666667,2.5,2.472222222,7.714285714,38.16666667,endline,32666.67,101000000000.0,SRAGEN,Kalijambe,SDN KEDEN 3,0.0,0.0,1.0,1.0,1.0,"Grant, BPD Link"
221_baseline,268,0.0,1,3,0.0,0,0,0,1,0,0,0.666666667,3.333333333,baseline,0.35,0.35714285700000004,39.36507937,baseline,56.34920635,248,355,21,101031000000.0,21,0,64,0,baseline,0.0,0.0,221,0.333333333,2166.666667,,10.0,1070000.0,4.0,267500.0,3,2.333333333,2.666666667,2.5,2.666666667,2.541666667,7.25,36.33333333,baseline,107250.0,101000000000.0,SRAGEN,Kalijambe,SDN KRIKILA  1,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
221_endline,269,0.0,0,2,0.0,0,0,0,1,1,0,0.0,1.333333333,endline,0.1,0.333333333,42.72727273,endline,23.48484848,282,155,22,101031000000.0,18,0,61,0,endline,0.0,0.0,221,0.0,833.3333332999999,,8.333333332999999,1660666.667,4.333333333,383230.7693,3,2.444444444,2.0,2.833333333,3.0,2.569444444,7.875,37.66666667,endline,75000.0,101000000000.0,SRAGEN,Kalijambe,SDN KRIKILA  1,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
222_baseline,270,0.0,0,2,0.0,0,0,0,0,1,1,0.0,0.333333333,baseline,0.1,0.297619048,33.52941176,baseline,49.60784314,171,253,17,101031000000.0,21,0,64,0,baseline,0.0,0.0,222,0.0,800.0,,5.666666667,579166.6667,3.333333333,173750.0,2.888888889,2.0,3.166666667,2.833333333,2.5,2.625,3.666666667,22.16666667,baseline,35000.0,101000000000.0,SRAGEN,Kalijambe,SDN NGEBUNG 3,0.0,0.0,1.0,1.0,1.0,"Grant, Election, BPD Link, Training"
222_endline,271,0.0,0,2,0.0,0,0,1,1,1,1,0.0,0.333333333,endline,0.1,0.583333333,39.64912281,endline,28.42105263,226,162,19,101031000000.0,20,0,62,0,endline,0.0,0.0,222,0.0,1000.0,,11.0,1100000.0,5.5,200000.0,2.777777778,2.833333333,4.0,2.833333333,3.5,3.291666667,6,42.5,endline,21666.67,101000000000.0,SRAGEN,Kalijambe,SDN NGEBUNG 3,0.0,0.0,1.0,1.0,1.0,"Grant, Election, BPD Link, Training"
223_baseline,272,0.0,0,2,0.0,0,0,0,1,0,0,0.0,2.666666667,baseline,0.1,0.23809523800000001,40.10416667,baseline,50.20833333,385,482,32,101031000000.0,33,0,94,0,baseline,0.0,0.0,223,0.333333333,1250.0,,12.33333333,795833.3333,4.333333333,183653.8462,#DIV/0!,2.611111111,2.666666667,2.666666667,2.5,2.611111111,8,38.66666667,baseline,35000.0,101000000000.0,SRAGEN,Kalijambe,SDN SAMBIREMBE2,0.0,0.0,1.0,0.0,1.0,Grant
223_endline,273,0.0,0,2,0.0,0,0,0,0,0,0,1.0,1.714285714,endline,0.1,0.204081633,38.57142857,endline,26.9047619,324,226,28,101031000000.0,30,0,90,0,endline,0.0,0.0,223,0.333333333,833.3333332999999,,18.33333333,1175000.0,4.0,293750.0,2.777777778,2.333333333,2.0,2.8,2.333333333,2.366666667,7.285714286,38.14285714,endline,150000.0,101000000000.0,SRAGEN,Kalijambe,SDN SAMBIREMBE2,0.0,0.0,1.0,0.0,1.0,Grant
224_baseline,274,0.0,0,2,0.0,0,0,0,1,0,0,0.0,1.333333333,baseline,0.1,0.19047619,32.33333333,baseline,42.0,97,126,10,101031000000.0,10,0,34,0,baseline,0.0,0.0,224,0.0,583.3333332999999,,13.33333333,750000.0,4.666666667,160714.2857,2.555555556,2.333333333,2.166666667,2.833333333,2.833333333,2.541666667,4,53.0,baseline,0.0,101000000000.0,SRAGEN,Kalijambe,SDN SAREN 1,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
224_endline,275,0.0,0,2,0.0,0,0,0,1,0,1,0.0,0.666666667,endline,0.1,0.30952381,42.59259259,endline,24.44444444,115,66,9,101031000000.0,8,0,29,0,endline,0.0,0.0,224,0.333333333,466.66666669999995,,7.333333333,1429783.333,4.666666667,306382.1428,2.777777778,2.777777778,2.0,2.833333333,2.833333333,2.611111111,6,53.33333333,endline,61000.0,101000000000.0,SRAGEN,Kalijambe,SDN SAREN 1,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
225_baseline,276,0.0,0,2,0.0,0,0,0,0,1,0,0.333333333,1.333333333,baseline,0.1,0.23809523800000001,32.53968254,baseline,52.38095238,205,330,21,101031000000.0,22,0,64,0,baseline,0.0,0.0,225,0.0,600.0,,11.66666667,190833.3333,5.333333333,35781.24999,2.444444444,1.5,2.333333333,2.166666667,2.666666667,2.166666667,3.5,42.61111111,baseline,5000.0,101000000000.0,SRAGEN,Kalijambe,SDN TEGALOMBO 1,0.0,0.0,1.0,1.0,1.0,"Grant, BPD Link"
225_endline,277,0.0,0,2,0.0,0,0,0,0,1,1,0.0,0.857142857,endline,0.1,0.316326531,38.73015873,endline,26.82539683,244,169,21,101031000000.0,22,1,64,1,endline,0.045454545,0.015625,225,0.0,800.0,,9.333333332999999,188666.6667,5.333333333,35375.00001,2.666666667,1.888888889,2.0,2.5,2.833333333,2.305555556,8.25,47.0,endline,0.0,101000000000.0,SRAGEN,Kalijambe,SDN TEGALOMBO 1,0.0,0.0,1.0,1.0,1.0,"Grant, BPD Link"
226_baseline,278,0.0,0,2,0.0,0,0,0,0,1,0,0.0,1.6666666669999999,baseline,0.1,0.202380952,49.04761905,baseline,62.38095238,309,393,21,101031000000.0,22,0,98,0,baseline,0.0,0.0,226,0.0,833.3333332999999,,10.0,1322222.221,6.0,220370.3702,2.888888889,2.666666667,2.5,2.0,2.666666667,2.458333334,7.833333333,43.0,baseline,50066.66667,101000000000.0,SRAGEN,Kalijambe,SDN TROBAYAN,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
226_endline,279,0.0,0,2,0.0,0,1,1,1,0,1,0.333333333,0.666666667,endline,0.1,0.642857143,58.48484848,endline,28.63636364,386,189,22,101031000000.0,19,0,82,0,endline,0.0,0.0,226,0.0,733.3333332999999,,10.0,2419000.0,6.333333333,381947.3684,2.777777778,3.0,2.0,2.833333333,2.666666667,2.625,10,44.83333333,endline,12833.33,101000000000.0,SRAGEN,Kalijambe,SDN TROBAYAN,0.0,0.0,1.0,0.0,1.0,"Grant, Election"
227_baseline,280,0.0,0,2,0.0,0,1,1,1,1,1,0.0,0.666666667,baseline,0.1,0.738095238,39.375,baseline,62.91666667,189,302,16,101031000000.0,19,0,71,0,baseline,0.0,0.0,227,0.333333333,1216.666667,,10.0,1519444.4419999998,6.333333333,239912.2803,2.666666667,2.722222222,2.333333333,2.833333333,2.833333333,2.680555555,7.666666667,39.55555556,baseline,0.0,101000000000.0,SRAGEN,SAMBUNG MACAN,SD BANARAN 1,0.0,1.0,1.0,0.0,1.0,"Grant, Election, Training"
227_endline,281,0.0,0,2,0.0,0,0,0,1,0,1,1.0,2.142857143,endline,0.1,0.505102041,38.7037037,endline,29.81481481,209,161,18,101031000000.0,19,0,62,0,endline,0.0,0.0,227,0.0,350.0,,5.0,1883333.0,11.0,171212.0909,2.777777778,2.416666667,2.666666667,2.5,2.666666667,2.5625,7,37.0,endline,83333.34,101000000000.0,SRAGEN,SAMBUNG MACAN,SD BANARAN 1,0.0,1.0,1.0,0.0,1.0,"Grant, Election, Training"
228_baseline,282,1500.0,1,3,0.0,0,0,0,1,0,0,0.0,0.666666667,baseline,0.350007895,0.166666667,43.61111111,baseline,57.77777778,157,208,12,101031000000.0,12,0,45,0,baseline,0.0,0.0,228,0.0,2100.0,,10.0,692777.7777,4.333333333,159871.7948,#DIV/0!,1.5555555559999998,3.166666667,2.666666667,3.0,2.597222223,7,35.88888889,baseline,0.0,101000000000.0,SRAGEN,SAMBUNG MACAN,SD BANYURIP 1,0.0,0.0,1.0,0.0,1.0,Grant
228_endline,283,5000000.0,0,2,70000.0,1,0,1,1,1,0,0.666666667,1.142857143,endline,0.30145,0.56462585,41.53846154,endline,25.8974359,162,101,13,101031000000.0,12,0,35,0,endline,0.0,0.0,228,0.0,766.6666667000001,,11.66666667,3560277.333,3.666666667,970984.7271,2.777777778,2.111111111,2.0,2.833333333,1.8333333330000001,2.194444444,6.857142857,41.71428571,endline,48333.33,101000000000.0,SRAGEN,SAMBUNG MACAN,SD BANYURIP 1,0.0,0.0,1.0,0.0,1.0,Grant
229_baseline,284,0.0,0,2,0.0,0,0,1,1,0,0,0.333333333,1.333333333,baseline,0.1,0.380952381,44.79166667,baseline,60.625,430,582,32,101031000000.0,33,0,97,0,baseline,0.0,0.0,229,0.0,860.0,,6.666666667,1016666.667,3.666666667,277272.7273,#DIV/0!,2.611111111,3.333333333,3.166666667,3.0,3.027777778,3.75,34.16666667,baseline,192666.6667,101000000000.0,SRAGEN,SAMBUNG MACAN,SD BEDORO 2,1.0,0.0,1.0,0.0,1.0,"Grant, Election, Training"
229_endline,285,0.0,0,2,0.0,0,0,0,0,1,0,0.0,2.666666667,endline,0.1,0.23809523800000001,39.61904762,endline,29.04761905,416,305,35,101031000000.0,32,0,95,0,endline,0.0,0.0,229,0.333333333,203.33333330000002,,3.333333333,683333.3333,4.0,170833.3333,2.777777778,2.777777778,2.0,2.666666667,2.666666667,2.527777778,10.75,43.16666667,endline,75000.0,101000000000.0,SRAGEN,SAMBUNG MACAN,SD BEDORO 2,1.0,0.0,1.0,0.0,1.0,"Grant, Election, Training"
22_baseline,286,0.0,0,2,0.0,0,0,0,1,0,0,0.0,1.0,baseline,0.1,0.17857142899999998,24.71264368,baseline,38.16091954,215,332,29,101033000000.0,37,0,125,0,baseline,0.0,0.0,22,0.0,583.3333332999999,,6.666666667,1133333.3329999999,5.666666667,200000.0,2.555555556,2.277777778,2.166666667,2.166666667,2.333333333,2.236111111,6.5,42.83333333,baseline,0.0,101000000000.0,BREBES,BREBES,SDN GANDASULI03,0.0,1.0,0.0,1.0,1.0,"Grant, BPD Link, Election"
22_endline,287,0.0,0,2,10000.0,0,0,1,1,0,1,0.0,1.333333333,endline,0.1002,0.47619047600000003,33.095238099999996,endline,27.61904762,278,232,28,101033000000.0,35,0,103,0,endline,0.0,0.0,22,0.0,133.3333333,,5.0,844666.6667,3.666666667,230363.6364,2.777777778,2.722222222,2.0,2.5,2.0,2.305555556,8.4,44.5,endline,60000.0,101000000000.0,BREBES,BREBES,SDN GANDASULI03,0.0,1.0,0.0,1.0,1.0,"Grant, BPD Link, Election"
