index,Scparinkind,Scsizeinkind,Scparfundraise_a,Tjumlah,Scrapbs,Screcrapbs,Scdistrapbs,Spparentsrapbs,Scbpd,Scsatbpd,Spbpd,Spsatbpd,Scsatlearn,Tsatlearn,Spsatlearn,Spsceffective_a,Spsceffective_b,Spsceffective_c,Spsceffective_d,Scposcontr,Tscperception_a,Tscperception_b,Tscperception_c,Tscperception_d,Scparfundraise_b,Scmeettripartite,Spinviterapbs,Pcont,Pcont_physical,Pnsteach,Gttteach_govt1,Gttteach_govt2,Gttteach_school,Gttteach_govt,Pscanswer,Pknow_scexist,Pmtgrapbs,Psatlearnknow,Pknow_scmem,Prap_a,Prap_b,Prap_c,Prap_d,Prapbs,Scparfundraise,Spinviterapbs_score,Tscperception
121,0,,,11,0,0,0,1,0,3,0,,3,2,3,1,1,1,1,1,8,9,9,8,5,3,1,10000,0,8,,,3,,0.111111111,1,0,2.666666667,1.333333333,0,0.285714286,0,0,0.285714286,50000,0,8.5
122,0,,,8,0,0,0,0,0,2,1,2,3,3,3,1,1,1,1,1,8,9,9,8,,2,0,10000,0,6,,,2,,0,0,0,3,,0,0.285714286,0.285714286,0.285714286,0.857142857,0,0,8.5
123,0,,1,8,0,1,1,0,1,3,1,2,3,3,3,1,1,1,1,1,7,7,7,7,,5,0,15000,0,6,,2,,,0.037037037,0.666666667,0,3,2,0,0.285714286,0.428571429,0,0.714285714,161000,0,7
124,0,,,7,0,0,0,0,1,3,0,4,3,3,3,1,1,1,1,1,8,8,8,8,,1,0,0,0,4,,,3,,0,0,0.333333333,2.333333333,,0.666666667,1,0,0,1.666666667,0,,8
125,0,,4,11,0,1,1,1,0,2,0,2,2,3,2,1,1,1,1,1,9,9,9,9,2,2,1,0,0,9,,,2,,0,0.666666667,0.666666667,2.666666667,1,0.666666667,0.666666667,0.666666667,0.333333333,2.333333333,6500000,0,9
126,0,,,11,0,0,1,1,1,2,1,3,3,3,3,1,1,1,1,1,8,7,7,8,8,1,1,0,0,8,,,3,,0.111111111,1,0.333333333,3,2,1,0.666666667,1,0,2.666666667,80000,0,7.5
127,0,,,7,0,0,0,0,0,1,0,2,3,2,2,1,1,1,1,0,8,7,7,8,,,1,0,0,5,,,2,,0,0.333333333,0.333333333,2.333333333,1,0,0.333333333,0.333333333,0,0.666666667,9999999998,0,7.5
128,1,3,,9,0,0,1,1,0,2,1,3,3,3,3,1,1,1,1,1,7,8,7,7,,1,1,0,0,7,,2,,,0,0,0,3,,0,0,0,0,0,0,0,7.25
129,0,,,8,0,0,0,1,0,2,0,2,3,2,3,1,1,1,1,1,7,8,9,7,,3,1,0,0,5,,3,,,0.074074074,0.333333333,0,3,1,0,0.333333333,0,0,0.333333333,0,0,7.75
130,0,,,9,1,0,1,1,1,3,0,2,3,3,3,1,1,1,1,1,6,8,7,6,,3,1,0,0,7,,2,,,0,0.333333333,0,3,1,0,0,0,0,0,0,0,6.75
131,0,,,10,0,1,1,0,0,2,0,2,3,3,3,1,1,1,1,0,8,9,9,5,,2,0,0,0,8,,,2,,0.074074074,1,0,3,1.333333333,1,0.666666667,0.666666667,0.333333333,2.666666667,0,,7.75
132,1,2,,8,0,0,0,1,0,3,0,2,3,2,2,1,1,1,1,1,9,10,10,7,,,0,60000,0,6,2,,,,0,0.333333333,0,2.5,1,0.285714286,0.571428571,0.285714286,0,1.142857143,0,,9
133,0,,,9,0,0,1,1,1,1,0,3,3,2,2,1,1,1,1,0,7,7,7,7,,3,1,0,0,5,,,4,,0,0.333333333,0,2.833333333,2,0,0.333333333,0,0,0.333333333,0,0,7
134,0,,,6,0,1,1,1,1,3,0,3,3,2,2,2,2,2,2,0,9,8,9,7,1,4,0,0,0,5,,,1,,0.074074074,0.666666667,0.666666667,2.666666667,2,0.666666667,0,0,0,0.666666667,10000,0,8.25
135,0,,,9,0,0,0,0,0,2,1,2,2,2,3,1,1,1,1,0,10,10,10,10,,2,1,0,0,7,,,2,,0.037037037,0.333333333,0.333333333,2.666666667,1,0,0,0.333333333,0,0.333333333,0,0,10
136,0,,,10,0,0,0,0,0,2,0,3,2,2,2,1,1,1,1,0,5,6,6,5,3,2,1,35000,0,6,1,,3,,0,1,0.333333333,2.333333333,1,1,0.666666667,0,0,1.666666667,3850000,0,5.5
137,0,,2,10,0,0,0,0,0,4,1,2,3,2,2,1,1,1,1,1,8,7,8,8,,3,1,10000,0,7,,3,,,0.111111111,0.333333333,1,2.333333333,2,0,0.285714286,0.285714286,0,0.571428571,2500,0,7.75
138,0,,3,9,0,1,1,0,0,3,1,2,3,3,2,1,1,1,1,1,10,10,10,10,,4,1,0,0,6,,,3,,0.148148148,0.666666667,0.666666667,2.333333333,1.5,0.428571429,0,0.428571429,0.285714286,1.142857143,3000,0,10
139,0,,,10,0,0,0,0,0,2,0,1,2,3,2,2,1,1,1,1,8,8,8,7,,2,0,0,0,8,,,2,,0.037037037,0.333333333,0.333333333,3.333333333,4,0.666666667,0.666666667,0.666666667,0.333333333,2.333333333,0,0,7.75
140,0,,2,8,1,1,1,0,1,2,1,3,2,2,3,1,3,1,3,1,9,9,9,8,,5,1,0,0,6,,,2,,0.037037037,0.666666667,0,2.666666667,1.5,0.571428571,0.285714286,0,0,0.857142857,20000,0,8.75
141,0,,,8,0,0,1,0,0,2,0,1,3,2,3,1,1,1,1,1,9,10,10,8,3,4,1,0,0,7,,,1,,0.074074074,0.666666667,0.666666667,2.833333333,1,0.666666667,0.666666667,0,0,1.333333333,30000,0,9.25
142,0,,,10,0,0,1,1,1,3,1,3,2,2,3,1,1,1,1,1,8,8,8,7,1,2,0,0,0,7,,,3,,0.185185185,1,1,3,2,1,0.666666667,1,0.666666667,3.333333333,13680000,0,7.75
143,0,,,6,0,0,1,1,0,3,0,8,2,2,3,1,1,1,1,0,10,10,10,1,,3,1,0,0,4,,,2,,0,0.333333333,0,3,1,1,1,0,0,2,0,0,7.75
144,0,,,10,0,1,1,1,0,2,1,3,4,2,3,1,1,1,1,1,10,10,10,8,,6,1,0,0,6,,,4,,0,0,0.333333333,2.5,,0,0,0.666666667,0.333333333,1,900000,0,9.5
145,0,,,9,0,1,0,0,0,3,0,8,3,2,2,1,1,1,1,0,8,8,8,98,2,3,0,1000,0,6,1,,2,,0.037037037,0.666666667,0.666666667,2.666666667,2,0,0,0.333333333,0,0.333333333,25000,0,30.5
146,0,,6,9,0,0,1,1,0,1,1,3,2,2,2,1,1,1,1,1,10,10,10,10,,3,1,3000,0,6,,3,,,0,0.666666667,0.333333333,2.666666667,1.5,1,1,0.666666667,0,2.666666667,60000,0,10
147,0,,,13,0,0,1,0,1,3,0,2,3,3,2,1,1,1,1,1,7,8,8,7,1,1,1,0,0,9,,,4,,0.037037037,0.666666667,0.333333333,2.333333333,1.5,0,0.666666667,0,0,0.666666667,15000,0,7.5
148,1,3,,10,1,0,1,0,0,3,1,2,2,2,2,1,1,1,1,1,8,7,7,7,1,6,0,0,0,7,,,3,,0.148148148,1,0,3,1.666666667,0.666666667,0.666666667,0,0,1.333333333,100000,0,7.25
149,0,,,10,0,1,1,1,0,2,0,3,3,2,2,1,1,1,1,1,10,10,10,7,2,2,0,0,0,7,,,3,,0.074074074,0.666666667,0,2.333333333,1,1,1,0,0,2,2912000,0,9.25
150,0,,,13,1,0,0,0,0,2,1,3,2,3,3,1,1,1,1,0,8,7,8,8,8,4,0,0,0,9,,,4,,0,0.666666667,0,2.666666667,1,0,0.333333333,0,0,0.333333333,8000000,0,7.75
151,0,,,10,0,0,0,0,1,4,0,2,2,2,2,1,2,1,1,1,8,10,8,6,,2,1,0,0,7,,,3,,0.074074074,0.666666667,0,3,1.5,0.333333333,0,0,0,0.333333333,0,0,8
152,0,,,9,0,0,0,0,0,1,0,2,2,3,2,1,1,1,1,0,10,10,10,10,,3,0,0,0,8,,1,,,0.074074074,1,0,2.333333333,1.333333333,0,0,0.666666667,0,0.666666667,0,0,10
153,0,,,10,0,1,0,1,0,4,0,2,2,2,2,1,1,1,1,1,10,10,10,10,5,3,1,0,0,8,,,2,,0.074074074,0.333333333,0,2,2,0.428571429,0,0.285714286,0,0.714285714,50000,0,10
154,0,,,11,0,0,1,0,0,2,0,3,2,2,3,1,1,1,1,1,9,8,8,7,3,3,1,0,0,9,,1,1,,0.055555556,0.5,0,2.5,1,0,0,0,0,0,30000,0,8
155,0,,7,12,1,1,1,0,1,2,0,3,3,3,3,1,1,1,1,0,10,6,10,3,,3,1,0,0,7,,,5,,0,0.666666667,0,2.333333333,2,0,0.285714286,0,0,0.285714286,7500,0,7.25
156,0,,,10,0,0,1,0,0,2,0,2,3,2,2,1,2,1,1,1,10,10,10,10,,2,1,0,0,6,,1,3,,0,0.333333333,0.333333333,2.666666667,2,0,0,0,0,0,0,0,10
157,0,,,11,0,0,0,0,0,8,0,2,3,3,3,1,1,1,1,1,8,8,8,7,,2,1,0,0,9,,1,1,,0,0.333333333,0,2.166666667,2,0,0.666666667,0.333333333,0,1,0,0,7.75
158,0,,3,10,0,0,0,1,0,3,1,3,3,3,3,1,1,1,1,1,10,10,10,10,,4,1,48000,0,8,,,2,,0.148148148,0.666666667,0.666666667,2.666666667,2.5,0.571428571,0.571428571,0.285714286,0,1.428571429,3000,0,10
159,0,,,7,0,0,1,1,1,3,1,4,3,3,2,1,1,1,1,1,8,9,10,6,1,4,1,31000,0,6,,,1,,0.333333333,1,0,2.666666667,3,0,1,0.666666667,0,1.666666667,10000,0,8.25
160,0,,,12,1,0,1,1,0,2,0,2,3,3,3,1,1,1,1,0,10,10,9,8,,3,1,0,0,8,,,4,,0.037037037,0.666666667,0,3,1.5,0,0.666666667,0,0,0.666666667,0,0,9.25
161,0,,1,10,0,0,0,1,1,3,0,2,2,2,2,1,1,1,1,1,8,9,9,5,,2,0,0,0,6,,2,2,,0,0.5,1,3.5,2,0.6,0.6,0.6,0,1.8,14000,,7.75
162,0,,,13,0,0,0,0,0,2,0,2,3,2,3,1,1,1,1,0,7,7,7,6,,4,1,15000,0,9,,3,1,,0,0.333333333,0,2.333333333,1,0.571428571,0.285714286,0,0,0.857142857,0,0,6.75
163,0,,,11,0,1,0,1,1,2,1,3,3,2,3,1,1,1,1,1,10,9,9,5,,3,1,0,0,10,,,1,,0.148148148,1,0.333333333,2,1.666666667,0,0.333333333,0,0,0.333333333,0,0,8.25
164,0,,,11,0,0,1,1,0,3,0,3,3,3,2,1,1,1,1,0,8,8,8,6,,4,1,0,0,9,,,2,,0.259259259,1,1,2.666666667,2.666666667,1,1,1,0.333333333,3.333333333,0,0,7.5
165,0,,,10,0,1,1,1,0,3,0,3,3,2,3,1,1,1,1,1,10,10,10,10,2,2,1,0,0,6,,,4,,0.148148148,1,0,2.666666667,2,0.333333333,0.333333333,0,0,0.666666667,20000,0,10
166,0,,,11,1,0,1,1,0,3,0,2,3,2,2,1,1,1,1,1,8,8,9,6,1,3,1,0,0,8,,,3,,0.037037037,1,0.333333333,3,1.666666667,1,1,0,0,2,1230000,0,7.75
167,0,,3,11,1,1,1,1,1,3,0,8,3,3,2,1,1,1,1,1,10,10,10,10,,5,1,0,0,6,,1,4,,0.037037037,0.333333333,0,2.5,1,0,1,1,0.333333333,2.333333333,3500,0,10
168,0,,,11,0,1,0,1,0,1,0,1,2,2,3,1,1,1,1,1,10,10,10,9,,2,0,5000,0,7,,,4,,0,0,0,2.333333333,,1,1,0.285714286,0,2.285714286,0,0,9.75
169,0,,,10,1,0,1,1,0,3,0,2,3,3,2,1,1,1,1,1,9,9,9,8,1,1,1,0,0,6,,,4,,0.037037037,1,0.333333333,2.333333333,2,1,1,0.571428571,0,2.571428571,1710000,0,8.75
170,0,,,9,0,0,1,1,1,2,0,2,2,2,2,1,1,1,1,1,1,10,1,1,,3,1,24000,0,7,,2,,,0,0,0,2.666666667,,0,0,0,0,0,0,0,3.25
171,0,,,13,0,0,0,0,0,3,0,8,2,,2,1,1,1,1,1,98,98,98,98,,,0,0,0,8,,,5,,0,0,0.5,2.875,,0,0,0.8,0,0.8,0,0,98
172,0,,,13,0,1,1,0,0,2,0,8,3,2,3,1,1,1,1,1,10,10,10,1,,3,0,500,0,9,,,4,,0,0.333333333,0,2.666666667,1,0.285714286,0.571428571,0,0,0.857142857,0,0,7.75
173,0,,,11,0,0,1,0,1,3,1,2,2,2,2,1,1,1,2,1,10,10,10,10,,6,0,0,0,7,,4,,,0,0,0,2.666666667,,0,0,0.333333333,0,0.333333333,0,,10
174,0,,,10,1,0,0,0,1,3,1,3,2,2,2,1,1,1,1,1,9,9,8,7,3,2,0,0,0,6,,4,,,0.037037037,0.333333333,0.333333333,2.5,2,0.285714286,0,0.571428571,0,0.857142857,30000,0,8.25
175,0,,,12,0,0,0,0,0,3,0,2,3,2,2,1,1,1,1,1,7,7,6,5,5,3,1,0,0,6,,,6,,0,0.666666667,0,2,3.5,0.75,0.375,0.75,0,1.875,500000,0,6.25
176,0,,,10,0,0,1,1,0,2,0,2,3,3,3,1,1,1,1,1,10,10,10,10,7,1,1,0,0,6,,,4,,0.037037037,0.333333333,0,2.666666667,3,0,1,0.666666667,0.666666667,2.333333333,75000,0,10
177,0,,,10,0,1,0,0,0,2,0,2,3,3,3,1,1,1,1,1,8,9,9,7,,4,0,10000,0,6,,,4,,0.074074074,0.666666667,0.333333333,2.333333333,1,1,1,0.333333333,0,2.333333333,0,0,8.25
178,0,,,14,0,0,0,0,0,2,0,2,2,2,2,1,1,1,1,1,8,9,10,7,,2,0,4000,0,8,,1,5,,0,0,0.333333333,2.833333333,,0.333333333,0.333333333,0,0,0.666666667,0,0,8.5
179,0,,,9,0,0,0,0,0,2,0,2,2,3,2,2,2,1,1,1,7,6,7,6,,2,0,48000,0,7,,,2,,0.037037037,0.333333333,0.333333333,2.666666667,1,0,0.666666667,0.333333333,0,1,0,0,6.5
180,0,,,10,0,0,0,0,0,3,1,3,3,2,2,1,1,1,1,1,10,10,10,9,3,2,0,0,0,7,,,3,,0.037037037,0.666666667,0,2.333333333,1.5,0.333333333,0.333333333,0,0,0.666666667,3000000,0,9.75
181,0,,,11,0,0,0,1,0,8,0,8,3,3,2,1,1,1,1,1,8,9,8,8,5,2,1,4000,0,8,,,3,,0,0.666666667,0.333333333,2.5,1,0,1,0,0,1,50000,0,8.25
182,0,,,9,1,0,0,0,0,2,0,2,2,2,3,2,2,1,1,0,10,10,10,10,,2,0,25000,0,7,,2,,,0.074074074,1,0,2,2,0.333333333,0.666666667,0.333333333,0.333333333,1.666666667,0,,10
183,0,,,10,0,1,0,0,0,8,0,2,3,3,2,1,1,1,1,1,7,8,8,7,,2,1,0,0,6,,,4,,0.111111111,1,0.333333333,2.666666667,2.333333333,0.666666667,1,0.666666667,0,2.333333333,9999999998,0,7.5
184,0,,,13,0,0,0,0,0,3,1,2,2,2,2,1,1,1,1,1,10,10,10,8,1,2,0,0,0,8,,5,,,0.111111111,0.666666667,0.333333333,2.666666667,2,0.333333333,0.333333333,0.333333333,0,1,105000,,9.5
185,0,,,12,0,0,0,1,0,2,0,2,2,2,2,1,1,1,1,0,6,7,6,6,,3,1,10000,0,8,,,4,,0,0.666666667,0,3,1,1,1,0,0,2,0,0,6.25
186,0,,,12,0,1,1,0,0,2,0,1,3,3,2,1,2,1,1,0,7,8,8,8,,3,0,0,0,7,,,5,,0.111111111,1,0,3,2,0.666666667,1,0,0,1.666666667,0,0,7.75
187,0,,,8,0,0,0,0,1,3,1,2,3,3,2,1,1,1,1,1,10,10,10,7,1,2,1,0,0,5,,,3,,0.148148148,1,0.333333333,2.666666667,2.333333333,0.333333333,0.333333333,1,0.333333333,2,15000,0,9.25
188,0,,,11,1,0,0,0,0,3,0,2,2,2,3,1,1,1,1,1,6,6,10,8,,2,0,0,0,7,,,4,,0.037037037,0.333333333,0,2.833333333,1,0.666666667,0.666666667,0,0,1.333333333,0,0,7.5
189,0,,,12,0,0,0,1,0,2,0,8,3,3,3,1,1,1,1,0,10,10,10,1,,2,1,0,0,7,,,5,,0,1,0,3,1,0.333333333,1,0.666666667,0.333333333,2.333333333,0,0,7.75
190,0,,,8,0,0,1,1,0,1,0,2,2,2,2,1,1,1,1,0,9,9,8,8,,5,1,0,0,6,,,2,,0,0,0,3,,1,1,0,0,2,0,0,8.5
191,0,,,10,0,1,1,1,1,2,0,1,3,2,3,1,1,1,1,0,9,9,8,6,,2,1,1000,0,8,,,2,,0.074074074,0.666666667,0.333333333,2,2,0.333333333,0.333333333,0.333333333,0,1,0,0,8
192,0,,,9,0,0,1,1,0,2,0,3,3,3,2,1,1,1,1,1,10,9,9,8,,3,1,5000,0,7,,,2,,0.037037037,0.333333333,0,2.333333333,3,1,1,0.333333333,0,2.333333333,0,0,9
193,0,,,10,0,0,1,1,1,3,0,2,3,3,3,1,1,1,1,1,10,10,10,10,,4,0,0,0,8,,,2,,0.111111111,1,1,3,2.333333333,0.714285714,0.714285714,1,0.285714286,2.714285714,0,,10
194,0,,,6,1,0,0,1,1,3,1,2,3,2,3,1,1,1,1,1,8,8,7,5,,4,0,0,0,6,,,,,0.037037037,0.666666667,0,3,2,0.285714286,0,0,0,0.285714286,0,,7
195,0,,,7,1,0,0,1,0,8,0,1,2,2,2,1,1,1,1,1,6,6,7,6,,4,1,0,0,5,,,2,,0,0.333333333,0,2.5,1,0,0,0,0,0,0,0,6.25
196,0,,,8,1,0,1,1,0,3,0,3,3,,2,1,1,1,1,0,,,,,,4,1,40000,0,6,,2,,,0.074074074,0.666666667,0,2.666666667,2,0.571428571,0.571428571,0,0,1.142857143,0,0,
197,0,,,12,0,0,1,1,0,3,0,2,2,2,2,1,1,1,1,1,8,8,9,7,1,3,1,0,0,8,,,4,,0.111111111,1,0,2.333333333,1.5,1,1,0.75,0,2.75,1700000,0,8
198,0,,,9,0,0,1,1,0,8,1,3,2,2,2,1,1,1,1,1,9,10,10,10,,3,1,0,0,7,,,2,,0.037037037,0.333333333,0.666666667,2.666666667,1,0,0,0.666666667,0,0.666666667,0,0,9.75
199,0,,,7,1,0,1,1,0,3,0,2,3,2,3,1,1,1,1,0,10,10,10,1,4,1,1,0,0,5,,,2,,0.037037037,1,0.333333333,2.666666667,1,0.666666667,1,1,1,3.666666667,40000,0,7.75
200,0,,,9,0,0,0,1,0,2,0,,2,2,2,1,1,1,1,0,10,10,10,8,,4,1,0,0,6,,,3,,0.148148148,1,0.666666667,2.333333333,2,1,1,1,0.333333333,3.333333333,0,0,9.5
201,0,,,7,1,0,1,1,0,2,0,2,2,2,3,1,1,1,1,0,7,8,7,6,,3,1,25000,0,6,,,1,,0.111111111,1,0.333333333,2.666666667,2.333333333,1,1,1,1,4,0,0,7
202,0,,,10,0,1,1,1,0,3,1,3,3,3,2,1,1,1,1,0,8,8,9,8,,1,1,0,0,8,,,2,,0,0.333333333,0,2.666666667,2,1,1,0,0,2,0,0,8.25
203,0,,,12,1,0,1,1,0,2,0,2,3,3,2,1,1,1,1,1,8,9,9,7,,2,1,0,0,9,,,3,,0.148148148,1,0.666666667,2.333333333,2.333333333,0.666666667,1,1,1,3.666666667,0,0,8.25
204,0,,,8,0,0,1,0,0,2,0,,3,2,3,1,1,1,1,1,8,8,8,6,7,1,1,0,0,8,,,,,0,0.333333333,0.333333333,2.666666667,1,0.375,0,0,0,0.375,75000,0,7.5
205,0,,,13,0,1,0,0,0,2,0,3,3,2,3,1,1,1,1,0,8,8,8,7,,,1,0,0,12,,,1,,0,0.666666667,0,2.166666667,1.5,0,0,0,0,0,0,0,7.75
206,0,,,11,0,0,0,0,1,3,0,8,3,2,2,1,1,1,1,1,7,8,7,6,,2,0,0,0,9,,,2,,0.037037037,0.666666667,0.333333333,1.666666667,2,0.666666667,0.333333333,0,0,1,0,0,7
207,0,,,11,0,1,0,0,1,3,1,3,3,2,2,1,1,1,1,0,8,8,8,8,,3,1,0,0,8,,,3,,0,0,0,3,,1,0.666666667,0.333333333,0,2,0,0,8
208,0,,,11,0,0,0,0,0,2,1,3,3,3,3,1,1,1,1,1,9,9,9,8,,3,1,0,0,9,,,2,,0.148148148,0.333333333,0,3,2,1,0.333333333,0,0,1.333333333,0,0,8.75
209,0,,,11,0,0,0,0,0,,0,,3,2,3,1,1,1,1,1,8,8,8,5,,3,0,0,0,9,,,2,,0.037037037,0.333333333,0,2.5,3,0,0.333333333,0.333333333,0,0.666666667,0,,7.25
210,0,,,14,0,0,0,0,0,8,0,,3,2,2,1,1,8,1,1,8,9,8,8,,1,1,0,0,10,,,4,,0.037037037,0.333333333,0.333333333,3,1,0.333333333,0.333333333,0,0,0.666666667,0,0,8.25
211,0,,,11,0,0,0,0,0,2,0,8,3,3,3,1,1,1,1,1,10,10,10,8,,3,0,0,0,9,1,,1,,0.055555556,0.5,0,2.5,2,0.571428571,0.285714286,0,0,0.857142857,0,0,9.5
212,0,,5,16,1,0,0,0,0,3,0,8,3,2,3,1,1,1,1,1,9,8,9,9,7,4,1,0,0,11,,,5,,0,0,0.333333333,2.333333333,,0,1,0,0,1,80000,0,8.75
213,0,,,13,0,0,0,1,1,3,0,3,2,3,2,1,1,1,1,1,8,7,8,7,,1,0,0,0,9,,4,,,0,0,0,2.333333333,,0.666666667,1,0.333333333,0,2,0,,7.5
214,1,3,1,14,0,0,1,1,0,3,0,8,3,2,2,1,1,1,1,1,8,8,8,8,,1,0,7500,0,11,,,3,,0.037037037,0.666666667,0.666666667,3,1.5,0.333333333,0.333333333,0,0,0.666666667,10000,,8
215,0,,,11,0,0,0,0,0,2,0,8,2,3,2,1,1,1,1,0,8,8,9,9,,1,0,0,0,8,,,3,,0,0,1,2.5,,0.666666667,0.333333333,0.333333333,0,1.333333333,0,,8.5
216,1,3,,9,0,0,1,1,1,3,0,3,2,3,3,1,1,1,1,1,7,8,8,5,,3,1,30000,0,7,,,2,,0,0.333333333,0,2.5,2,0.333333333,0.666666667,0,0,1,0,0,7
217,0,,,9,0,0,0,0,1,3,1,3,3,2,2,1,1,1,1,1,8,8,9,8,,1,1,0,0,7,,,2,,0.037037037,0.666666667,0.666666667,2.833333333,3,0,0,0.25,0,0.25,0,0,8.25
218,0,,,,0,0,0,0,0,2,0,3,2,2,2,1,1,1,1,1,8,8,8,8,,2,1,0,0,,,,,,0.111111111,0.666666667,0,2,2,0,0.666666667,0,0,0.666666667,9200000,0,8
219,0,,5,19,0,0,0,0,0,3,1,3,3,2,2,1,1,1,1,1,9,9,9,8,,2,1,0,0,16,,,3,,0.055555556,0.5,0,2.5,1,0.666666667,0.333333333,0.333333333,0,1.333333333,5000,0,8.75
220,0,,,11,0,0,1,1,0,3,0,3,3,3,3,1,1,1,1,1,8,8,8,8,3,3,1,0,0,8,,,3,,0.074074074,0.666666667,0,2.666666667,2,0.333333333,0.666666667,0,0,1,37500,0,8
221,0,,,11,0,0,1,0,1,3,0,3,3,3,2,1,1,1,1,0,8,8,7,7,,3,1,0,0,8,,,3,,0.037037037,1,0,2.5,1.333333333,1,0.333333333,0,0,1.333333333,0,0,7.5
222,0,,,9,0,1,1,1,1,3,1,3,2,3,3,1,1,1,1,1,7,8,7,6,,3,1,0,0,6,,,3,,0,0,0,3,,0,0,0.333333333,0,0.333333333,0,0,7
223,0,,,10,0,0,0,0,0,3,1,3,3,2,3,1,1,1,1,0,8,8,8,7,,3,0,0,0,7,,,3,,0.148148148,1,1,3.166666667,2,1,0.285714286,0.428571429,0,1.714285714,0,,7.75
224,0,,,8,0,0,1,1,1,3,1,3,3,3,3,2,1,1,1,1,9,9,10,8,,2,0,0,0,8,,,,,0,0,0,3,,0.333333333,0.333333333,0,0,0.666666667,0,,9
225,0,,,10,0,0,0,1,1,3,0,2,2,3,2,1,1,1,1,1,8,8,8,7,,1,1,0,0,8,,,2,,0.074074074,0.666666667,0,2.5,2,0.571428571,0,0.285714286,0,0.857142857,0,0,7.75
226,0,,,12,1,1,1,1,0,3,0,3,3,2,3,1,1,1,1,1,9,9,9,8,,2,0,0,0,9,,3,,,0.111111111,1,0.333333333,3,2.333333333,0,0,0.666666667,0,0.666666667,0,0,8.75
227,0,,,10,0,0,1,1,1,2,1,3,3,3,3,1,1,1,1,1,8,8,8,6,,3,0,0,0,8,,,2,,0.333333333,1,1,2.5,2.5,0.571428571,1,0.285714286,0.285714286,2.142857143,0,,7.5
228,0,,5,10,0,1,1,0,1,3,0,3,3,2,3,1,1,1,1,1,8,8,8,7,,2,1,70000,1,7,,,3,,0.111111111,0.333333333,0.666666667,3,4,0,0.714285714,0.428571429,0,1.142857143,5000000,0,7.75
229,0,,,12,0,0,0,0,0,3,0,,2,3,2,1,1,1,1,1,7,7,8,6,,1,1,0,0,9,,,3,,0,0.333333333,0,2.666666667,2,1,1,0.333333333,0.333333333,2.666666667,0,0,7
230,0,,,11,0,0,0,0,0,2,0,3,3,3,3,1,1,1,1,1,8,8,8,7,2,2,1,0,0,9,,,2,,0.074074074,0.666666667,0.333333333,2.666666667,2.5,1,1,1,0.333333333,3.333333333,2250000,0,7.75
231,0,,,11,0,0,0,0,0,1,0,1,3,2,3,2,2,1,1,1,6,7,7,6,4,2,1,0,0,9,,,2,,0.074074074,1,0.333333333,2.666666667,2,1,1,0.285714286,0,2.285714286,4000000,0,6.5
232,0,,1,11,0,0,1,1,1,2,1,2,3,3,2,1,1,1,1,1,9,9,10,9,7,2,1,0,0,7,,,4,,0.148148148,1,0.666666667,2.666666667,2.333333333,1,1,1,0.571428571,3.571428571,85000,0,9.25
233,0,,,10,1,0,0,1,0,2,0,2,3,2,3,1,1,1,1,1,8,9,8,8,3,1,1,0,0,8,,,2,,0.111111111,0.666666667,0.666666667,2.833333333,3,1,0.571428571,0,0,1.571428571,3800000,0,8.25
234,0,,,10,1,0,0,0,0,1,0,2,3,2,3,1,1,1,1,1,8,8,8,8,7,2,0,0,0,8,,,2,,0.074074074,0.666666667,0,2.666666667,1,1,1,0.333333333,0,2.333333333,7750000,0,8
235,0,,1,13,0,0,1,0,0,,0,,3,2,2,1,1,1,1,1,7,8,8,7,,1,1,0,0,9,,,4,,0.037037037,0.666666667,0,2.5,1,1,0.333333333,0,0,1.333333333,13000,0,7.5
236,1,3,,12,1,0,1,0,1,3,0,3,3,3,3,1,1,1,1,1,9,9,9,8,5,1,1,0,0,8,,3,1,,0.111111111,1,0.333333333,2.666666667,2,1,1,0.666666667,0.333333333,3,50000,0,8.75
237,0,,,13,0,0,0,0,0,,0,,3,3,2,1,1,1,1,1,7,7,8,7,8,2,0,0,0,9,,,4,,0.037037037,0.666666667,0,2.666666667,1,1,0.666666667,0.333333333,0,2,8400000,0,7.25
238,0,,,13,0,0,1,0,0,,0,,2,2,2,,,,,1,8,8,8,8,,,0,0,0,11,,,2,,0.074074074,0.666666667,0.333333333,2.333333333,1.5,1,1,0.25,0,2.25,0,0,8
239,0,,,12,1,0,1,0,0,3,1,3,3,2,2,1,1,1,1,1,8,8,8,8,,2,1,0,0,10,1,,1,,0.074074074,0.666666667,0,2.666666667,2,1,1,0.333333333,0.333333333,2.666666667,0,0,8
240,0,,,13,0,0,0,0,0,2,0,,2,3,3,1,1,1,1,1,7,7,8,8,2,1,1,0,0,9,,4,,,0.074074074,1,0.333333333,2.666666667,1,1,0.666666667,0.333333333,0,2,23000000,0,7.5
241,0,,,12,0,0,0,0,0,3,0,2,3,2,2,1,1,1,1,1,10,10,10,10,,2,1,0,0,9,,,3,,0,0.666666667,0,3,1,0.571428571,0.714285714,0,0,1.285714286,0,0,10
242,1,3,5,10,0,0,0,0,1,3,0,2,3,3,3,1,1,1,1,1,8,7,9,8,,1,1,0,0,6,,,4,,0.074074074,0.666666667,0,2.666666667,2,0.666666667,0.333333333,0.333333333,0,1.333333333,5080000,0,8
