name,value
"Sulawesi Barat",-26.2
"Maluku Utara",-10.66
"Jawa Timur",-10.31
Bali,-7.54
Yogyakarta,-3.5
"Kalimantan Selatan",-16.77
Banten,-10.28
"Sumatera Barat",-16.41
Riau,-16.02
"Sumatera Utara",-16.64
"Jawa Tengah",-3.91
"Jawa Barat",-11.28
"Bangka Belitung",-14.35
Jambi,-10.57
"Nusa Tenggara Barat",-29.68
"Sulawesi Selatan",-6.34
"Papua Barat",-11.14
"Sulawesi Tengah",-30.29
"Sumatera Selatan",-10.53
"Kalimantan Tengah",-27.04
Papua,-8.83
"Nangro Aceh Darussalam",-22.75
"Kalimantan Timur",-20.67
Lampung,-13.01
"Kalimantan Barat",-21.88
Gorontalo,-33.55
Maluku,-18.99
"Nusa Tenggara Timur",-21.81
"Sulawesi Tenggara",-25.35
Bengkulu,-24.94
"DKI Jakarta",-9.18
"Kepulauan Riau",-22.27
"Sulawesi Utara",-25.96
