name,value
"Sulawesi Barat",-10.23
"Maluku Utara",-11.07
"Jawa Timur",-8.17
Bali,2.62
Yogyakarta,2.5
"Kalimantan Selatan",-17.89
Banten,-6.81
"Sumatera Barat",2.73
Riau,4.96
"Sumatera Utara",1.25
"Jawa Tengah",-3.37
"Jawa Barat",-9.44
"Bangka Belitung",-5.24
Jambi,-4.58
"Nusa Tenggara Barat",5.85
"Sulawesi Selatan",-2.04
"Papua Barat",-9.47
"Sulawesi Tengah",-24.5
"Sumatera Selatan",-3.23
"Kalimantan Tengah",-30.08
Papua,-9.21
"Nangro Aceh Darussalam",-2.6
"Kalimantan Timur",-20.9
Lampung,-8.41
"Kalimantan Barat",-23.21
Gorontalo,-6.68
Maluku,-23.83
"Nusa Tenggara Timur",-19.43
"Sulawesi Tenggara",-16.56
Bengkulu,-24.97
"DKI Jakarta",-7.54
"Kepulauan Riau",-7.16
"Sulawesi Utara",-9.99
