name,value
Banten,-5.55
"Kalimantan Selatan",-10.6
"Sulawesi Barat",-9.71
"Maluku Utara",-5.26
"Jawa Barat",-6.69
Jambi,-2.49
"Jawa Tengah",0.3
"Sumatera Utara",1.11
"Bangka Belitung",-6.64
"Sulawesi Selatan",3.9
"Nusa Tenggara Barat",3.24
"Sulawesi Tengah",-25.33
"Papua Barat",-12.42
"DKI Jakarta",-4.9
"Sulawesi Utara",-7.16
"Kepulauan Riau",-6
Bengkulu,-28.07
"Sulawesi Tenggara",-23.67
"Jawa Timur",-6.48
"Nusa Tenggara Timur",-13.68
"Kalimantan Tengah",-30.82
"Sumatera Selatan",-7.06
Papua,-12.91
Lampung,-12.51
Riau,4.46
"Sumatera Barat",0
"Kalimantan Timur",-18.3
"Nangro Aceh Darussalam",-2.96
Maluku,-12.7
Yogyakarta,5.15
Bali,1.31
"Kalimantan Barat",-27.52
Gorontalo,-13.57
