name,value
Banten,-9.02
"Kalimantan Selatan",-13.41
"Sulawesi Barat",-18.59
"Maluku Utara",-14.91
"Jawa Barat",-10.4
Jambi,-13.97
"Jawa Tengah",-1.75
"Sumatera Utara",-14.08
"Bangka Belitung",-18.07
"Sulawesi Selatan",-1.36
"Nusa Tenggara Barat",-27.37
"Sulawesi Tengah",-28.04
"Papua Barat",-7.76
"DKI Jakarta",-8.95
"Sulawesi Utara",-20.25
"Kepulauan Riau",-22.13
Bengkulu,-29.69
"Sulawesi Tenggara",-24.91
"Jawa Timur",-9.89
"Nusa Tenggara Timur",-19.56
"Kalimantan Tengah",-24.04
"Sumatera Selatan",-12.01
Papua,-6.99
Lampung,-9.92
Riau,-16.15
"Sumatera Barat",-15.47
"Kalimantan Timur",-19.47
"Nangro Aceh Darussalam",-26.08
Maluku,-10
Yogyakarta,-1.91
Bali,-9.05
"Kalimantan Barat",-19.51
Gorontalo,-29.42
