name,value
Banten,-7.08
"Kalimantan Selatan",-16.74
"Sulawesi Barat",-25.22
"Maluku Utara",-1.32
"Jawa Barat",-7.3
Jambi,-13
"Jawa Tengah",3.16
"Sumatera Utara",-15.57
"Bangka Belitung",-20.99
"Sulawesi Selatan",4.01
"Nusa Tenggara Barat",-30.88
"Sulawesi Tengah",-30.27
"Papua Barat",-4.97
"DKI Jakarta",-3.99
"Sulawesi Utara",1.62
"Kepulauan Riau",-15.83
Bengkulu,-16.87
"Sulawesi Tenggara",-31.81
"Jawa Timur",-3.31
"Nusa Tenggara Timur",-34.51
"Kalimantan Tengah",-13.62
"Sumatera Selatan",-9.74
Papua,-4.4
Lampung,-8.36
Riau,-15.75
"Sumatera Barat",-22.21
"Kalimantan Timur",-12.82
"Nangro Aceh Darussalam",-27.56
Maluku,3.79
Yogyakarta,3.12
Bali,-8.74
"Kalimantan Barat",-9.29
Gorontalo,-23.06
