name,value
Lampung,-14.49
"Jawa Tengah",-5.34
"Jawa Barat",-12.5
Jambi,-11.27
"Sumatera Utara",-15.74
"Bangka Belitung",-16.84
"Nusa Tenggara Timur",-19.46
"Kalimantan Barat",-22.88
Gorontalo,-26.24
Bali,-4.24
Yogyakarta,-2.41
Maluku,-16.32
"Sumatera Barat",-15.71
Riau,-16.62
"Nangro Aceh Darussalam",-25.91
"Kalimantan Timur",-30.32
"Sumatera Selatan",-13.05
"Kalimantan Tengah",-29.9
Papua,-10.83
"Jawa Timur",-12.48
"Sulawesi Barat",-32.91
"Maluku Utara",-21.74
"Sulawesi Selatan",-6.6
"Nusa Tenggara Barat",-31.16
"Sulawesi Tengah",-33.79
"Papua Barat",-11.77
"Sulawesi Tenggara",-28.6
Bengkulu,-29.14
"DKI Jakarta",-10.77
"Sulawesi Utara",-23.4
"Kepulauan Riau",-20.43
"Kalimantan Selatan",-17.16
Banten,-10.44
