name,value
Lampung,-14.64
"Jawa Tengah",-2.04
"Jawa Barat",-6.57
Jambi,-1.64
"Sumatera Utara",1.17
"Bangka Belitung",-4.94
"Nusa Tenggara Timur",-17.22
"Kalimantan Barat",-20.79
Gorontalo,-4.97
Bali,7.25
Yogyakarta,6.18
Maluku,-28.49
"Sumatera Barat",5.08
Riau,8.14
"Nangro Aceh Darussalam",1.73
"Kalimantan Timur",-21.2
"Sumatera Selatan",0.19
"Kalimantan Tengah",-29
Papua,-17.62
"Jawa Timur",-7.41
"Sulawesi Barat",-1.65
"Maluku Utara",-14.5
"Sulawesi Selatan",-2.67
"Nusa Tenggara Barat",1.91
"Sulawesi Tengah",-16.64
"Papua Barat",-20.42
"Sulawesi Tenggara",-10.32
Bengkulu,-20.38
"DKI Jakarta",-6.45
"Sulawesi Utara",-7.65
"Kepulauan Riau",-4.92
"Kalimantan Selatan",-14.42
Banten,-3.88
