name,value
Lampung,0.029999999999999
"Jawa Tengah",7.41
"Jawa Barat",-1.23
Jambi,-0.06
"Sumatera Utara",5.05
"Bangka Belitung",5.86
"Nusa Tenggara Timur",-0.43
"Kalimantan Barat",-17.02
Gorontalo,-34.37
Bali,14.9
Yogyakarta,9.76
Maluku,-0.3
"Sumatera Barat",0.78
Riau,0.89
"Nangro Aceh Darussalam",-12.01
"Kalimantan Timur",-9.83
"Sumatera Selatan",2.84
"Kalimantan Tengah",-5.7
Papua,0.73
"Jawa Timur",6.43
"Sulawesi Barat",-9.42
"Maluku Utara",2.17
"Sulawesi Selatan",6.39
"Nusa Tenggara Barat",2.46
"Sulawesi Tengah",-0.83
"Papua Barat",-1.04
"Sulawesi Tenggara",-0.06
Bengkulu,-14.68
"DKI Jakarta",2.46
"Sulawesi Utara",-13.59
"Kepulauan Riau",-2.75
"Kalimantan Selatan",0.84
Banten,0.58
