name,value
"Kalimantan Barat",-24.63
Gorontalo,-27.28
Bengkulu,-27.14
"Sulawesi Tenggara",-0.57
"Sulawesi Barat",-11.91
"Sumatera Selatan",-14.52
"Kalimantan Tengah",-8.06
Papua,-1.46
Yogyakarta,-10.17
Bali,-6.73
"Sulawesi Selatan",-10.4
"Papua Barat",-1.98
"Nusa Tenggara Barat",-1.5
"Sulawesi Tengah",-1.03
"Jawa Timur",-5.61
"Kalimantan Selatan",-7.84
Banten,-12.45
"Jawa Barat",-14.74
"Jawa Tengah",-10.85
"Sumatera Utara",-7.68
Jambi,-18.49
"Bangka Belitung",-3.4
"DKI Jakarta",-6.7
"Kepulauan Riau",-16.9
"Sulawesi Utara",-30.57
"Nusa Tenggara Timur",-2.66
Lampung,-14.18
"Kalimantan Timur",-14.03
"Nangro Aceh Darussalam",-22.9
"Sumatera Barat",-13.29
Riau,-14.7
"Maluku Utara",-7.43
Maluku,-6.19
