name,value
"Kalimantan Barat",-15.69
Gorontalo,-19.28
Bengkulu,-16.08
"Sulawesi Tenggara",-32.57
"Sulawesi Barat",-34.56
"Sumatera Selatan",-19.96
"Kalimantan Tengah",-14.18
Papua,-5.63
Yogyakarta,-16.09
Bali,-30.95
"Sulawesi Selatan",-12.26
"Papua Barat",-4.95
"Nusa Tenggara Barat",-40.44
"Sulawesi Tengah",-27.96
"Jawa Timur",-19.07
"Kalimantan Selatan",-27.27
Banten,-24.4
"Jawa Barat",-19.63
"Jawa Tengah",-15.09
"Sumatera Utara",-26.92
Jambi,-22.69
"Bangka Belitung",-30.63
"DKI Jakarta",-20.2
"Kepulauan Riau",-21.95
"Sulawesi Utara",-2.41
"Nusa Tenggara Timur",-9.26
Lampung,-11.72
"Kalimantan Timur",-19.05
"Nangro Aceh Darussalam",-19.62
"Sumatera Barat",-25.12
Riau,-22.98
"Maluku Utara",-7.43
Maluku,-8.05
