name,value
Riau,-37.03
"Sumatera Barat",-38.36
"Kalimantan Barat",-32.47
"Sumatera Utara",-32.13
"Jawa Tengah",-17.2
"Jawa Barat",-20.72
Jambi,-40.3
"Bangka Belitung",-32.17
"Kalimantan Selatan",-27.27
Banten,-20.74
"Sumatera Selatan",-29.84
"Kalimantan Tengah",-45.9
Papua,-62.52
"Nangro Aceh Darussalam",-49.87
"Kalimantan Timur",-40.51
Lampung,-29.22
Yogyakarta,-16.81
Bali,-24.95
"Jawa Timur",-25.3
"Sulawesi Selatan",-30.5
"Nusa Tenggara Barat",-45.01
"Sulawesi Tengah",-56.8
"Sulawesi Barat",-46.43
"Sulawesi Tenggara",-60.09
Bengkulu,-47.29
"DKI Jakarta",-22.16
"Sulawesi Utara",-34.09
"Kepulauan Riau",-36.72
"Nusa Tenggara Timur",-65.64
Maluku,-63.94
"Maluku Utara",-59.12
Gorontalo,-53.63
"Papua Barat",-65.82
