name,value
Riau,-12.6
"Sumatera Barat",-13.21
"Kalimantan Barat",-24.95
"Sumatera Utara",-5.93
"Jawa Tengah",-9.48
"Jawa Barat",-14.35
Jambi,-18.25
"Bangka Belitung",-2.98
"Kalimantan Selatan",-6.39
Banten,-10.94
"Sumatera Selatan",-13.56
"Kalimantan Tengah",-8.27
Papua,-1.26
"Nangro Aceh Darussalam",-20.2
"Kalimantan Timur",-12.28
Lampung,-13.47
Yogyakarta,-9.99
Bali,-6.36
"Jawa Timur",-4.61
"Sulawesi Selatan",-8.05
"Nusa Tenggara Barat",-1.52
"Sulawesi Tengah",-0.28
"Sulawesi Barat",-13.38
"Sulawesi Tenggara",-0.62
Bengkulu,-24
"DKI Jakarta",-5.52
"Sulawesi Utara",-27.7
"Kepulauan Riau",-15.65
"Nusa Tenggara Timur",-1.32
Maluku,-4.23
"Maluku Utara",-9.49
Gorontalo,-21.58
"Papua Barat",0
