name,value
Gorontalo,-20.77
"Kalimantan Barat",-24.68
"Kalimantan Timur",-9.39
"Nangro Aceh Darussalam",-14.64
"Sulawesi Barat",-4.98
"Maluku Utara",-0.22
"Sumatera Barat",-6.95
Riau,-5.98
"Sulawesi Utara",-21.14
"Kepulauan Riau",-10.83
"DKI Jakarta",-2.27
Maluku,0.07
Bali,-1.69
Yogyakarta,-1.67
"Sulawesi Selatan",1.47
"Nusa Tenggara Barat",-1.64
"Papua Barat",0.05
"Sulawesi Tengah",-0.15
"Jawa Timur",-0.38
"Sumatera Selatan",-4.06
"Kalimantan Tengah",-7.75
Papua,0.07
Jambi,-9.53
"Sumatera Utara",-2.48
"Jawa Barat",-9.53
"Bangka Belitung",1.3
"Jawa Tengah",-0.44
Lampung,-9.8
Banten,-10.51
"Kalimantan Selatan",-2.2
"Nusa Tenggara Timur",0.06
Bengkulu,-18.81
"Sulawesi Tenggara",-0.06
