name,value
Gorontalo,-10.88
"Kalimantan Barat",-11.66
"Kalimantan Timur",-11.11
"Nangro Aceh Darussalam",-14.86
"Sulawesi Barat",-9.28
"Maluku Utara",-1.2
"Sumatera Barat",-21.34
Riau,-14.48
"Sulawesi Utara",-0.72
"Kepulauan Riau",-17.44
"DKI Jakarta",-10.82
Maluku,-0.11
Bali,-31.44
Yogyakarta,-3.51
"Sulawesi Selatan",2.14
"Nusa Tenggara Barat",-44.05
"Papua Barat",-0.24
"Sulawesi Tengah",-9.03
"Jawa Timur",-9.78
"Sumatera Selatan",-13.07
"Kalimantan Tengah",-10.46
Papua,-0.39
Jambi,-12.83
"Sumatera Utara",-21.09
"Jawa Barat",-16.25
"Bangka Belitung",-38.93
"Jawa Tengah",-3.78
Lampung,-10.5
Banten,-21.62
"Kalimantan Selatan",-29.31
"Nusa Tenggara Timur",-3.49
Bengkulu,-11.44
"Sulawesi Tenggara",-7.19
