name,value
Gorontalo,-4.16
"Kalimantan Barat",-23.16
"Kalimantan Timur",-16.56
"Nangro Aceh Darussalam",-1.53
"Sulawesi Barat",-2.71
"Maluku Utara",-0.73
"Sumatera Barat",0.79
Riau,2.5
"Sulawesi Utara",-10.84
"Kepulauan Riau",-7.07
"DKI Jakarta",-10.19
Maluku,-1.08
Bali,-7.63
Yogyakarta,-2.6
"Sulawesi Selatan",0.21
"Nusa Tenggara Barat",0.53
"Papua Barat",-0.33
"Sulawesi Tengah",-8.94
"Jawa Timur",-21.97
"Sumatera Selatan",-3.85
"Kalimantan Tengah",-24.63
Papua,-0.52
Jambi,-2.22
"Sumatera Utara",0.96
"Jawa Barat",-19.85
"Bangka Belitung",-8.72
"Jawa Tengah",-12.22
Lampung,-18.24
Banten,-12.64
"Kalimantan Selatan",-12.06
"Nusa Tenggara Timur",-2.45
Bengkulu,-13.85
"Sulawesi Tenggara",-4.12
