name,value
"Nusa Tenggara Timur",0.45
Gorontalo,0.37
"Kalimantan Barat",1.32
"Jawa Tengah",11.48
"Sumatera Utara",7.8
"Jawa Barat",6.83
Jambi,4.32
"Bangka Belitung",4.57
"Sumatera Barat",5.1
Riau,6.2
"Sulawesi Tenggara",0.47
Bengkulu,0.74
Banten,7.08
"Kalimantan Selatan",5.09
"DKI Jakarta",7.96
"Sulawesi Utara",4.2
"Kepulauan Riau",3.49
Bali,5.75
Yogyakarta,13.22
Maluku,0.45
Lampung,6.15
"Sumatera Selatan",8.21
Papua,0.61
"Kalimantan Tengah",0.8
"Nangro Aceh Darussalam",1.76
"Kalimantan Timur",0.91
"Sulawesi Barat",0.94
"Maluku Utara",0.39
"Jawa Timur",7.83
"Nusa Tenggara Barat",2.14
"Sulawesi Selatan",10.33
"Sulawesi Tengah",0.47
"Papua Barat",0.48
