name,value
"Nusa Tenggara Timur",-94.65
Gorontalo,-76.1
"Kalimantan Barat",-40.65
"Jawa Tengah",-18.59
"Sumatera Utara",-45.71
"Jawa Barat",-24.33
Jambi,-61.86
"Bangka Belitung",-36.4
"Sumatera Barat",-55.22
Riau,-56.09
"Sulawesi Tenggara",-91.75
Bengkulu,-63.34
Banten,-24.91
"Kalimantan Selatan",-34.1
"DKI Jakarta",-28.47
"Sulawesi Utara",-48.74
"Kepulauan Riau",-54.48
Bali,-32.08
Yogyakarta,-19.63
Maluku,-96.63
Lampung,-36.06
"Sumatera Selatan",-43.72
Papua,-96.23
"Kalimantan Tengah",-64.49
"Nangro Aceh Darussalam",-71.31
"Kalimantan Timur",-64.19
"Sulawesi Barat",-84.42
"Maluku Utara",-97.24
"Jawa Timur",-31.43
"Nusa Tenggara Barat",-44
"Sulawesi Selatan",-44.81
"Sulawesi Tengah",-86.78
"Papua Barat",-97.1
