name,value
"Nusa Tenggara Timur",-0.12
Gorontalo,-15.28
"Kalimantan Barat",-28.5
"Jawa Tengah",-7.45
"Sumatera Utara",-2.55
"Jawa Barat",-15.17
Jambi,-9.96
"Bangka Belitung",-0.95
"Sumatera Barat",-8.37
Riau,-8.17
"Sulawesi Tenggara",-0.09
Bengkulu,-21.71
Banten,-12.33
"Kalimantan Selatan",-5.74
"DKI Jakarta",-5.62
"Sulawesi Utara",-26.44
"Kepulauan Riau",-9.77
Bali,-3.53
Yogyakarta,-8.69
Maluku,-0.13
Lampung,-13.21
"Sumatera Selatan",-8.87
Papua,-0.13
"Kalimantan Tengah",-6.99
"Nangro Aceh Darussalam",-13.62
"Kalimantan Timur",-8.82
"Sulawesi Barat",-6.02
"Maluku Utara",-0.29
"Jawa Timur",-2.36
"Nusa Tenggara Barat",-0.48
"Sulawesi Selatan",-3.55
"Sulawesi Tengah",-0.17
"Papua Barat",-0.16
