name,value
"Sumatera Selatan",-14.51
"Kalimantan Tengah",-12.44
Papua,-2.18
"Kalimantan Barat",-15.18
Gorontalo,-17.13
Yogyakarta,-7.21
Bali,-23.79
"Sulawesi Tenggara",-21.24
Bengkulu,-17.74
Banten,-17.81
"Kalimantan Selatan",-24.32
"Maluku Utara",-3.05
"Sulawesi Barat",-17.11
Riau,-18.24
"Sumatera Barat",-21.4
Lampung,-10.62
"Kalimantan Timur",-16.27
"Nangro Aceh Darussalam",-21.47
"DKI Jakarta",-11.72
"Kepulauan Riau",-19.02
"Sulawesi Utara",-2.29
"Nusa Tenggara Timur",-13.44
Maluku,-1.63
Jambi,-16.77
"Sumatera Utara",-21.41
"Jawa Barat",-14.43
"Jawa Tengah",-7.03
"Bangka Belitung",-24.97
"Jawa Timur",-10.39
"Sulawesi Selatan",-2.56
"Sulawesi Tengah",-21.37
"Nusa Tenggara Barat",-41.5
"Papua Barat",-3.86
