name,value
"Sumatera Selatan",10.37
"Kalimantan Tengah",2.03
Papua,9.88
"Kalimantan Barat",2.61
Gorontalo,0.94
Yogyakarta,13.74
Bali,8.87
"Sulawesi Tenggara",2.39
Bengkulu,1.7
Banten,9.57
"Kalimantan Selatan",6.69
"Maluku Utara",6.99
"Sulawesi Barat",3.35
Riau,9.91
"Sumatera Barat",7.92
Lampung,8.57
"Kalimantan Timur",2.83
"Nangro Aceh Darussalam",3.74
"DKI Jakarta",11.72
"Kepulauan Riau",6
"Sulawesi Utara",7.36
"Nusa Tenggara Timur",3.84
Maluku,6.74
Jambi,8.38
"Sumatera Utara",10.78
"Jawa Barat",8.9
"Jawa Tengah",12.87
"Bangka Belitung",8.44
"Jawa Timur",10.14
"Sulawesi Selatan",13.61
"Sulawesi Tengah",1.87
"Nusa Tenggara Barat",4.46
"Papua Barat",5.79
