name,value
"Sulawesi Barat",-20.68
"Maluku Utara",-1.58
"Kalimantan Barat",-16.86
Gorontalo,-24.73
Riau,-13.29
"Sumatera Barat",-11.89
"Nusa Tenggara Timur",-19.78
"Jawa Tengah",-1.05
"Sumatera Utara",-10.7
"Jawa Barat",-9.18
"Bangka Belitung",-10
Jambi,-9.19
"Sulawesi Selatan",1.56
"Sulawesi Tengah",-21.58
"Nusa Tenggara Barat",-25.91
"Papua Barat",-2.68
"Jawa Timur",-7.7
Yogyakarta,-0.09
Bali,-8.5
Maluku,-12.67
"Kalimantan Timur",-19.48
"Nangro Aceh Darussalam",-18.12
Lampung,-8.49
"Sumatera Selatan",-7.18
Papua,-5.45
"Kalimantan Tengah",-19.44
"DKI Jakarta",-6.67
"Kepulauan Riau",-17.37
"Sulawesi Utara",-16.34
Bengkulu,-24.26
"Sulawesi Tenggara",-17
Banten,-6.59
"Kalimantan Selatan",-11.92
