name,value
"Sulawesi Barat",-14.28
"Maluku Utara",-0.39
"Kalimantan Barat",-31.24
Gorontalo,-11.93
Riau,4.8
"Sumatera Barat",2.14
"Nusa Tenggara Timur",-18.03
"Jawa Tengah",-2.5
"Sumatera Utara",-0.27
"Jawa Barat",-8.46
"Bangka Belitung",-10.14
Jambi,-5.87
"Sulawesi Selatan",-0.74
"Sulawesi Tengah",-28
"Nusa Tenggara Barat",3.25
"Papua Barat",-9.82
"Jawa Timur",-8.21
Yogyakarta,2.73
Bali,0.15
Maluku,-20.66
"Kalimantan Timur",-23.22
"Nangro Aceh Darussalam",-2.57
Lampung,-14.46
"Sumatera Selatan",-6.86
Papua,-1.17
"Kalimantan Tengah",-34.24
"DKI Jakarta",-6.13
"Kepulauan Riau",-7.45
"Sulawesi Utara",-10.53
Bengkulu,-26.46
"Sulawesi Tenggara",-22.94
Banten,-7.13
"Kalimantan Selatan",-19.4
