name,value
"Jawa Timur",7.36
"Jawa Barat",6.53
"Jawa Tengah",10.89
Jambi,4.08
"Sumatera Utara",7.2
"Bangka Belitung",4.25
"Sulawesi Selatan",9.56
"Nusa Tenggara Barat",1.94
"Papua Barat",0.4
"Sulawesi Tengah",0.39
"Maluku Utara",0.32
"Sulawesi Barat",0.82
Banten,6.64
"Kalimantan Selatan",4.99
"Sulawesi Tenggara",0.41
Bengkulu,0.68
"Sulawesi Utara",3.95
"DKI Jakarta",7.6
"Kepulauan Riau",3.07
"Kalimantan Barat",1.21
Gorontalo,0.33
Maluku,0.42
Bali,5.5
Yogyakarta,12.74
"Nusa Tenggara Timur",0.39
Lampung,5.62
"Sumatera Selatan",7.91
Papua,0.47
"Kalimantan Tengah",0.7
Riau,5.86
"Sumatera Barat",4.67
"Kalimantan Timur",0.65
"Nangro Aceh Darussalam",1.67
