name,value
"Jawa Timur",-32.31
"Jawa Barat",-24.77
"Jawa Tengah",-19.25
Jambi,-62.13
"Sumatera Utara",-46.32
"Bangka Belitung",-37.28
"Sulawesi Selatan",-46.93
"Nusa Tenggara Barat",-44.37
"Papua Barat",-97.36
"Sulawesi Tengah",-87.37
"Maluku Utara",-97.55
"Sulawesi Barat",-84.4
Banten,-25.51
"Kalimantan Selatan",-33.83
"Sulawesi Tenggara",-91.96
Bengkulu,-63.86
"Sulawesi Utara",-49.53
"DKI Jakarta",-28.54
"Kepulauan Riau",-55.6
"Kalimantan Barat",-41.37
Gorontalo,-76.77
Maluku,-96.72
Bali,-33.06
Yogyakarta,-20.22
"Nusa Tenggara Timur",-94.99
Lampung,-36.58
"Sumatera Selatan",-44.3
Papua,-96.84
"Kalimantan Tengah",-65.89
Riau,-56.57
"Sumatera Barat",-55.62
"Kalimantan Timur",-64.82
"Nangro Aceh Darussalam",-71.34
