name,value
"Jawa Timur",-2.85
"Jawa Barat",-15.92
"Jawa Tengah",-8.33
Jambi,-10.47
"Sumatera Utara",-3.79
"Bangka Belitung",-1.26
"Sulawesi Selatan",-4.36
"Nusa Tenggara Barat",-0.47
"Papua Barat",-0.18
"Sulawesi Tengah",-0.2
"Maluku Utara",-0.24
"Sulawesi Barat",-6.07
Banten,-12.58
"Kalimantan Selatan",-5.8
"Sulawesi Tenggara",-0.09
Bengkulu,-22.41
"Sulawesi Utara",-26.32
"DKI Jakarta",-5.81
"Kepulauan Riau",-10.27
"Kalimantan Barat",-28.96
Gorontalo,-14.44
Maluku,-0.14
Bali,-3.87
Yogyakarta,-8.92
"Nusa Tenggara Timur",-0.16
Lampung,-13.45
"Sumatera Selatan",-9.66
Papua,-0.15
"Kalimantan Tengah",-7.46
Riau,-8.54
"Sumatera Barat",-8.94
"Kalimantan Timur",-9.13
"Nangro Aceh Darussalam",-13.74
