name,value
Gorontalo,-11.71
"Kalimantan Barat",-12.5
"Sumatera Barat",-21.37
Riau,-15.13
"Nusa Tenggara Timur",-3.55
"Sulawesi Barat",-8.57
"Maluku Utara",-0.35
"Jawa Timur",-10.42
Maluku,-0.12
Bali,-30.38
Yogyakarta,-5.07
Banten,-20.48
"Kalimantan Selatan",-29.7
"Kepulauan Riau",-17.18
"DKI Jakarta",-15.21
"Sulawesi Utara",-1.48
"Sulawesi Tenggara",-7.79
Bengkulu,-11.53
"Sumatera Selatan",-14.05
Papua,-0.35
"Kalimantan Tengah",-9.12
Lampung,-11.15
"Nangro Aceh Darussalam",-15
"Kalimantan Timur",-11.54
"Jawa Tengah",-5.29
"Jawa Barat",-16.44
"Sumatera Utara",-22.17
Jambi,-13.4
"Bangka Belitung",-37.34
"Sulawesi Selatan",-0.17
"Papua Barat",-0.3
"Nusa Tenggara Barat",-46.64
"Sulawesi Tengah",-9.38
