name,value
Gorontalo,-3.82
"Kalimantan Barat",-22.1
"Sumatera Barat",0.63
Riau,2.01
"Nusa Tenggara Timur",-2.59
"Sulawesi Barat",-2.68
"Maluku Utara",-0.75
"Jawa Timur",-22.23
Maluku,-1.36
Bali,-9.03
Yogyakarta,-5.64
Banten,-13.74
"Kalimantan Selatan",-13.67
"Kepulauan Riau",-7.27
"DKI Jakarta",-15.74
"Sulawesi Utara",-11.74
"Sulawesi Tenggara",-3.91
Bengkulu,-13.32
"Sumatera Selatan",-3.44
Papua,-0.87
"Kalimantan Tengah",-24.07
Lampung,-18.96
"Nangro Aceh Darussalam",-1.49
"Kalimantan Timur",-16.77
"Jawa Tengah",-15
"Jawa Barat",-19.37
"Sumatera Utara",-0.18
Jambi,-2.35
"Bangka Belitung",-9.42
"Sulawesi Selatan",-3.46
"Papua Barat",-0.75
"Nusa Tenggara Barat",0.35
"Sulawesi Tengah",-8.77
