name,value
Lampung,-1.58
"Sumatera Barat",-0.52
Riau,-1.38
"Kalimantan Barat",-19.73
Gorontalo,-24.84
Banten,-1.46
"Kalimantan Selatan",2.39
"Sulawesi Selatan",4.45
"Papua Barat",-1.27
"Nusa Tenggara Barat",0.94
"Sulawesi Tengah",-0.71
"Kalimantan Timur",-9.7
"Nangro Aceh Darussalam",-13.01
"Sumatera Selatan",0.98
Papua,-0.63
"Kalimantan Tengah",-7.06
Bengkulu,-16.77
"Sulawesi Tenggara",-0.91
"DKI Jakarta",0.93
"Sulawesi Utara",-14.86
"Kepulauan Riau",-7.52
Yogyakarta,6.91
Bali,5.85
"Nusa Tenggara Timur",-0.2
Maluku,-1.97
"Jawa Timur",4.36
"Sulawesi Barat",-9.89
"Maluku Utara",-7.3
"Bangka Belitung",1.34
"Jawa Barat",-3.1
"Jawa Tengah",5.93
"Sumatera Utara",3.69
Jambi,-2.23
