name,value
Lampung,-16.89
"Sumatera Barat",-17.51
Riau,-18.1
"Kalimantan Barat",-23.47
Gorontalo,-31.04
Banten,-11.73
"Kalimantan Selatan",-14.81
"Sulawesi Selatan",-10.2
"Papua Barat",-10.13
"Nusa Tenggara Barat",-31.16
"Sulawesi Tengah",-35.34
"Kalimantan Timur",-30.66
"Nangro Aceh Darussalam",-28.93
"Sumatera Selatan",-13.24
Papua,-14.52
"Kalimantan Tengah",-28.86
Bengkulu,-29.24
"Sulawesi Tenggara",-31.95
"DKI Jakarta",-12.21
"Sulawesi Utara",-24.14
"Kepulauan Riau",-25.21
Yogyakarta,-5.6
Bali,-13.82
"Nusa Tenggara Timur",-23.32
Maluku,-24.22
"Jawa Timur",-16.3
"Sulawesi Barat",-38.14
"Maluku Utara",-24.09
"Bangka Belitung",-22.38
"Jawa Barat",-14.51
"Jawa Tengah",-7.58
"Sumatera Utara",-16.65
Jambi,-15.97
