name,value
"DKI Jakarta",-21.49
"Kepulauan Riau",-19.75
"Sulawesi Utara",-2.2
Gorontalo,-14.83
"Kalimantan Barat",-15.87
"Jawa Tengah",-10.15
"Jawa Barat",-19.78
"Sumatera Utara",-25.37
Jambi,-15.66
"Bangka Belitung",-39.74
Lampung,-12.73
Bengkulu,-11.89
"Sulawesi Tenggara",-9.48
"Jawa Timur",-14.53
Riau,-17.39
"Sumatera Barat",-22.77
"Nusa Tenggara Barat",-53.24
"Sulawesi Selatan",-8.6
"Sulawesi Tengah",-10.64
"Papua Barat",-0.55
"Sumatera Selatan",-16.92
"Kalimantan Tengah",-9.89
Papua,-0.6
"Maluku Utara",-0.43
"Sulawesi Barat",-11.72
Banten,-26.84
"Kalimantan Selatan",-35.91
"Kalimantan Timur",-14.16
"Nangro Aceh Darussalam",-14.3
Bali,-31.87
Yogyakarta,-10.82
Maluku,-0.42
"Nusa Tenggara Timur",-2.26
