name,value
"DKI Jakarta",7.08
"Kepulauan Riau",2.69
"Sulawesi Utara",3.62
Gorontalo,0.25
"Kalimantan Barat",0.96
"Jawa Tengah",10.08
"Jawa Barat",6.2
"Sumatera Utara",6.5
Jambi,3.58
"Bangka Belitung",3.55
Lampung,5.11
Bengkulu,0.55
"Sulawesi Tenggara",0.35
"Jawa Timur",6.66
Riau,5.25
"Sumatera Barat",3.99
"Nusa Tenggara Barat",1.61
"Sulawesi Selatan",8.54
"Sulawesi Tengah",0.28
"Papua Barat",0.3
"Sumatera Selatan",7.5
"Kalimantan Tengah",0.64
Papua,0.36
"Maluku Utara",0.23
"Sulawesi Barat",0.79
Banten,6.25
"Kalimantan Selatan",4.76
"Kalimantan Timur",0.52
"Nangro Aceh Darussalam",1.47
Bali,4.75
Yogyakarta,11.96
Maluku,0.34
"Nusa Tenggara Timur",0.29
