name,value
"DKI Jakarta",-6.18
"Kepulauan Riau",-11.63
"Sulawesi Utara",-26.83
Gorontalo,-13.03
"Kalimantan Barat",-29.38
"Jawa Tengah",-9.49
"Jawa Barat",-16.78
"Sumatera Utara",-4.82
Jambi,-11.36
"Bangka Belitung",-2.01
Lampung,-14.3
Bengkulu,-23.73
"Sulawesi Tenggara",-0.14
"Jawa Timur",-3.58
Riau,-9.59
"Sumatera Barat",-9.85
"Nusa Tenggara Barat",-0.73
"Sulawesi Selatan",-5.76
"Sulawesi Tengah",-0.26
"Papua Barat",-0.16
"Sumatera Selatan",-10.72
"Kalimantan Tengah",-7.98
Papua,-0.23
"Maluku Utara",-0.26
"Sulawesi Barat",-6
Banten,-13.07
"Kalimantan Selatan",-5.98
"Kalimantan Timur",-9.19
"Nangro Aceh Darussalam",-14.24
Bali,-4.4
Yogyakarta,-9.5
Maluku,-0.16
"Nusa Tenggara Timur",-0.24
