name,value
"Sumatera Selatan",-9.96
"Kalimantan Tengah",-13.18
Papua,-5.55
Riau,-12.8
"Sumatera Barat",-18.86
"Kalimantan Barat",-13.02
Gorontalo,-24.01
"Jawa Timur",-1.62
"Nusa Tenggara Timur",-29.74
Yogyakarta,6.01
Bali,-6.73
Maluku,0
"Sulawesi Selatan",4.16
"Nusa Tenggara Barat",-22.82
"Sulawesi Tengah",-28.69
"Papua Barat",-1.05
Lampung,-7.93
"Kalimantan Timur",-14.79
"Nangro Aceh Darussalam",-27.64
"Sulawesi Barat",-32.47
"Maluku Utara",-5.32
"DKI Jakarta",-3.96
"Sulawesi Utara",-1.21
"Kepulauan Riau",-14.31
Banten,-6.4
"Kalimantan Selatan",-16.94
Bengkulu,-18.3
"Sulawesi Tenggara",-33.57
"Sumatera Utara",-15.97
"Jawa Barat",-8.08
"Jawa Tengah",4.06
Jambi,-12.73
"Bangka Belitung",-20.05
