name,value
"Sumatera Selatan",4.06
"Kalimantan Tengah",-16.99
Papua,2.4
Riau,1.49
"Sumatera Barat",0.76
"Kalimantan Barat",-14.45
Gorontalo,-30.81
"Jawa Timur",8.09
"Nusa Tenggara Timur",2.56
Yogyakarta,10.97
Bali,10.59
Maluku,8.04
"Sulawesi Selatan",10.96
"Nusa Tenggara Barat",2.72
"Sulawesi Tengah",-0.77
"Papua Barat",4.7
Lampung,2.93
"Kalimantan Timur",-8.4
"Nangro Aceh Darussalam",-16.73
"Sulawesi Barat",-3.38
"Maluku Utara",-1.94
"DKI Jakarta",5.32
"Sulawesi Utara",-11.21
"Kepulauan Riau",-4.31
Banten,3.13
"Kalimantan Selatan",2.85
Bengkulu,-15.46
"Sulawesi Tenggara",2.02
"Sumatera Utara",3.49
"Jawa Barat",1.25
"Jawa Tengah",10.14
Jambi,-0.38
"Bangka Belitung",6.7
