name,value
"Kalimantan Barat",-25.76
Gorontalo,-19.13
"Kalimantan Selatan",-3.95
Banten,-9.57
Riau,-5.78
"Sumatera Barat",-6.51
"Sulawesi Barat",-4.79
"Maluku Utara",-0.08
"Kepulauan Riau",-9.65
"Sulawesi Utara",-22.59
"DKI Jakarta",-3.9
Yogyakarta,-4.03
Bali,-1.97
"Nusa Tenggara Timur",0.14
Maluku,0.07
"Sulawesi Tenggara",0.04
Bengkulu,-19.01
Lampung,-9.47
"Kalimantan Timur",-8.49
"Nangro Aceh Darussalam",-13.6
"Sumatera Selatan",-4.94
Papua,0.1
"Kalimantan Tengah",-8.61
"Sumatera Utara",-1.3
"Jawa Barat",-11.06
Jambi,-8.33
"Jawa Tengah",-3.2
"Bangka Belitung",0.96
"Jawa Timur",-0.37
"Sulawesi Selatan",0.12
"Nusa Tenggara Barat",-0.9
"Sulawesi Tengah",-0.17
"Papua Barat",0.04
