name,value
"Kalimantan Barat",-21.21
Gorontalo,-3.26
"Kalimantan Selatan",-14.19
Banten,-13.86
Riau,2.01
"Sumatera Barat",0.8
"Sulawesi Barat",-2.78
"Maluku Utara",-0.82
"Kepulauan Riau",-7.23
"Sulawesi Utara",-12.12
"DKI Jakarta",-16.48
Yogyakarta,-6.18
Bali,-9.19
"Nusa Tenggara Timur",-2.56
Maluku,-1.55
"Sulawesi Tenggara",-3.6
Bengkulu,-12.54
Lampung,-18.88
"Kalimantan Timur",-16.82
"Nangro Aceh Darussalam",-1.37
"Sumatera Selatan",-2.94
Papua,-0.91
"Kalimantan Tengah",-23.53
"Sumatera Utara",-0.2
"Jawa Barat",-19.39
Jambi,-2.29
"Jawa Tengah",-15.78
"Bangka Belitung",-9.39
"Jawa Timur",-22.63
"Sulawesi Selatan",-4.38
"Nusa Tenggara Barat",0.31
"Sulawesi Tengah",-8.42
"Papua Barat",-0.79
