name,value
"Nangro Aceh Darussalam",-1.12
"Kalimantan Timur",-17.08
"Nusa Tenggara Timur",-2.62
"Kalimantan Tengah",-23.43
"Sumatera Selatan",-2.48
Papua,-1.27
Bali,-9.71
Yogyakarta,-6.8
"Sulawesi Barat",-3.92
"Maluku Utara",-0.8
"DKI Jakarta",-16.56
"Kepulauan Riau",-7.22
"Sulawesi Utara",-12.19
Banten,-13.8
"Kalimantan Selatan",-14.4
Riau,2.18
"Sumatera Barat",0.97
"Sulawesi Tenggara",-3.15
Bengkulu,-12.5
Lampung,-18.58
"Kalimantan Barat",-20.2
Gorontalo,-2.91
"Jawa Timur",-22.91
Maluku,-1.86
"Sumatera Utara",-0.02
"Jawa Tengah",-16.36
"Jawa Barat",-19.24
Jambi,-2.09
"Bangka Belitung",-9.42
"Sulawesi Selatan",-4.93
"Nusa Tenggara Barat",0.38
"Sulawesi Tengah",-8.03
"Papua Barat",-2.4
