name,value
"Nangro Aceh Darussalam",-14.73
"Kalimantan Timur",-11.88
"Nusa Tenggara Timur",-3.21
"Kalimantan Tengah",-8.85
"Sumatera Selatan",-14.35
Papua,-0.43
Bali,-30.4
Yogyakarta,-5.83
"Sulawesi Barat",-8.79
"Maluku Utara",-0.29
"DKI Jakarta",-16.5
"Kepulauan Riau",-17.67
"Sulawesi Utara",-1.8
Banten,-21.57
"Kalimantan Selatan",-30.22
Riau,-14.89
"Sumatera Barat",-20.99
"Sulawesi Tenggara",-7.96
Bengkulu,-11.86
Lampung,-11.38
"Kalimantan Barat",-13.46
Gorontalo,-12.01
"Jawa Timur",-10.47
Maluku,-0.25
"Sumatera Utara",-22.25
"Jawa Tengah",-6.24
"Jawa Barat",-17.01
Jambi,-13.53
"Bangka Belitung",-37.32
"Sulawesi Selatan",-1.24
"Nusa Tenggara Barat",-47.68
"Sulawesi Tengah",-9.21
"Papua Barat",-0.33
