name,value
"Sulawesi Tenggara",-9.66
Bengkulu,-15.24
Banten,-9.69
"Kalimantan Selatan",-16.76
"Sulawesi Barat",-5.97
"Maluku Utara",-6.39
"Kalimantan Barat",-19.18
Gorontalo,-5.66
Lampung,-15.64
Riau,2.29
"Sumatera Barat",0.61
Maluku,-19.56
"Sulawesi Selatan",-6.65
"Nusa Tenggara Barat",0.64
"Papua Barat",-6.08
"Sulawesi Tengah",-16.66
"Jawa Timur",-15.38
"Jawa Tengah",-10.32
"Jawa Barat",-12.8
"Sumatera Utara",-0.4
Jambi,-1.49
"Bangka Belitung",-9.68
Bali,-6.41
Yogyakarta,-5.02
"Kalimantan Timur",-18.37
"Nangro Aceh Darussalam",-2.09
"Sumatera Selatan",-2.93
"Kalimantan Tengah",-23.63
Papua,-5.35
"Nusa Tenggara Timur",-10.58
"DKI Jakarta",-10.06
"Kepulauan Riau",-8.13
"Sulawesi Utara",-10.78
