name,value
"Sulawesi Tenggara",-58.06
Bengkulu,-40.45
Banten,-16.34
"Kalimantan Selatan",-23.94
"Sulawesi Barat",-54.69
"Maluku Utara",-67.59
"Kalimantan Barat",-31.14
Gorontalo,-52.4
Lampung,-24.75
Riau,-29.99
"Sumatera Barat",-32.72
Maluku,-54.11
"Sulawesi Selatan",-22.55
"Nusa Tenggara Barat",-33.62
"Papua Barat",-51.98
"Sulawesi Tengah",-54.95
"Jawa Timur",-21.19
"Jawa Tengah",-13.37
"Jawa Barat",-17.68
"Sumatera Utara",-24.82
Jambi,-31.66
"Bangka Belitung",-26.07
Bali,-20.09
Yogyakarta,-12.61
"Kalimantan Timur",-40.74
"Nangro Aceh Darussalam",-42.92
"Sumatera Selatan",-27.45
"Kalimantan Tengah",-44.5
Papua,-53.13
"Nusa Tenggara Timur",-58.49
"DKI Jakarta",-15.94
"Kepulauan Riau",-31.43
"Sulawesi Utara",-30.31
