name,value
"Sulawesi Selatan",-4.37
"Nusa Tenggara Barat",0.79
"Papua Barat",-6.34
"Sulawesi Tengah",-11.68
"Kalimantan Selatan",-16.42
Banten,-10.29
"Sulawesi Tenggara",-6.65
Bengkulu,-14.68
"Sumatera Barat",0.93
Riau,3.12
"Kalimantan Timur",-19.31
"Nangro Aceh Darussalam",-0.63
Maluku,-17.57
"Sulawesi Barat",-3.62
"Maluku Utara",-8.75
"Jawa Barat",-13.36
"Jawa Tengah",-9.97
"Sumatera Utara",0.6
Jambi,-2.66
"Bangka Belitung",-7.06
"Jawa Timur",-15.91
"Nusa Tenggara Timur",-10.91
"DKI Jakarta",-11.49
"Sulawesi Utara",-12.05
"Kepulauan Riau",-7.65
Lampung,-14.42
"Sumatera Selatan",-1.28
"Kalimantan Tengah",-24.56
Papua,-8.01
"Kalimantan Barat",-15.96
Gorontalo,-4
Yogyakarta,-4.16
Bali,-7.05
