name,value
"Sulawesi Selatan",-26.35
"Nusa Tenggara Barat",-31.08
"Papua Barat",-48.24
"Sulawesi Tengah",-61.26
"Kalimantan Selatan",-24.25
Banten,-14.83
"Sulawesi Tenggara",-66.38
Bengkulu,-40.74
"Sumatera Barat",-36.88
Riau,-32.69
"Kalimantan Timur",-39.94
"Nangro Aceh Darussalam",-46.48
Maluku,-52.69
"Sulawesi Barat",-53.62
"Maluku Utara",-51.67
"Jawa Barat",-16.38
"Jawa Tengah",-11.86
"Sumatera Utara",-26.45
Jambi,-36.58
"Bangka Belitung",-27.32
"Jawa Timur",-20.61
"Nusa Tenggara Timur",-60.6
"DKI Jakarta",-16.37
"Sulawesi Utara",-35.18
"Kepulauan Riau",-34.22
Lampung,-26.43
"Sumatera Selatan",-27.2
"Kalimantan Tengah",-49.32
Papua,-57.32
"Kalimantan Barat",-34.35
Gorontalo,-56.79
Yogyakarta,-10.28
Bali,-19.36
