name,value
Gorontalo,-31.18
"Kalimantan Barat",-25.67
"Sumatera Selatan",-15.74
Papua,-21.25
"Kalimantan Tengah",-31.8
"Sulawesi Selatan",-12.32
"Nusa Tenggara Barat",-32.82
"Sulawesi Tengah",-36.88
"Papua Barat",-20.79
Riau,-23.01
"Sumatera Barat",-22.65
"Nusa Tenggara Timur",-29.61
Maluku,-23.22
Bali,-21.02
Yogyakarta,-8.59
"Nangro Aceh Darussalam",-31.66
"Kalimantan Timur",-31.97
Lampung,-18.6
"Sulawesi Barat",-42.36
"Kalimantan Selatan",-13.87
Banten,-15.25
"Jawa Timur",-20.58
"Jawa Barat",-17.81
"Sumatera Utara",-18.77
"Bangka Belitung",-22.77
"Jawa Tengah",-11.47
Jambi,-20.03
Bengkulu,-31.93
"Sulawesi Tenggara",-35.82
"Sulawesi Utara",-28.3
"DKI Jakarta",-15.34
"Kepulauan Riau",-28.4
"Maluku Utara",-35.14
