name,value
Gorontalo,-2.85
"Kalimantan Barat",-21.26
"Sumatera Selatan",0.07
Papua,-13.33
"Kalimantan Tengah",-27.67
"Sulawesi Selatan",-3.21
"Nusa Tenggara Barat",0.09
"Sulawesi Tengah",-12.52
"Papua Barat",-20.29
Riau,6.74
"Sumatera Barat",2.64
"Nusa Tenggara Timur",-19.44
Maluku,-30.34
Bali,-3.97
Yogyakarta,5.7
"Nangro Aceh Darussalam",1
"Kalimantan Timur",-23
Lampung,-17.92
"Sulawesi Barat",-2.18
"Kalimantan Selatan",-9.13
Banten,-6.69
"Jawa Timur",-8.44
"Jawa Barat",-7.12
"Sumatera Utara",1.26
"Bangka Belitung",-10.97
"Jawa Tengah",-3.69
Jambi,-2.83
Bengkulu,-18.43
"Sulawesi Tenggara",-5.07
"Sulawesi Utara",-9.96
"DKI Jakarta",-6.69
"Kepulauan Riau",-7.7
"Maluku Utara",-29.73
