name,value
"Maluku Utara",-9.72
"Sulawesi Barat",-1.56
"Kalimantan Barat",-17.52
Gorontalo,-2.46
"Kalimantan Timur",-17.42
"Nangro Aceh Darussalam",-0.44
"Sulawesi Utara",-11.44
"DKI Jakarta",-11.84
"Kepulauan Riau",-5.94
"Jawa Timur",-16.45
"Sulawesi Selatan",-4.35
"Nusa Tenggara Barat",0.43
"Sulawesi Tengah",-10.32
"Papua Barat",-2.07
"Jawa Tengah",-12.16
"Sumatera Utara",0.25
"Jawa Barat",-11.85
"Bangka Belitung",-10.6
Jambi,0.02
Yogyakarta,-4.99
Bali,-7.61
Maluku,-19
Bengkulu,-10.03
"Sulawesi Tenggara",-4.23
Banten,-9.12
"Kalimantan Selatan",-11.43
"Nusa Tenggara Timur",-11.25
"Sumatera Selatan",-0.28
"Kalimantan Tengah",-25.32
Papua,-6.99
Riau,3.17
"Sumatera Barat",0.25
Lampung,-17.54
