name,value
"Maluku Utara",-4.67
"Sulawesi Barat",-24.05
"Kalimantan Barat",-17.2
Gorontalo,-23.55
"Kalimantan Timur",-20.07
"Nangro Aceh Darussalam",-23.12
"Sulawesi Utara",-2.93
"DKI Jakarta",-16.5
"Kepulauan Riau",-20.56
"Jawa Timur",-13.3
"Sulawesi Selatan",-9.03
"Nusa Tenggara Barat",-48.62
"Sulawesi Tengah",-26.17
"Papua Barat",-5.64
"Jawa Tengah",-9.11
"Sumatera Utara",-23.87
"Jawa Barat",-16.82
"Bangka Belitung",-31.42
Jambi,-20.17
Yogyakarta,-9.93
Bali,-24.81
Maluku,-4.53
Bengkulu,-18.54
"Sulawesi Tenggara",-24.96
Banten,-22.14
"Kalimantan Selatan",-27.97
"Nusa Tenggara Timur",-14.3
"Sumatera Selatan",-17.12
"Kalimantan Tengah",-14.59
Papua,-4.37
Riau,-19.89
"Sumatera Barat",-22.95
Lampung,-13.24
