name,value
"Sulawesi Selatan",-4.97
"Sulawesi Tengah",-9.96
"Nusa Tenggara Barat",-0.16
"Papua Barat",-7.9
Yogyakarta,-10.32
Bali,-8.92
"Sumatera Barat",-0.74
Riau,2.49
Banten,-12.18
"Kalimantan Selatan",-13.45
"DKI Jakarta",-14.99
"Kepulauan Riau",-11.07
"Sulawesi Utara",-11.73
"Jawa Barat",-14.34
"Sumatera Utara",-1.05
"Bangka Belitung",-11.18
"Jawa Tengah",-14.36
Jambi,-1.34
"Jawa Timur",-18.76
Maluku,-21.02
"Kalimantan Barat",-19.5
Gorontalo,-2.09
"Sulawesi Barat",-1.47
"Maluku Utara",-19.07
"Kalimantan Timur",-20.88
"Nangro Aceh Darussalam",-0.03
"Sumatera Selatan",-0.85
"Kalimantan Tengah",-26.47
Papua,-7.37
"Nusa Tenggara Timur",-11.98
"Sulawesi Tenggara",-4.59
Bengkulu,-9.57
Lampung,-26.92
