name,value
"Sulawesi Selatan",-11.39
"Sulawesi Tengah",-27.22
"Nusa Tenggara Barat",-46.47
"Papua Barat",-9.42
Yogyakarta,-12.93
Bali,-26.72
"Sumatera Barat",-24.22
Riau,-21.38
Banten,-22.42
"Kalimantan Selatan",-27.34
"DKI Jakarta",-17.13
"Kepulauan Riau",-20.92
"Sulawesi Utara",-1.71
"Jawa Barat",-18.01
"Sumatera Utara",-24.17
"Bangka Belitung",-31.02
"Jawa Tengah",-10.45
Jambi,-21.61
"Jawa Timur",-14.87
Maluku,-2.56
"Kalimantan Barat",-16.41
Gorontalo,-24.27
"Sulawesi Barat",-26.96
"Maluku Utara",-4.12
"Kalimantan Timur",-21.15
"Nangro Aceh Darussalam",-24.31
"Sumatera Selatan",-18.1
"Kalimantan Tengah",-16.23
Papua,-6.53
"Nusa Tenggara Timur",-12.67
"Sulawesi Tenggara",-30.56
Bengkulu,-16.99
Lampung,-12.21
