name,value
Riau,-16.58
"Sumatera Barat",-18.61
"Kalimantan Barat",-15.59
Gorontalo,-18.16
"Sulawesi Selatan",-2.29
"Papua Barat",-3.1
"Sulawesi Tengah",-20.66
"Nusa Tenggara Barat",-40.4
"Nusa Tenggara Timur",-13.24
Yogyakarta,-2.36
Bali,-23.71
Maluku,-0.81
"Sumatera Selatan",-13.63
"Kalimantan Tengah",-12.31
Papua,-6.08
Lampung,-10.43
Bengkulu,-18.14
"Sulawesi Tenggara",-20.57
"DKI Jakarta",-12.4
"Kepulauan Riau",-16.38
"Sulawesi Utara",-1.4
"Kalimantan Timur",-14.82
"Nangro Aceh Darussalam",-20.14
"Kalimantan Selatan",-22.09
Banten,-18.39
"Sulawesi Barat",-15.29
"Maluku Utara",-4.82
"Jawa Timur",-10.38
"Sumatera Utara",-20.42
"Jawa Tengah",-5.35
"Jawa Barat",-15.05
Jambi,-15.84
"Bangka Belitung",-26.68
