name,value
Riau,-35.66
"Sumatera Barat",-36.8
"Kalimantan Barat",-31.79
Gorontalo,-50.47
"Sulawesi Selatan",-23.92
"Papua Barat",-50.31
"Sulawesi Tengah",-57.34
"Nusa Tenggara Barat",-35.66
"Nusa Tenggara Timur",-62.01
Yogyakarta,-11.91
Bali,-21.68
Maluku,-51.89
"Sumatera Selatan",-27.76
"Kalimantan Tengah",-47.82
Papua,-56.84
Lampung,-27.28
Bengkulu,-40.9
"Sulawesi Tenggara",-59.92
"DKI Jakarta",-16.98
"Kepulauan Riau",-31.96
"Sulawesi Utara",-31.66
"Kalimantan Timur",-42.92
"Nangro Aceh Darussalam",-46.32
"Kalimantan Selatan",-24.32
Banten,-16.19
"Sulawesi Barat",-57.76
"Maluku Utara",-48.25
"Jawa Timur",-22.53
"Sumatera Utara",-27.31
"Jawa Tengah",-14.66
"Jawa Barat",-18.36
Jambi,-35.93
"Bangka Belitung",-27.12
