name,value
"DKI Jakarta",-7.03
"Sulawesi Utara",-29.72
"Kepulauan Riau",-12.35
"Kalimantan Barat",-30.67
Gorontalo,-12.21
"Sumatera Selatan",-12.2
Papua,-0.24
"Kalimantan Tengah",-7.2
"Sulawesi Barat",-6.44
"Maluku Utara",-0.29
Yogyakarta,-10.43
Bali,-5.99
"Jawa Timur",-4.5
"Nusa Tenggara Barat",-1.1
"Sulawesi Selatan",-7.33
"Papua Barat",-0.1
"Sulawesi Tengah",-0.21
"Nusa Tenggara Timur",-0.22
Maluku,-0.21
"Kalimantan Selatan",-7.07
Banten,-14.29
"Sulawesi Tenggara",-0.17
Bengkulu,-22.41
Riau,-9.4
"Sumatera Barat",-11.31
Lampung,-15.09
"Jawa Tengah",-10.76
"Jawa Barat",-17.54
"Sumatera Utara",-4.82
Jambi,-12
"Bangka Belitung",-2.48
"Kalimantan Timur",-9.64
"Nangro Aceh Darussalam",-14.95
