name,value
"DKI Jakarta",-30.15
"Sulawesi Utara",-50.45
"Kepulauan Riau",-60.11
"Kalimantan Barat",-43.42
Gorontalo,-80.11
"Sumatera Selatan",-48.12
Papua,-97.43
"Kalimantan Tengah",-66.01
"Sulawesi Barat",-83.41
"Maluku Utara",-98.03
Yogyakarta,-23.76
Bali,-33.78
"Jawa Timur",-33.94
"Nusa Tenggara Barat",-47.31
"Sulawesi Selatan",-51.64
"Papua Barat",-97.97
"Sulawesi Tengah",-87.29
"Nusa Tenggara Timur",-95.7
Maluku,-97.16
"Kalimantan Selatan",-36.83
Banten,-26.77
"Sulawesi Tenggara",-92.22
Bengkulu,-67.17
Riau,-61.24
"Sumatera Barat",-59.77
Lampung,-40.67
"Jawa Tengah",-22
"Jawa Barat",-26.21
"Sumatera Utara",-53.49
Jambi,-67.74
"Bangka Belitung",-45.45
"Kalimantan Timur",-66.31
"Nangro Aceh Darussalam",-73.32
