name,value
"DKI Jakarta",-21.79
"Sulawesi Utara",-2.31
"Kepulauan Riau",-17.15
"Kalimantan Barat",-15.05
Gorontalo,-14.28
"Sumatera Selatan",-17.05
Papua,-0.61
"Kalimantan Tengah",-10.18
"Sulawesi Barat",-13.3
"Maluku Utara",-0.48
Yogyakarta,-13.44
Bali,-35.83
"Jawa Timur",-16
"Nusa Tenggara Barat",-52.18
"Sulawesi Selatan",-10.05
"Papua Barat",-0.42
"Sulawesi Tengah",-11.15
"Nusa Tenggara Timur",-1.8
Maluku,-0.53
"Kalimantan Selatan",-33.67
Banten,-27.67
"Sulawesi Tenggara",-9.88
Bengkulu,-11.75
Riau,-16.53
"Sumatera Barat",-21.35
Lampung,-12.25
"Jawa Tengah",-12.89
"Jawa Barat",-20.38
"Sumatera Utara",-24.31
Jambi,-15.22
"Bangka Belitung",-35.77
"Kalimantan Timur",-13.2
"Nangro Aceh Darussalam",-13.6
